timestamp,open,high,low,close,volume,ATR Date,ATR,Boll Date,Boll Mid Band,Boll Upper Band,Boll Lower Band,CCI Date,CCI ,EMA 20 Date,EMA20,MA5 Date,MA5,MA10 Date,MA10,MACD Date,MACD Value,MACD Signal,MACD Hist
9/28/12,1447.13,1447.13,1435.6,1440.67,3509230000,9/28/12,12.2051,9/28/12,1441.5775,1480.0522,1403.1028,9/28/12,35.1832,9/28/12,1440.1921,9/28/12,1443.924,9/28/12,1452.159,9/28/12,10.4035,13.6602,-3.2567
9/27/12,1433.36,1450.2,1433.36,1447.15,3150330000,9/27/12,12.2554,9/27/12,1439.518,1482.1514,1396.8845,9/27/12,46.2932,9/27/12,1440.1418,9/27/12,1447.82,9/27/12,1454.669,9/27/12,11.7344,14.4744,-2.74
9/26/12,1441.6,1441.6,1430.53,1433.3199,3565380000,9/26/12,11.8997,9/26/12,1437.685,1481.9687,1393.4013,9/26/12,21.5414,9/26/12,1439.4041,9/26/12,1450.442,9/26/12,1455.953,9/26/12,12.6026,15.1594,-2.5568
9/25/12,1456.9399,1463.24,1441.59,1441.59,3739900000,9/25/12,11.9635,9/25/12,1436.484,1482.4471,1390.5209,9/25/12,69.4105,9/25/12,1440.0445,9/25/12,1455.988,9/25/12,1456.277,9/25/12,14.9356,15.7986,-0.863
9/24/12,1459.76,1460.72,1452.0601,1456.89,3008920000,9/24/12,11.2184,9/24/12,1434.9265,1482.1848,1387.6682,9/24/12,100.8874,9/24/12,1439.8818,9/24/12,1459.534,9/24/12,1455.474,9/24/12,16.8541,16.0143,0.8398
9/21/12,1460.34,1467.0699,1459.51,1460.15,4833870000,9/21/12,11.4152,9/21/12,1432.6385,1479.8527,1385.4243,9/21/12,130.3407,9/21/12,1438.0915,9/21/12,1460.394,9/21/12,1452.693,9/21/12,17.4997,15.8044,1.6954
9/20/12,1461.05,1461.23,1449.98,1460.26,3382520000,9/20/12,11.7118,9/20/12,1429.735,1476.9669,1382.5031,9/20/12,127.4399,9/20/12,1435.7695,9/20/12,1461.518,9/20/12,1450.47,9/20/12,17.7374,15.3805,2.3569
9/19/12,1459.5,1465.15,1457.88,1461.05,3451360000,9/19/12,11.7473,9/19/12,1427.3965,1472.9531,1381.8399,9/19/12,159.0606,9/19/12,1433.1916,9/19/12,1461.464,9/19/12,1447.656,9/19/12,17.7715,14.7913,2.9802
9/18/12,1461.1899,1461.47,1456.13,1459.3199,3377390000,9/18/12,12.0917,9/18/12,1425.0025,1468.2048,1381.8002,9/18/12,172.9032,9/18/12,1430.2591,9/18/12,1456.566,9/18/12,1441.895,9/18/12,17.4761,14.0463,3.4299
9/17/12,1465.42,1465.63,1457.55,1461.1899,3482430000,9/17/12,12.6111,9/17/12,1422.943,1463.2342,1382.6517,9/17/12,212.7084,9/17/12,1427.2001,9/17/12,1451.414,9/17/12,1436.457,9/17/12,17.0211,13.1888,3.8323
9/14/12,1460.0699,1474.51,1460.0699,1465.77,5041990000,9/14/12,12.9489,9/14/12,1420.7915,1457.0803,1384.5027,9/14/12,275.2521,9/14/12,1423.6222,9/14/12,1444.992,9/14/12,1430.996,9/14/12,16.0023,12.2307,3.7716
9/13/12,1436.5601,1463.76,1435.34,1459.99,4606550000,9/13/12,12.828,9/13/12,1418.2785,1448.1546,1388.4024,9/13/12,243.2013,9/13/12,1419.1856,9/13/12,1439.422,9/13/12,1424.367,9/13/12,14.0028,11.2878,2.715
9/12/12,1433.5601,1439.15,1432.99,1436.5601,3641200000,9/12/12,11.6286,9/12/12,1415.5555,1438.9533,1392.1577,9/12/12,172.5243,9/12/12,1414.8904,9/12/12,1433.848,9/12/12,1419.417,9/12/12,11.8356,10.6091,1.2266
9/11/12,1429.13,1437.76,1429.13,1433.5601,3509630000,9/11/12,12.0493,9/11/12,1413.924,1435.7323,1392.1157,9/11/12,172.0573,9/11/12,1412.6094,9/11/12,1427.224,9/11/12,1416.691,9/11/12,11.283,10.3024,0.9805
9/10/12,1437.92,1438.74,1428.98,1429.08,3223670000,9/10/12,12.3085,9/10/12,1412.4515,1432.6772,1392.2258,9/10/12,180.1527,9/10/12,1410.404,9/10/12,1421.5,9/10/12,1414.379,9/10/12,10.7189,10.0573,0.6616
9/7/12,1432.12,1437.92,1431.45,1437.92,3717620000,9/7/12,12.5045,9/7/12,1411.291,1430.1869,1392.3951,9/7/12,211.9349,9/7/12,1408.4381,9/7/12,1417,9/7/12,1412.584,9/7/12,10.2992,9.8919,0.4072
9/6/12,1403.74,1432.12,1403.74,1432.12,3952870000,9/6/12,12.9687,9/6/12,1409.535,1424.2767,1394.7933,9/6/12,127.2725,9/6/12,1405.3348,9/6/12,1409.312,9/6/12,1409,9/6/12,8.7136,9.7901,-1.0765
9/5/12,1404.9399,1408.8101,1401.25,1403.4399,3389110000,9/5/12,11.7601,9/5/12,1408.04,1418.8596,1397.2204,9/5/12,34.2188,9/5/12,1402.5153,9/5/12,1404.986,9/5/12,1407.137,9/5/12,7.1536,10.0592,-2.9057
9/4/12,1406.54,1409.3101,1396.5601,1404.9399,3200310000,9/4/12,12.0832,9/4/12,1407.9355,1418.969,1396.902,9/4/12,34.3659,9/4/12,1402.418,9/4/12,1406.158,9/4/12,1408.11,9/4/12,7.9785,10.7857,-2.8071
8/31/12,1400.0699,1413.09,1398.96,1406.58,2938250000,8/31/12,12.0319,8/31/12,1407.4,1419.9046,1394.8954,8/31/12,46.8217,8/31/12,1402.1525,8/31/12,1407.258,8/31/12,1409.429,8/31/12,8.7627,11.4875,-2.7248
8/30/12,1410.08,1410.08,1397.01,1399.48,2530280000,8/30/12,11.8705,8/30/12,1406.6205,1421.0308,1392.2102,8/30/12,35.5397,8/30/12,1401.6864,8/30/12,1408.168,8/30/12,1410.587,8/30/12,9.4692,12.1686,-2.6995
8/29/12,1409.3199,1413.95,1406.5699,1410.49,2571220000,8/29/12,11.7467,8/29/12,1404.8965,1427.9622,1381.8308,8/29/12,65.4619,8/29/12,1401.9187,8/29/12,1408.688,8/29/12,1412.19,8/29/12,10.956,12.8435,-1.8875
8/28/12,1410.4399,1413.63,1405.59,1409.3,2629090000,8/28/12,12.0826,8/28/12,1403.138,1429.3745,1376.9015,8/28/12,66.3934,8/28/12,1401.0165,8/28/12,1409.288,8/28/12,1411.694,8/28/12,11.5734,13.3154,-1.7419
8/27/12,1411.13,1416.17,1409.11,1410.4399,2472500000,8/27/12,12.3936,8/27/12,1401.639,1429.661,1373.617,8/27/12,78.1693,8/27/12,1400.1445,8/27/12,1410.062,8/27/12,1411.157,8/27/12,12.3143,13.7509,-1.4366
8/24/12,1401.99,1413.46,1398.04,1411.13,2598790000,8/24/12,12.8038,8/24/12,1400.382,1428.9619,1371.8021,8/24/12,69.0743,8/24/12,1399.0608,8/24/12,1411.6,8/24/12,1410.524,8/24/12,12.9647,14.11,-1.1453
8/23/12,1413.49,1413.49,1400.5,1402.08,3008240000,8/23/12,12.6026,8/23/12,1399.124,1427.9149,1370.3331,8/23/12,66.6763,8/23/12,1397.7903,8/23/12,1413.006,8/23/12,1409.998,8/23/12,13.5361,14.3963,-0.8603
8/22/12,1413.09,1416.12,1406.78,1413.49,3062690000,8/22/12,12.5728,8/22/12,1397.021,1430.4172,1363.6248,8/22/12,91.2859,8/22/12,1397.3388,8/22/12,1415.692,8/22/12,1410.07,8/22/12,14.9899,14.6114,0.3785
8/21/12,1418.13,1426.6801,1410.86,1413.17,3282950000,8/21/12,12.8215,8/21/12,1393.241,1434.5109,1351.9712,8/21/12,110.9248,8/21/12,1395.6387,8/21/12,1414.1,8/21/12,1408.943,8/21/12,15.4657,14.5168,0.9489
8/20/12,1417.85,1418.13,1412.12,1418.13,2766320000,8/20/12,12.5908,8/20/12,1389.498,1436.0942,1342.9018,8/20/12,116.3355,8/20/12,1393.7933,8/20/12,1412.252,8/20/12,1407.761,8/20/12,15.8806,14.2796,1.601
8/17/12,1415.84,1418.71,1414.67,1418.16,2922990000,8/17/12,13.0947,8/17/12,1386.1175,1433.7137,1338.5213,8/17/12,127.9661,8/17/12,1391.2315,8/17/12,1409.448,8/17/12,1405.371,8/17/12,15.6742,13.8793,1.7948
8/16/12,1405.5699,1417.4399,1404.15,1415.51,3114100000,8/16/12,13.7913,8/16/12,1383.3425,1429.5951,1337.0899,8/16/12,124.0843,8/16/12,1388.3969,8/16/12,1406.99,8/16/12,1402.654,8/16/12,15.1796,13.4306,1.749
8/15/12,1403.89,1407.73,1401.83,1405.53,2655750000,8/15/12,13.8298,8/15/12,1381.3925,1425.2841,1337.5009,8/15/12,112.42,8/15/12,1385.5429,8/15/12,1404.448,8/15/12,1397.603,8/15/12,14.5975,12.9934,1.6041
8/14/12,1404.36,1410.03,1400.6,1403.9301,2930900000,8/14/12,14.4398,8/14/12,1379.755,1422.3468,1337.1632,8/14/12,123.1148,8/14/12,1383.439,8/14/12,1403.786,8/14/12,1394.582,8/14/12,14.6582,12.5923,2.0659
8/13/12,1405.87,1405.87,1397.3199,1404.11,2499990000,8/13/12,14.8252,8/13/12,1377.742,1419.3679,1336.1162,8/13/12,126.7712,8/13/12,1381.282,8/13/12,1403.27,8/13/12,1392.121,8/13/12,14.6855,12.0758,2.6097
8/10/12,1402.58,1405.98,1395.62,1405.87,2767980000,8/10/12,15.3079,8/10/12,1375.2185,1416.2595,1334.1775,8/10/12,138.7854,8/10/12,1378.8791,8/10/12,1401.294,8/10/12,1390.24,8/10/12,14.4884,11.4234,3.065
8/9/12,1402.26,1405.95,1398.8,1402.8,3119610000,8/9/12,15.6885,8/9/12,1372.764,1412.0114,1333.5166,8/9/12,148.2452,8/9/12,1376.038,8/9/12,1398.318,8/9/12,1388.25,8/9/12,13.8468,10.6572,3.1896
8/8/12,1401.23,1404.14,1396.13,1402.22,3221790000,8/8/12,16.3453,8/8/12,1369.362,1409.3932,1329.3308,8/8/12,153.1435,8/8/12,1373.2209,8/8/12,1390.758,8/8/12,1383.972,8/8/12,13.1391,9.8598,3.2794
8/7/12,1394.46,1407.14,1394.46,1401.35,3682490000,8/7/12,16.9865,8/7/12,1366.3235,1405.1237,1327.5234,8/7/12,164.7977,8/7/12,1370.1684,8/7/12,1385.378,8/7/12,1377.539,8/7/12,12.1038,9.0399,3.0639
8/6/12,1391.04,1399.63,1391.04,1394.23,3122050000,8/6/12,17.3,8/6/12,1363.3295,1400.0414,1326.6176,8/6/12,154.6783,8/6/12,1366.8861,8/6/12,1380.972,8/6/12,1371.235,8/6/12,10.6949,8.274,2.421
8/3/12,1365.45,1394.16,1365.45,1390.99,3751170000,8/3/12,17.9662,8/3/12,1361.241,1395.3435,1327.1385,8/3/12,121.7053,8/3/12,1364.0078,8/3/12,1379.186,8/3/12,1366.864,8/3/12,9.466,7.6687,1.7973
8/2/12,1375.13,1375.13,1354.65,1365,4193740000,8/2/12,17.1051,8/2/12,1359.4255,1390.7529,1328.0981,8/2/12,52.1534,8/2/12,1361.1676,8/2/12,1378.182,8/2/12,1364.031,8/2/12,8.0897,7.2194,0.8703
8/1/12,1379.3199,1385.03,1373.35,1375.3199,4440920000,8/1/12,16.8309,8/1/12,1359.5545,1390.9937,1328.1153,8/1/12,112.0617,8/1/12,1360.7641,8/1/12,1377.186,8/1/12,1365.182,8/1/12,8.8616,7.0018,1.8598
7/31/12,1385.27,1387.16,1379.17,1379.3199,3821570000,7/31/12,17.2271,7/31/12,1359.4895,1390.8032,1328.1759,7/31/12,139.8557,7/31/12,1359.2319,7/31/12,1369.7,7/31/12,1364.928,7/31/12,8.6671,6.5369,2.1303
7/30/12,1385.9399,1391.74,1381.37,1385.3,3212060000,7/30/12,17.9377,7/30/12,1358.799,1388.9194,1328.6786,7/30/12,173.5616,7/30/12,1357.1174,7/30/12,1361.498,7/30/12,1363.363,7/30/12,7.8856,6.0043,1.8813
7/27/12,1360.05,1389.1899,1360.05,1385.97,4399010000,7/27/12,18.5198,7/27/12,1357.642,1385.2768,1330.0072,7/27/12,150.762,7/27/12,1354.1508,7/27/12,1354.542,7/27/12,1360.197,7/27/12,6.1646,5.534,0.6306
7/26/12,1338.17,1363.13,1338.17,1360.02,4429300000,7/26/12,17.7006,7/26/12,1354.7955,1381.8952,1327.6959,7/26/12,34.4192,7/26/12,1350.8014,7/26/12,1349.88,7/26/12,1357.278,7/26/12,3.81,5.3763,-1.5664
7/25/12,1338.35,1343.98,1331.5,1337.89,3719170000,7/25/12,17.1206,7/25/12,1353.387,1382.1324,1324.6417,7/25/12,-39.0611,7/25/12,1349.8311,7/25/12,1353.178,7/25/12,1354.752,7/25/12,3.3914,5.7679,-2.3766
7/24/12,1350.52,1351.53,1329.24,1338.3101,3891290000,7/24/12,17.4776,7/24/12,1352.492,1384.0852,1320.8988,7/24/12,-25.4457,7/24/12,1351.088,7/24/12,1360.156,7/24/12,1355.108,7/24/12,5.0611,6.3621,-1.301
7/23/12,1362.34,1362.34,1337.5601,1350.52,3717180000,7/23/12,17.1074,7/23/12,1351.2625,1386.6534,1315.8716,7/23/12,24.752,7/23/12,1352.4331,7/23/12,1365.228,7/23/12,1355.424,7/23/12,7.0758,6.6873,0.3884
7/20/12,1376.51,1376.51,1362.1899,1362.66,3925020000,7/20/12,16.4926,7/20/12,1350.4875,1386.5813,1314.3937,7/20/12,99.2131,7/20/12,1352.6344,7/20/12,1365.852,7/20/12,1355.618,7/20/12,8.3012,6.5902,1.711
7/19/12,1373.01,1380.39,1371.21,1376.51,4043360000,7/19/12,16.6597,7/19/12,1348.63,1385.8336,1311.4264,7/19/12,143.6595,7/19/12,1351.5791,7/19/12,1364.676,7/19/12,1354.82,7/19/12,8.5084,6.1625,2.3459
7/18/12,1363.58,1375.26,1358.96,1372.78,3642630000,7/18/12,17.2351,7/18/12,1347.589,1382.7213,1312.4567,7/18/12,124.3971,7/18/12,1348.9548,7/18/12,1356.326,7/18/12,1353.927,7/18/12,7.239,5.576,1.663
7/17/12,1353.6801,1365.36,1345.0699,1363.67,3566680000,7/17/12,17.307,7/17/12,1346.849,1380.4163,1313.2817,7/17/12,85.7241,7/17/12,1346.4469,7/17/12,1350.06,7/17/12,1354.051,7/17/12,5.8932,5.1603,0.733
7/16/12,1356.5,1357.26,1348.51,1353.64,2862720000,7/16/12,17.0776,7/16/12,1345.9045,1378.5766,1313.2324,7/16/12,71.6132,7/16/12,1344.6339,7/16/12,1345.62,7/16/12,1354.235,7/16/12,5.0174,4.977,0.0404
7/13/12,1334.8101,1357.7,1334.8101,1356.78,3212930000,7/13/12,17.7181,7/13/12,1345.3645,1377.8639,1312.8651,7/13/12,63.7185,7/13/12,1343.6859,7/13/12,1345.384,7/13/12,1355.087,7/13/12,4.8478,4.9669,-0.1192
7/12/12,1341.29,1341.29,1325.41,1334.76,3654440000,7/12/12,17.3165,7/12/12,1343.9805,1376.7736,1311.1873,7/12/12,12.0798,7/12/12,1342.3076,7/12/12,1344.964,7/12/12,1352.313,7/12/12,4.241,4.9967,-0.7557
7/11/12,1341.4,1345,1333.25,1341.45,3426290000,7/11/12,17.4147,7/11/12,1342.9865,1377.9694,1308.0036,7/11/12,34.731,7/11/12,1343.1021,7/11/12,1351.528,7/11/12,1352.022,7/11/12,5.647,5.1856,0.4613
7/10/12,1352.96,1361.54,1336.27,1341.47,3470600000,7/10/12,17.8504,7/10/12,1342.123,1378.0547,1306.1913,7/10/12,59.6712,7/10/12,1343.276,7/10/12,1358.042,7/10/12,1349.876,7/10/12,6.6782,5.0703,1.6078
7/9/12,1354.66,1354.87,1346.65,1352.46,2904860000,7/9/12,17.2797,7/9/12,1340.496,1379.2357,1301.7563,7/9/12,81.699,7/9/12,1343.4661,7/9/12,1362.85,7/9/12,1347.101,7/9/12,7.8951,4.6684,3.2268
7/6/12,1367.09,1367.09,1348.03,1354.6801,2745140000,7/6/12,17.9766,7/6/12,1339.156,1378.0016,1300.3105,7/6/12,107.8575,7/6/12,1342.5194,7/6/12,1364.79,7/6/12,1345.357,7/6/12,8.2147,3.8617,4.353
7/5/12,1373.72,1373.85,1363.02,1367.58,3041520000,7/5/12,17.8555,7/5/12,1337.1715,1376.6914,1297.6516,7/5/12,162.9431,7/5/12,1341.2393,7/5/12,1359.662,7/5/12,1342.44,7/5/12,8.2769,2.7734,5.5035
7/3/12,1365.75,1374.8101,1363.53,1374.02,2116390000,7/3/12,18.3829,7/3/12,1334.549,1372.5825,1296.5155,7/3/12,196.4856,7/3/12,1338.4666,7/3/12,1352.516,7/3/12,1341.251,7/3/12,6.9226,1.3975,5.5251
7/2/12,1362.33,1366.35,1355.7,1365.51,3301650000,7/2/12,18.9292,7/2/12,1330.123,1369.3372,1290.9088,7/2/12,187.5482,7/2/12,1334.7241,7/2/12,1341.71,7/2/12,1339.647,7/2/12,4.4376,0.0163,4.4213
6/29/12,1330.12,1362.17,1330.12,1362.16,4590480000,6/29/12,19.5661,6/29/12,1325.7565,1367.5974,1283.9157,6/29/12,158.6026,6/29/12,1331.4835,6/29/12,1331.352,6/29/12,1337.574,6/29/12,2.0677,-1.0891,3.1567
6/28/12,1331.52,1331.52,1313.29,1329.04,3969370000,6/28/12,18.5227,6/28/12,1321.5505,1364.7966,1278.3044,6/28/12,31.8186,6/28/12,1328.2544,6/28/12,1325.924,6/28/12,1335.642,6/28/12,-0.6462,-1.8783,1.2321
6/27/12,1320.71,1334.4,1320.71,1331.85,3286910000,6/27/12,18.5199,6/27/12,1320.615,1363.9819,1277.2481,6/27/12,53.9133,6/27/12,1328.1717,6/27/12,1325.218,6/27/12,1335.648,6/27/12,-0.7284,-2.1863,1.4579
6/26/12,1314.09,1324.24,1310.3,1319.99,3412940000,6/26/12,18.836,6/26/12,1319.6885,1362.8469,1276.5301,6/26/12,-5.7677,6/26/12,1327.7845,6/26/12,1329.986,6/26/12,1333.951,6/26/12,-1.1088,-2.5507,1.4419
6/25/12,1334.9,1334.9,1309.27,1313.72,3501820000,6/25/12,19.2126,6/25/12,1320.31,1363.8244,1276.7956,6/25/12,-3.8039,6/25/12,1328.605,6/25/12,1337.584,6/25/12,1334.37,6/25/12,-0.3707,-2.9112,2.5405
6/22/12,1325.92,1337.8199,1325.92,1335.02,5271490000,6/22/12,18.7098,6/22/12,1320.515,1363.9418,1277.0882,6/22/12,52.3436,6/22/12,1330.1718,6/22/12,1343.796,6/22/12,1333.891,6/22/12,1.2151,-3.5463,4.7615
6/21/12,1355.4301,1358.27,1324.41,1325.51,4094470000,6/21/12,19.2021,6/21/12,1319.798,1362.7137,1276.8823,6/21/12,58.3195,6/21/12,1329.6615,6/21/12,1345.36,6/21/12,1332.955,6/21/12,1.0529,-4.7367,5.7896
6/20/12,1358.04,1361.5699,1346.45,1355.6899,3695700000,6/20/12,18.0745,6/20/12,1319.4655,1362.302,1276.629,6/20/12,127.805,6/20/12,1330.0985,6/20/12,1346.078,6/20/12,1331.903,6/20/12,1.7988,-6.1841,7.9829
6/19/12,1344.83,1363.46,1344.83,1357.98,3815350000,6/19/12,18.3018,6/19/12,1317.5125,1356.9951,1278.0299,6/19/12,128.7281,6/19/12,1327.4047,6/19/12,1337.916,6/19/12,1327.847,6/19/12,-0.3482,-8.1798,7.8316
6/18/12,1342.42,1348.22,1334.46,1344.78,3259430000,6/18/12,18.2727,6/18/12,1315.413,1350.2582,1280.5678,6/18/12,73.2437,6/18/12,1324.1862,6/18/12,1331.156,6/18/12,1320.599,6/18/12,-3.3167,-10.1378,6.8211
6/15/12,1329.1899,1343.3199,1329.1899,1342.84,4401570000,6/15/12,18.6198,6/15/12,1312.935,1346.0815,1279.7885,6/15/12,49.5858,6/15/12,1322.0184,6/15/12,1323.986,6/15/12,1313.939,6/15/12,-5.7133,-11.843,6.1298
6/14/12,1314.88,1333.6801,1314.14,1329.1,3687720000,6/14/12,18.9583,6/14/12,1311.036,1341.3419,1280.7301,6/14/12,-2.4018,6/14/12,1319.8267,6/14/12,1320.55,6/14/12,1307.459,6/14/12,-8.4915,-13.3755,4.8839
6/13/12,1324.02,1327.28,1310.51,1314.88,3506510000,6/13/12,18.9135,6/13/12,1310.821,1340.6688,1280.9732,6/13/12,-31.5445,6/13/12,1318.8506,6/13/12,1317.728,6/13/12,1305.582,6/13/12,-10.5152,-14.5965,4.0813
6/12/12,1309.4,1324.3101,1306.62,1324.1801,3442920000,6/12/12,19.0784,6/12/12,1311.61,1342.6555,1280.5645,6/12/12,-33.4577,6/12/12,1319.2685,6/12/12,1317.778,6/12/12,1305.426,6/12/12,-11.4972,-15.6168,4.1196
6/11/12,1325.72,1335.52,1307.73,1308.9301,3537530000,6/11/12,19.1852,6/11/12,1312.3185,1345.0785,1279.5585,6/11/12,-39.153,6/11/12,1318.7515,6/11/12,1310.042,6/11/12,1306.25,6/11/12,-13.5304,-16.6467,3.1163
6/8/12,1314.99,1325.8101,1307.77,1325.66,3497190000,6/8/12,18.5233,6/8/12,1314.5415,1351.8045,1277.2785,6/8/12,-37.3681,6/8/12,1319.7853,6/8/12,1303.892,6/8/12,1307.139,6/8/12,-14.3759,-17.4257,3.0499
6/7/12,1316.15,1329.05,1312.6801,1314.99,4258140000,6/7/12,18.5605,6/7/12,1316.158,1357.7622,1274.5538,6/7/12,-42.2619,6/7/12,1319.1669,6/7/12,1294.368,6/7/12,1306.641,6/7/12,-16.9494,-18.1882,1.2388
6/6/12,1285.61,1315.13,1285.61,1315.13,4268360000,6/6/12,18.729,6/6/12,1318.1375,1362.9729,1273.3021,6/6/12,-72.0577,6/6/12,1319.6066,6/6/12,1293.436,6/6/12,1307.028,6/6/12,-18.9012,-18.4979,-0.4032
6/5/12,1277.8199,1287.62,1274.16,1285.5,3403230000,6/5/12,17.8904,6/5/12,1320.567,1369.5603,1271.5737,6/5/12,-121.5633,6/5/12,1320.0778,6/5/12,1293.074,6/5/12,1307.178,6/5/12,-21.1317,-18.3971,-2.7346
6/4/12,1278.29,1282.55,1266.74,1278.1801,4011960000,6/4/12,18.2312,6/4/12,1324.771,1375.4086,1274.1334,6/4/12,-145.5955,6/4/12,1323.7176,6/4/12,1302.458,6/4/12,1310.227,6/4/12,-20.6543,-17.7135,-2.9409
6/1/12,1309.87,1309.87,1277.25,1278.04,4669350000,6/1/12,18.4175,6/1/12,1329.317,1378.7171,1279.9169,6/1/12,-133.1523,6/1/12,1328.5111,6/1/12,1310.386,6/1/12,1311.931,6/1/12,-18.9994,-16.9782,-2.0212
5/31/12,1313.09,1319.74,1298.9,1310.33,4557620000,5/31/12,17.2896,5/31/12,1334.9935,1385.5968,1284.3901,5/31/12,-98.9875,5/31/12,1333.8238,5/31/12,1318.914,5/31/12,1314.613,5/31/12,-16.5965,-16.4729,-0.1235
5/30/12,1331.25,1331.25,1310.76,1313.3199,3534290000,5/30/12,17.0165,5/30/12,1339.5925,1396.6954,1282.4896,5/30/12,-87.0657,5/30/12,1336.2968,5/30/12,1320.62,5/30/12,1316.06,5/30/12,-16.5757,-16.4421,-0.1337
5/29/12,1318.9,1334.9301,1318.9,1332.42,3441640000,5/29/12,16.6593,5/29/12,1344.2175,1406.7822,1281.6528,5/29/12,-69.868,5/29/12,1338.7154,5/29/12,1321.282,5/29/12,1317.794,5/29/12,-16.6126,-16.4087,-0.204
5/25/12,1320.8101,1324.2,1314.23,1317.8199,2872660000,5/25/12,16.6246,5/25/12,1347.492,1413.9766,1281.0074,5/25/12,-99.6232,5/25/12,1339.3781,5/25/12,1317.996,5/25/12,1318.387,5/25/12,-18.3628,-16.3577,-2.0051
5/24/12,1318.72,1324.14,1310.5,1320.6801,3937670000,5/24/12,17.1365,5/24/12,1351.769,1421.0163,1282.5217,5/24/12,-109.4176,5/24/12,1341.6474,5/24/12,1313.476,5/24/12,1321.944,5/24/12,-18.843,-15.8564,-2.9866
5/23/12,1316.02,1320.71,1296.53,1318.86,4108330000,5/23/12,17.4055,5/23/12,1355.734,1426.4719,1284.996,5/23/12,-137.1783,5/23/12,1343.8545,5/23/12,1310.312,5/23/12,1325.675,5/23/12,-19.4731,-15.1097,-4.3634
5/22/12,1316.09,1328.49,1310.04,1316.63,4123680000,5/22/12,16.8844,5/22/12,1359.3255,1429.5017,1289.1492,5/22/12,-136.6483,5/22/12,1346.4855,5/22/12,1311.5,5/22/12,1329.247,5/22/12,-19.8087,-14.0189,-5.7898
5/21/12,1295.73,1316.39,1295.73,1315.99,3786750000,5/21/12,16.7639,5/21/12,1362.0925,1429.6312,1294.5538,5/21/12,-183.3722,5/21/12,1349.6282,5/21/12,1314.306,5/21/12,1333.956,5/21/12,-19.7219,-12.5714,-7.1505
5/18/12,1305.05,1312.24,1291.98,1295.22,4512470000,5/18/12,16.425,5/18/12,1364.64,1428.7893,1300.4907,5/18/12,-242.8431,5/18/12,1353.169,5/18/12,1318.778,5/18/12,1339.315,5/18/12,-19.2591,-10.7838,-8.4753
5/17/12,1324.8199,1326.36,1304.86,1304.86,4664280000,5/17/12,16.13,5/17/12,1368.8055,1424.6668,1312.9442,5/17/12,-234.3029,5/17/12,1359.2689,5/17/12,1330.412,5/17/12,1346.703,5/17/12,-16.2735,-8.665,-7.6085
5/16/12,1330.78,1341.78,1324.79,1324.8,4280420000,5/16/12,15.7169,5/16/12,1372.4085,1419.9892,1324.8278,5/16/12,-191.1642,5/16/12,1364.9962,5/16/12,1341.038,5/16/12,1355.374,5/16/12,-13.2076,-6.7629,-6.4447
5/15/12,1338.36,1344.9399,1328.41,1330.66,4114040000,5/15/12,15.619,5/15/12,1375.4255,1417.9298,1332.9212,5/15/12,-190.9666,5/15/12,1369.2274,5/15/12,1346.994,5/15/12,1363.125,5/15/12,-11.1325,-5.1517,-5.9808
5/14/12,1351.9301,1351.9301,1336.61,1338.35,3688120000,5/14/12,15.5489,5/14/12,1378.4315,1416.0724,1340.7906,5/14/12,-174.3719,5/14/12,1373.2871,5/14/12,1353.606,5/14/12,1370.641,5/14/12,-8.9187,-3.6565,-5.2622
5/11/12,1358.11,1365.66,1348.89,1353.39,3869070000,5/11/12,15.4542,5/11/12,1379.9925,1413.1812,1346.8038,5/11/12,-127.0538,5/11/12,1376.9647,5/11/12,1359.852,5/11/12,1376.597,5/11/12,-6.7463,-2.341,-4.4053
5/10/12,1354.58,1365.88,1354.58,1357.99,3727990000,5/10/12,15.353,5/10/12,1380.836,1412.0778,1349.5942,5/10/12,-121.0056,5/10/12,1379.4462,5/10/12,1362.994,5/10/12,1381.594,5/10/12,-5.4067,-1.2396,-4.1671
5/9/12,1363.2,1363.73,1343.13,1354.58,4288540000,5/9/12,15.6648,5/9/12,1382.315,1411.8443,1352.7857,5/9/12,-156.1704,5/9/12,1381.7048,5/9/12,1369.71,5/9/12,1385.793,5/9/12,-4.0867,-0.1978,-3.8889
5/8/12,1369.16,1369.16,1347.75,1363.72,4261670000,5/8/12,15.2852,5/8/12,1383.0215,1410.4652,1355.5778,5/8/12,-135.723,5/8/12,1384.56,5/8/12,1379.256,5/8/12,1389.404,5/8/12,-1.9953,0.7744,-2.7697
5/7/12,1368.79,1373.91,1363.9399,1369.58,3559390000,5/7/12,14.7817,5/7/12,1382.765,1411.0097,1354.5203,5/7/12,-102.861,5/7/12,1386.7537,5/7/12,1387.676,5/7/12,1390.229,5/7/12,-0.2274,1.4668,-1.6942
5/4/12,1391.51,1391.51,1367.96,1369.1,3975140000,5/4/12,15.1519,5/4/12,1383.396,1410.9907,1355.8013,5/4/12,-76.3036,5/4/12,1388.5615,5/4/12,1393.342,5/4/12,1389.965,5/4/12,1.4357,1.8903,-0.4546
5/3/12,1402.3199,1403.0699,1388.71,1391.5699,4004910000,5/3/12,14.5012,5/3/12,1384.845,1412.328,1357.3619,5/3/12,13.7136,5/3/12,1390.61,5/3/12,1400.194,5/3/12,1390.908,5/3/12,3.5864,2.004,1.5824
