0,1,2,3
2017-03-03,2343.4450,2407.8866,2279.0034
2017-03-02,2338.3315,2405.5396,2271.1234
2017-03-01,2333.2130,2401.9385,2264.4875
2017-02-28,2327.3585,2393.6102,2261.1068
2017-02-27,2323.2215,2390.2233,2256.2197
2017-02-24,2319.4685,2383.9877,2254.9493
2017-02-23,2315.9355,2377.2407,2254.6303
2017-02-22,2312.6635,2370.2727,2255.0543
2017-02-21,2308.5260,2362.9289,2254.1231
2017-02-17,2303.5170,2354.3920,2252.6420
2017-02-16,2299.5245,2347.2529,2251.7962
2017-02-15,2295.3480,2340.1819,2250.5141
2017-02-14,2291.4800,2329.9404,2253.0196
2017-02-13,2287.9955,2321.4154,2254.5756
2017-02-10,2285.3150,2313.5947,2257.0353
2017-02-09,2283.0320,2308.2034,2257.8605
2017-02-08,2281.4045,2304.0212,2258.7878
2017-02-07,2280.1160,2302.4980,2257.7340
2017-02-06,2278.9070,2300.9672,2256.8468
2017-02-03,2278.1280,2299.2866,2256.9694
2017-02-02,2276.7070,2296.2476,2257.1663
2017-02-01,2276.2020,2295.8102,2256.5938
2017-01-31,2275.1160,2296.2117,2254.0203
2017-01-30,2273.1140,2299.3725,2246.8555
2017-01-27,2271.5320,2299.4815,2243.5824
2017-01-26,2269.2935,2296.6301,2241.9568
2017-01-25,2267.9035,2292.1850,2243.6219
2017-01-24,2266.1745,2286.0586,2246.2904
2017-01-23,2265.2190,2284.1543,2246.2837
2017-01-20,2265.2180,2284.1533,2246.2827
2017-01-19,2265.1905,2284.0919,2246.2891
2017-01-18,2265.1325,2284.0590,2246.2059
2017-01-17,2264.4415,2283.3398,2245.5431
2017-01-13,2264.1485,2283.0056,2245.2914
2017-01-12,2263.0805,2281.8591,2244.3018
2017-01-11,2263.1445,2282.0315,2244.2575
2017-01-10,2262.2265,2280.4294,2244.0235
2017-01-09,2261.7580,2279.7307,2243.7853
2017-01-06,2260.6225,2279.4939,2241.7511
2017-01-05,2258.8410,2277.9252,2239.7568
2017-01-04,2256.0025,2283.3129,2228.6922
2017-01-03,2252.7005,2287.1233,2218.2777
2016-12-30,2249.4065,2292.7007,2206.1123
2016-12-29,2247.0190,2297.1150,2196.9230
2016-12-28,2244.4965,2298.7918,2190.2012
2016-12-27,2242.2335,2299.1457,2185.3213
2016-12-23,2238.8755,2297.0146,2180.7364
2016-12-22,2236.3535,2294.3266,2178.3804
2016-12-21,2233.5415,2291.9221,2175.1609
2016-12-20,2230.4295,2288.3661,2172.4929
2016-12-19,2226.8005,2283.2510,2170.3500
2016-12-16,2222.7690,2279.9489,2165.5891
2016-12-15,2219.2215,2276.0030,2162.4400
2016-12-14,2214.9670,2271.0274,2158.9066
2016-12-13,2211.3225,2266.4149,2156.2300
2016-12-12,2205.9465,2257.2700,2154.6229
2016-12-09,2201.3210,2250.0287,2152.6133
2016-12-08,2196.7185,2239.6032,2153.8338
2016-12-07,2192.5720,2231.3628,2153.7811
2016-12-06,2187.4825,2226.0481,2148.9168
2016-12-05,2183.4470,2227.3337,2139.5603
2016-12-02,2177.4705,2237.6704,2117.2706
2016-12-01,2172.3060,2243.3895,2101.2224
2016-11-30,2167.6490,2245.1195,2090.1784
2016-11-29,2163.2945,2243.0268,2083.5621
2016-11-28,2159.3690,2238.2951,2080.4428
2016-11-25,2155.6035,2233.2640,2077.9429
2016-11-23,2151.5880,2225.0832,2078.0927
2016-11-22,2148.3235,2217.7776,2078.8693
2016-11-21,2145.3345,2210.1178,2080.5511
2016-11-18,2142.9920,2203.1883,2082.7957
2016-11-17,2140.9550,2198.4433,2083.4667
2016-11-16,2138.6660,2192.1237,2085.2082
2016-11-15,2137.0335,2187.6340,2086.4329
2016-11-14,2134.9940,2181.5680,2088.4199
2016-11-11,2133.1090,2177.8165,2088.4015
2016-11-10,2131.5355,2173.8723,2089.1986
2016-11-09,2129.7890,2168.8020,2090.7760
2016-11-08,2128.5850,2164.7760,2092.3940
2016-11-07,2128.4435,2164.4836,2092.4034
2016-11-04,2130.0505,2169.2258,2090.8752
2016-11-03,2133.4785,2168.0800,2098.8770
2016-11-02,2137.0840,2166.9586,2107.2094
2016-11-01,2140.1735,2165.6770,2114.6700
2016-10-31,2142.1120,2164.3553,2119.8687
2016-10-28,2143.8645,2166.3231,2121.4058
2016-10-27,2145.9575,2169.3040,2122.6109
2016-10-26,2146.8620,2169.5284,2124.1955
2016-10-25,2148.4590,2173.2107,2123.7073
2016-10-24,2149.2975,2174.4080,2124.1870
