timestamp,close,0,1,2,3,4,5,6
1/10/06,70.7,450626.0396,-1519347.727,7319998.399,-485524.3994,-13497.75412,-982579.6642,-412373.8416
1/11/06,70.58,491485.6256,-1657218.287,7984099.503,-529592.5051,-14739.98059,-1071744.102,-449804.4331
1/12/06,70.33,408022.4905,-1375581.85,6627511.67,-439584.1051,-12212.42255,-889614.1344,-373354.8076
1/13/06,70.36,342726.6415,-1155248.948,5566212.99,-369163.4096,-10230.78142,-747124.3701,-313541.0509
1/17/06,70.03,448146.0519,-1510982.377,7279700.513,-482864.8553,-13433.81858,-977181.5994,-410115.3844
1/18/06,69.57,521514.3573,-1758562.931,8472237.252,-562002.7661,-15667.07452,-1137299.208,-477332.6488
1/19/06,71,445168.0025,-1500922.336,7231264.461,-479640.9394,-13333.13568,-970668.8749,-407373.6296
1/20/06,70.19,722997.4941,-2438429.9,11747042.75,-779289.6311,-21773.27495,-1576966.008,-661887.787
1/23/06,70.41,506268.4701,-1707102.67,8224384.725,-545548.3185,-15196.84567,-1104014.332,-463355.828
1/24/06,71.2,610639.147,-2059284.156,9920780.916,-658101.0187,-18356.04898,-1331763.949,-558953.5047
1/25/06,71.38,541191.8676,-1824931.895,8791964.418,-583200.1962,-16249.40099,-1180209.52,-495335.9774
1/26/06,72.41,647499.0058,-2183644.86,10519823.6,-697841.3614,-19468.4243,-1412184.158,-592708.2117
1/27/06,72.77,482398.1018,-1626513.567,7836252.34,-519783.4649,-14464.52863,-1051894.447,-441472.6662
1/30/06,72.56,467892.2103,-1577565.436,7600477.087,-504143.5651,-14028.4518,-1020243.388,-428189.4457
1/31/06,72.35,633123.1387,-2135125.24,10286122.21,-682348.7427,-19044.79943,-1380820.376,-579551.4527
2/1/06,73.1,581463.352,-1960799.234,9446441.174,-626619.8811,-17465.37173,-1268072.74,-532214.9118
2/2/06,72,867603.955,-2926356.92,14097322.94,-935243.6718,-26166.7022,-1892518.736,-794353.037
2/3/06,71.78,616086.5441,-2077644.179,10009239.04,-663992.276,-18540.2545,-1343659.865,-563960.3996
2/6/06,72.42,410587.4263,-1384202.399,6669086.251,-442351.1007,-12294.23374,-895201.6051,-375702.236
2/7/06,71.25,695145.3013,-2344416.745,11294231.36,-749271.919,-20951.98962,-1516196.861,-636394.7745
2/8/06,71.7,593427.5787,-2001185.696,9640954.449,-639562.7322,-17857.86442,-1294220.496,-543209.7702
2/9/06,71.33,550584.855,-1856613.092,8944580.637,-593366.4137,-16566.91992,-1200735.105,-503973.2482
2/10/06,71.18,520428.6529,-1754859.638,8454444.268,-560852.8542,-15660.0224,-1134937.828,-476358.9969
2/13/06,70.71,494679.7095,-1667974.963,8035932.28,-533094.846,-14888.90195,-1078759.253,-452783.6406
2/14/06,71.53,765651.9572,-2582345.413,12440270.03,-825314.9597,-23091.39496,-1670063.8,-700983.5883
2/15/06,72.16,678027.1157,-2286655.015,11016004.96,-730795.1061,-20419.68397,-1478828.476,-620699.9391
2/16/06,72.8,502615.0221,-1694732.579,8164852.47,-541597.3366,-15085.7679,-1096020.747,-460000.9348
2/17/06,72.65,291435.4013,-982123.2148,4732361.662,-313845.1013,-8683.372776,-635180.344,-266557.358
2/21/06,72.33,348668.1455,-1175251.958,5662615.982,-375578.4954,-10427.3709,-760083.3335,-318993.5761
2/22/06,72.33,476670.4186,-1607190.405,7743166.256,-513627.748,-14309.1131,-1039415.319,-436247.6437
2/23/06,72.77,642804.821,-2167788.922,10443465.04,-692792.2754,-19341.23013,-1401947.792,-588422.3446
2/24/06,73.35,382000.4539,-1287725.26,6204390.254,-411505.0141,-11418.37827,-832801.2196,-349503.9967
2/27/06,73.55,341742.3281,-1151867.804,5550003.869,-368088.6954,-10200.93819,-744947.6525,-312628.4255
2/28/06,72.58,594797.4938,-2005785.192,9663132.171,-641029.8831,-17898.05597,-1297194.47,-544459.249
3/1/06,73.9,435924.7456,-1469681.69,7080844.879,-469660.9707,-13054.54122,-950473.7576,-398899.6494
3/2/06,73.59,605319.0458,-2041282.303,9834130.724,-652356.8256,-18199.62066,-1320134.563,-554076.5547
3/3/06,73.22,637324.9352,-2149285.205,10354351.24,-686886.0288,-19180.73213,-1389989.292,-583406.7172
3/6/06,72.65,485612.8802,-1637350.368,7888462.242,-523278.6792,-14587.72895,-1058931.073,-444444.3644
3/7/06,71.6,645946.6302,-2178393.258,10494530.97,-696231.3869,-19479.71343,-1408850.001,-591348.2997
3/8/06,71.85,853260.8564,-2877964.506,13864215.37,-919809.6816,-25759.01309,-1861251.921,-781245.7447
