timestamp,close,open,high,low,volume,Slow K Stoch,Slow D Stock,EMA20,MA5,MA10,WVAD,RSI,TEDRATE,TradeWeightedUSDollarIndex,VIX close
3/13/06,72.47,72.62,73.08,72.2,35128900,46.172,31.1805,72.2977,71.892,72.54,-51.227,52.4232,0.44,110.9901,11.37
3/14/06,73.27,72.12,73.27,72.01,37696900,76.0289,51.4001,72.3903,72.226,72.609,-26.6871,57.1572,0.41,110.4318,10.74
3/15/06,73.94,73.3,74.34,73.04,31951400,86.7893,69.6634,72.5379,72.644,72.613,-11.5607,60.6854,0.43,110.3115,11.35
3/16/06,73.77,74.2,74.5,73.77,31043700,89.1189,83.979,72.6552,73.154,72.631,-20.1657,59.3498,0.41,110.0049,11.98
3/17/06,74.07,74.13,74.3,73.7,30199300,83.3625,86.4236,72.7899,73.504,72.716,-11.8785,60.9818,0.39,109.9267,12.12
3/20/06,74.03,74.19,74.33,73.71,24632400,81.0389,84.5068,72.908,73.816,72.854,-12.9834,60.6322,0.37,110.1048,11.79
3/21/06,73,73.99,74.6,73,44489900,54.6185,73.0066,72.9168,73.762,72.994,-43.0108,52.3171,0.38,110.5411,11.62
3/22/06,74.13,72.99,74.22,72.89,33901400,51.213,62.2901,73.0323,73.8,73.222,-12.6344,58.9658,0.41,110.5634,11.21
3/23/06,74.28,74.04,74.45,73.75,25419600,51.2671,52.3662,73.1512,73.902,73.528,-8.6022,59.7678,0.42,110.8981,11.17
3/24/06,74.9,74.3,74.94,74.1,27560200,83.95,62.1434,73.3177,74.068,73.786,-0.9852,62.9876,0.45,110.8608,11.19
3/27/06,74.91,74.81,74.94,74.42,23334000,92.624,75.947,73.4694,74.244,74.03,-0.7389,63.039,0.43,110.902,11.46
3/28/06,74.52,74.81,75.3,74.33,26971900,88.0734,88.2158,73.5694,74.548,74.155,-18.0556,59.566,0.47,110.8737,11.58
3/29/06,75.9,74.66,75.96,74.66,33215700,87.8188,89.5054,73.7914,74.902,74.351,-1.2048,66.5817,0.49,111.123,10.95
3/30/06,75.7,75.99,76.24,75.27,29735500,79.8954,85.2626,73.9732,75.186,74.544,-12.766,64.8262,0.48,110.6437,11.57
3/31/06,75.97,75.95,76,75.33,24722400,85.9718,84.562,74.1633,75.4,74.734,-6.383,66.1247,0.45,110.6055,11.39
4/3/06,75.34,76.12,76.41,75.27,35512000,69.7293,78.5322,74.2754,75.486,74.865,-30.3977,60.5112,0.45,110.6597,11.57
4/4/06,75.68,75.28,75.99,75.07,30181200,64.2358,73.3123,74.4092,75.718,75.133,-20.7386,62.368,0.46,110.1568,11.14
4/5/06,76.07,75.9,76.2,75.27,27458600,60.4901,64.8184,74.5673,75.752,75.327,-9.6591,64.4337,0.46,110.0882,11.13
4/6/06,76.23,75.95,76.23,75.55,25623300,73.1599,65.9619,74.7257,75.858,75.522,-5.1136,65.2759,0.46,110.1641,11.45
4/7/06,75.01,76.4,76.69,74.86,50515600,56.4636,63.3712,74.7528,75.666,75.533,-44.2105,54.6498,0.46,110.4329,12.26
4/10/06,74.93,75.03,75.46,74.51,39122900,38.01,55.8778,74.7697,75.584,75.535,-46.3158,54.0287,0.47,110.4266,12.19
4/11/06,73.6,75,75.06,73.45,49801300,10.6975,35.057,74.6583,75.168,75.443,-95.3704,44.8938,0.49,110.3158,13
4/12/06,74.37,73.62,74.63,73.55,38953300,17.4302,22.0459,74.6308,74.828,75.29,-71.6049,50.1489,0.5,110.3944,12.76
4/13/06,74.56,74.19,74.93,73.76,35418100,22.428,16.8519,74.6241,74.494,75.176,-65.7407,51.3809,0.485,110.5161,12.38
4/17/06,74.5,74.63,74.93,73.9,35290400,38.2977,26.052,74.6122,74.392,75.029,-67.5926,50.9527,0.47,109.8974,12.58
4/18/06,76.7,74.81,76.7,74.8,58649400,62.166,40.9639,74.8111,74.746,75.165,0,63.098,0.46,109.7025,11.4
4/19/06,77.26,76.69,77.34,76.27,44132400,83.376,61.2799,75.0443,75.478,75.323,-2.0566,65.4437,0.48,109.373,11.32
4/20/06,76.85,77.33,77.33,76.23,44624000,94.734,80.092,75.2163,75.974,75.401,-12.5964,62.3203,0.47,109.5148,11.64
4/21/06,76.68,77.25,77.35,76.26,37369800,88.2606,88.7902,75.3557,76.398,75.446,-17.1795,61.0199,0.47,109.4493,11.59
4/24/06,76.07,76.54,76.7,75.73,39201000,72.2322,85.0756,75.4237,76.712,75.552,-32.8205,56.4667,0.44,109.0878,11.75
4/25/06,76.12,76.1,76.21,75.48,42875600,54.8694,71.7874,75.49,76.596,75.671,-31.5385,56.7516,0.46,108.9454,11.75
4/26/06,76.06,76.06,76.75,75.7,30346600,38.3482,55.1499,75.5443,76.356,75.917,-33.0769,56.2757,0.49,108.8761,11.76
4/27/06,75.43,75.45,76.67,74.89,92035700,29.064,40.7605,75.5334,76.072,76.023,-49.2308,51.4018,0.48,108.4962,11.84
4/28/06,76.2,75.1,76.35,75.1,37919000,41.1325,36.1815,75.5969,75.976,76.187,-29.4872,56.3749,0.47,108.125,11.59
5/1/06,75.26,76.32,76.64,75.26,44161800,37.4246,35.8737,75.5648,75.814,76.263,-53.5897,49.6899,0.46,107.8973,12.54
5/2/06,76.29,75.7,76.34,75.41,34132100,55.1971,44.5847,75.6339,75.848,76.222,-27.8947,55.8656,0.45,107.656,11.99
5/3/06,76.16,76.24,76.51,75.69,33145900,55.5032,49.375,75.684,75.868,76.112,-33.1476,54.9488,0.48,107.5473,11.99
5/4/06,77.09,76.25,77.09,76.25,30251900,82.2057,64.302,75.8179,76.2,76.136,-7.5362,60.0054,0.47,107.4872,11.86
5/5/06,77.52,77.6,78.02,77.32,37838800,84.4108,74.0399,75.98,76.464,76.22,-15.528,62.1223,0.41,107.2453,11.62
5/8/06,77.63,77.52,77.81,77.33,23486400,88.9805,85.199,76.1371,76.938,76.376,-12.4601,62.6667,0.4,107.1405,12
5/9/06,77.52,77.57,77.79,77.35,21232300,81.8274,85.0729,76.2688,77.184,76.516,-15.9744,61.7115,0.4,106.9236,11.99
5/10/06,77.05,77.37,77.46,76.73,26524100,69.5987,80.1355,76.3432,77.362,76.615,-30.9904,57.6671,0.47,106.5906,11.78
5/11/06,75.31,77.12,77.16,75.23,43792600,42.202,64.5427,76.2448,77.006,76.603,-86.5815,45.7206,0.45,106.5168,12.49
5/12/06,73.5,74.81,74.85,73.5,61312400,16.0217,42.6074,75.9834,76.202,76.333,-100,37.1087,0.43,106.8572,14.19
5/15/06,73.17,72.94,73.71,72.35,61910600,5.9803,21.4013,75.7155,75.31,76.124,-85.5379,35.7852,0.46,107.3664,13.57
5/16/06,73.29,73.44,73.87,72.94,35594600,11.1563,11.0528,75.4845,74.464,75.824,-83.4215,36.6697,0.46,107.2079,13.35
5/17/06,71.95,72.44,73.14,71.85,76509800,11.784,9.6402,75.1479,73.444,75.403,-98.3793,31.4588,0.48,107.4709,16.26
5/18/06,71.27,72.42,72.86,71.13,54137300,8.014,10.3181,74.7785,72.636,74.821,-97.9681,29.1917,0.49,107.7306,16.99
5/19/06,71.9,71.4,72.18,70.58,79031300,15.2561,11.6847,74.5044,72.316,74.259,-82.2581,33.9414,0.5,107.9719,17.18
5/22/06,71.1,71.24,71.67,70.09,89896900,23.5349,15.6016,74.1802,71.902,73.606,-87.2636,31.0895,0.49,108.0257,17.72
5/23/06,70.18,71.87,72.39,69.8,73649000,26.0728,21.6213,73.7992,71.28,72.872,-95.3771,28.1593,0.51,107.7616,18.26
5/24/06,70.72,70.48,71.37,69.11,124700700,27.0101,25.5392,73.5059,71.034,72.239,-81.9304,32.1987,0.52,108.4868,17.36
5/25/06,72.21,71.45,72.28,71.04,63335300,49.6076,34.2301,73.3825,71.222,71.929,-64.3678,41.9051,0.51,107.942,15.5
5/26/06,72.64,72.65,72.73,72.02,37484000,78.3198,51.6458,73.3118,71.37,71.843,-59.3318,44.3798,0.505,107.9825,14.26
5/30/06,70.64,72.32,72.35,70.56,46840200,78.0971,68.6748,73.0573,71.278,71.59,-81.6766,36.5757,0.5,107.6903,18.66
5/31/06,71.87,70.81,71.87,70.67,58723800,72.0074,76.1414,72.9443,71.616,71.448,-65.7143,43.1919,0.56,107.8565,16.44
6/1/06,73.27,71.87,73.34,71.65,49503700,71.9968,74.0337,72.9753,72.126,71.58,-27.5261,49.6323,0.58,107.8623,14.52
6/2/06,73.22,73.74,73.84,72.68,49690100,84.9409,76.315,72.9986,72.328,71.775,-13.6555,49.4168,0.51,107.6354,14.32
6/5/06,71.09,73.06,73.15,70.86,66167900,64.9127,73.9501,72.8168,72.018,71.694,-58.4034,41.209,0.53,107.4242,16.65
6/6/06,70.79,71.06,71.16,69.81,94747900,40.5246,63.4594,72.6238,72.048,71.663,-64.482,40.1964,0.54,108.2082,17.34
6/7/06,70.1,71.05,71.82,70.01,81940800,15.8907,40.4427,72.3834,71.694,71.655,-79.0698,37.8901,0.56,108.2511,17.8
6/8/06,70.16,69.7,70.42,68,140238700,22.8333,26.4162,72.1717,71.072,71.599,-63.0137,38.222,0.56,109.0244,18.35
6/9/06,70.12,70.55,71.1,69.5,56218200,28.4491,22.3911,71.9763,70.452,71.39,-63.6986,38.076,0.51,108.6547,18.12
6/12/06,67.94,69.7,69.75,67.3,108266800,30.7702,27.3509,71.5919,69.822,70.92,-90.2141,31.0993,0.56,108.6836,20.96
6/13/06,66.65,67.64,68.85,66.6,139606700,18.7607,25.9934,71.1212,68.994,70.521,-99.3094,27.8477,0.57,109.0607,23.81
6/14/06,67.45,66.62,67.68,66.55,106701600,11.6325,20.3878,70.7716,68.464,70.079,-87.6543,32.5572,0.68,108.9583,21.46
6/15/06,69.76,68.04,69.97,67.91,96976500,30.4292,20.2741,70.6752,68.384,69.728,-55.9671,43.9363,0.66,108.9888,15.9
6/16/06,68.85,69.6,69.7,68.57,66852500,52.527,31.5296,70.5014,68.13,69.291,-68.4499,41.0014,0.61,109.0001,17.25
6/19/06,67.5,69.1,69.12,67.44,71714900,55.1929,46.0497,70.2156,68.042,68.932,-86.9684,37.0478,0.64,109.2458,17.83
6/20/06,67.42,67.55,68.33,67.31,61108800,40.1559,49.292,69.9493,68.196,68.595,-88.0658,36.8212,0.66,109.1109,16.69
6/21/06,68.49,67.39,69.06,67.25,81046100,32.9349,42.7612,69.8103,68.404,68.434,-73.3882,41.9364,0.67,108.6587,15.52
6/22/06,68.24,68.39,68.61,67.86,55491700,37.145,36.7453,69.6608,68.1,68.242,-74.3939,41.0991,0.64,109.1777,15.88
6/23/06,68.65,68.18,69.05,67.72,42907600,53.6209,41.2336,69.5645,68.06,68.095,-60.1518,43.1053,0.58,109.5205,15.89
6/26/06,69.5,69.06,69.5,68.95,39936100,71.7582,54.1747,69.5584,68.46,68.251,-44.0228,47.1261,0.58,109.4616,15.62
6/27/06,68.3,69.54,69.83,68.02,61548100,71.8547,65.7446,69.4385,68.636,68.416,-61.5385,42.5539,0.62,109.3131,16.4
6/28/06,68.6,68.31,68.6,67.5,46419100,62.636,68.7496,69.3587,68.658,68.531,-54.9451,44.0162,0.63,109.4836,15.79
6/29/06,71.25,68.81,71.25,68.81,96613800,62.636,65.7089,69.5388,69.26,68.68,0,54.9303,0.61,109.3117,13.03
6/30/06,71.73,71.46,71.9,70.55,61004300,81.1156,68.7958,69.7475,69.876,68.968,-3.1776,56.5814,0.52,108.3012,13.08
7/3/06,72.63,71.98,72.63,71.76,22967800,98.7121,80.8212,70.022,70.502,69.481,0,59.572,0.58,108.0832,13.05
7/5/06,71.57,71.85,72.59,70.99,38621700,91.8245,90.5507,70.1694,71.156,69.896,-19.7026,54.7857,0.64,108.3693,14.15
7/6/06,71.55,71.75,72.2,71.16,33833500,83.6883,91.4083,70.3009,71.746,70.202,-20.0743,54.6964,0.62,108.1983,13.65
7/7/06,70.49,71.44,71.64,70.35,45330700,52.4018,75.9715,70.3189,71.594,70.427,-39.777,50.0411,0.57,107.7911,13.97
7/10/06,70.5,70.68,71.24,70.18,40166800,30.3098,55.4666,70.3362,71.348,70.612,-39.5911,50.0843,0.58,107.9964,14.02
7/11/06,71.12,70.11,71.15,69.6,63445500,23.3459,35.3525,70.4108,71.046,70.774,-28.0669,52.8067,0.57,108.2285,13.14
7/12/06,69.65,70.9,71.08,69.59,50664800,22.0654,25.2404,70.3384,70.662,70.909,-58.0897,46.3518,0.59,108.5489,14.49
7/13/06,68.07,69.1,69.6938,67.73,80475600,20.6102,22.0072,70.1223,69.966,70.856,-88.8889,40.6064,0.57,108.6025,17.79
7/14/06,67.53,68.08,68.21,66.95,98786500,8.1714,16.949,69.8754,69.374,70.484,-89.7887,38.8347,0.51,108.7626,18.05
7/17/06,67.44,67.6,68.2,67.03,67449500,11.294,13.3586,69.6435,68.762,70.055,-91.3732,38.5329,0.5,109.171,18.64
7/18/06,67.9,67.82,68.25,66.62,76243100,17.962,12.4758,69.4774,68.118,69.582,-78.7022,41.0541,0.54,109.2383,17.74
7/19/06,69.5,67.9,70,67.78,97847700,41.8578,23.7046,69.4796,68.088,69.375,-52.0799,48.9044,0.56,109.0235,15.55
7/20/06,67.72,70.04,70.37,67.62,74280300,47.7467,35.8555,69.312,68.018,68.992,-81.6972,42.175,0.53,108.6771,16.21
7/21/06,66.75,67.64,67.65,66.35,109130300,41.4969,43.7004,69.068,67.862,68.618,-93.6306,39.0237,0.52,108.5907,17.4
7/24/06,68.88,67.26,68.91,67.25,72230400,34.073,41.1055,69.0501,68.15,68.456,-59.4551,48.1801,0.49,108.8461,14.98
7/25/06,69.05,68.75,69.78,68.39,87433600,46.6833,40.751,69.0501,68.38,68.249,-53.8462,48.8404,0.52,109.008,14.85
7/26/06,68.9,68.93,69.6,68.12,59831600,64.5108,48.4223,69.0358,68.26,68.174,-51.7958,48.2561,0.52,108.8135,14.62
7/27/06,68.24,69.45,69.89,67.97,59016800,61.3289,57.5077,68.96,68.364,68.191,-61.3497,45.6674,0.55,108.2765,14.94
7/28/06,69.67,68.75,69.7,68.48,62209800,69.4964,65.1121,69.0276,68.948,68.405,-30.8333,51.7118,0.5,108.1048,14.33
7/31/06,69.68,69.43,69.83,69.06,37949200,78.0397,69.6217,69.0898,69.108,68.629,-29.5983,51.7522,0.48,108.0372,14.95
8/1/06,68.59,69.17,69.23,68.18,45004500,71.0069,72.8477,69.0422,69.016,68.698,-44.2786,47.1219,0.5,108.2236,15.05
8/2/06,69.5,69.01,69.72,68.64,50137500,67.0139,72.0202,69.0858,69.136,68.698,-21.6418,51.0588,0.5,108.0073,14.34
8/3/06,70.34,68.78,70.34,68.54,49316900,70.6597,69.5602,69.2052,69.556,68.96,-0.7463,54.4315,0.54,108.1526,14.46
8/4/06,69.62,71.13,71.31,68.97,76609200,75.2313,70.9683,69.2447,69.546,69.247,-34.0726,51.1761,0.45,107.6786,14.34
8/7/06,69.35,69.37,69.48,68.74,45881900,61.1289,69.0066,69.2547,69.48,69.294,-39.5161,49.9692,0.48,107.5939,15.23
8/8/06,68.39,69.5,69.96,68.18,76243300,30.0319,55.464,69.1724,69.44,69.228,-58.871,45.8306,0.46,107.7402,15.23
8/9/06,67.7,68.99,69.28,67.6,58126600,15.595,35.5853,69.0322,69.08,69.108,-72.7823,43.0695,0.48,107.5237,15.2
8/10/06,68.3,67.3,68.61,67.03,54416700,13.0259,19.5509,68.9624,68.672,69.114,-70.3271,46.1099,0.46,107.9483,14.46
8/11/06,67.6,67.3,68.07,67.23,42757300,17.2741,15.2983,68.8327,68.268,68.907,-86.6822,43.2105,0.43,107.8735,14.3
8/14/06,68,68.1,68.82,67.68,45030100,27.4109,19.2369,68.7534,67.998,68.739,-77.3364,45.3261,0.46,108.0758,14.26
8/15/06,69.42,69,69.45,68.69,48780200,50.44,31.7083,68.8169,68.204,68.822,-44.1589,52.1421,0.47,107.9124,13.42
8/16/06,70.42,69.95,70.52,69.49,47162700,76.3336,51.3948,68.9695,68.748,68.914,-20.7944,56.2761,0.43,107.4836,12.41
8/17/06,70.53,70.22,71.1,70.13,44653700,93.7221,73.4986,69.1182,69.194,68.933,-18.2243,56.7189,0.43,107.4178,12.24
8/18/06,70.94,70.8,70.94,70.01,36413600,92.5759,87.5439,69.2917,69.862,69.065,-8.6449,58.4099,0.42,107.8175,11.64
8/21/06,70.18,70.45,70.49,69.85,25387600,80.8062,89.0347,69.3763,70.298,69.148,-26.4019,54.184,0.43,107.45,12.22
8/22/06,70.41,70.1,70.62,69.97,22658100,71.4301,81.6041,69.4747,70.496,69.35,-21.028,55.2394,0.44,107.6849,12.19
8/23/06,69.6,70.55,70.8,69.2,37109700,46.6737,66.3033,69.4867,70.332,69.54,-39.9533,50.801,0.44,107.6596,12.4
8/24/06,69.48,69.72,69.87,68.91,32256800,35.4248,51.1762,69.486,70.122,69.658,-39.8034,50.158,0.42,107.8904,12.4
8/25/06,69.6,69.38,70.09,69.23,22449400,28.5465,36.8817,69.4969,69.854,69.858,-36.855,50.8283,0.44,107.9966,12.31
8/28/06,70.34,69.55,70.47,69.52,26650400,46.7494,36.9069,69.5772,69.886,70.092,-18.6732,54.8595,0.46,107.9582,12.18
8/29/06,71.25,70.51,71.25,69.88,53031100,70.7231,48.673,69.7365,70.054,70.275,0,59.2804,0.48,107.8727,12.28
8/30/06,71.8,71.31,72,71.04,43893800,89.7296,69.0674,69.933,70.494,70.413,-4.1929,61.7206,0.48,107.6833,12.22
8/31/06,71.77,71.95,72.24,71.57,33830000,92.6376,84.3635,70.108,70.952,70.537,-10.307,61.5041,0.5,107.752,12.31
9/1/06,71.82,72.1,72.2,71.46,24122800,87.4906,89.9526,70.271,71.396,70.625,-11.831,61.7449,0.525,107.6163,11.96
9/5/06,72.47,71.92,72.52,71.7,38076800,89.0168,89.715,70.4804,71.822,70.854,-1.385,64.8259,0.55,107.4995,12.63
9/6/06,70.93,71.85,71.93,70.84,39727000,62.674,79.7271,70.5233,71.758,70.906,-44.0443,53.7755,0.55,107.6818,13.74
9/7/06,70.3,70.53,71.12,70.06,44664300,37.7398,63.1435,70.502,71.458,70.976,-61.4958,50.0191,0.59,107.8638,13.88
9/8/06,70.57,70.53,70.68,70.17,27806900,11.9483,37.454,70.5085,71.218,71.085,-54.0166,51.5802,0.58,108.2673,13.16
9/11/06,70.48,70.1,70.84,69.65,49545000,19.8026,23.1635,70.5058,70.95,71.173,-56.5097,51.0083,0.61,108.4516,12.99
9/12/06,72.14,70.64,72.29,70.58,43203700,47.9899,26.5803,70.6614,70.884,71.353,-10.5263,59.8505,0.6,108.3521,11.92
9/13/06,72.75,72.16,72.88,72,35611900,73.0711,46.9545,70.8603,71.248,71.503,-3.2746,62.527,0.57,108.2458,11.18
9/14/06,72.49,72.47,72.59,72.01,33684000,92.7397,71.2669,71.0155,71.686,71.572,-10.6849,60.6706,0.56,108.0818,11.55
9/15/06,72.66,73.01,73.02,72.17,40830300,91.0728,85.6279,71.1721,72.104,71.661,-10.2857,61.476,0.57,108.2751,11.76
9/18/06,72.64,72.4,73.07,72.14,37907500,86.658,90.1569,71.3119,72.536,71.743,-12.5731,61.3169,0.57,108.2074,11.78
9/19/06,72.32,72.71,72.74,71.15,64201300,77.662,85.1309,71.4079,72.572,71.728,-21.9298,58.6994,0.58,108.2301,11.98
9/20/06,73.29,72.79,73.5,72.73,55602400,78.2441,80.8547,71.5872,72.68,71.964,-5.4545,63.7507,0.6,108.2082,11.39
9/21/06,72.5,73.35,73.57,72.09,68566600,69.2622,75.0561,71.6741,72.682,72.184,-27.2959,57.5746,0.57,107.993,12.25
9/22/06,71.54,72.1,72.18,71.06,59300400,55.3242,67.6101,71.6613,72.458,72.281,-51.7857,51.0964,0.61,107.9191,12.59
9/25/06,72.15,71.78,72.65,71.11,61688300,39.445,54.6771,71.7079,72.36,72.448,-36.2245,54.5926,0.6,108.0525,12.12
9/26/06,72.39,72.15,72.75,71.96,42740900,38.5126,44.4272,71.7728,72.374,72.473,-30.102,55.9276,0.61,108.1162,11.53
9/27/06,72.92,72.21,72.99,72.2,49884200,56.8393,44.9323,71.8821,72.3,72.49,-16.5816,58.8078,0.62,108.0585,11.58
9/28/06,72.63,73.02,73.28,72.25,35641100,65.9375,53.7631,71.9533,72.326,72.504,-23.9796,56.6271,0.6,108.0828,11.72
9/29/06,72,72.71,72.99,71.93,33559700,61.946,61.5743,71.9578,72.418,72.438,-52.5084,52.1068,0.61,108.1539,11.98
10/2/06,71.32,71.97,72.21,71.14,42197600,40.0486,55.9774,71.897,72.252,72.306,-89.6414,47.6823,0.59,107.9746,12.57
10/3/06,71.22,71.26,71.83,70.68,46496000,23.3981,41.7976,71.8326,72.018,72.196,-81.3149,47.0496,0.57,108.1703,12.24
10/4/06,72.95,71.21,72.95,71.09,51206200,38.8294,34.092,71.939,72.024,72.162,-21.4533,57.545,0.56,108.4083,11.86
10/5/06,73.88,72.87,73.9,72.85,49089700,69.1519,43.7931,72.1238,72.274,72.3,-0.6211,61.9152,0.55,108.3106,11.98
10/6/06,73.5,73.61,73.86,73,34907300,91.4214,66.4676,72.2549,72.574,72.496,-12.4224,59.2322,0.525,108.6077,11.56
10/9/06,74.06,73.36,74.14,73.06,25998700,94.8815,85.1516,72.4268,73.122,72.687,-2.3121,61.8555,0.5,108.6166,11.68
10/10/06,74.1,74.1,74.36,73.64,32952000,92.4381,92.9137,72.5862,73.698,72.858,-7.0652,62.0434,0.48,108.9622,11.52
10/11/06,73.81,73.63,74.29,73.11,56305100,84.4376,90.5858,72.7027,73.87,72.947,-14.9457,59.7458,0.44,108.9644,11.62
10/12/06,75.3,74.09,75.39,74.08,40638200,83.9531,86.943,72.9501,74.154,73.214,-1.9108,66.5913,0.45,108.8802,11.09
