timestamp,close,open,high,low,EMA20,MA5,MA10
1/10/06,128.9,128.39,128.98,128.26,126.828,128.158,126.841
1/11/06,129.31,129.02,129.44,128.73,127.0644,128.56,127.225
1/12/06,128.8,129.08,129.28,128.44,127.2297,128.844,127.53
1/13/06,128.68,128.57,128.9,128.2,127.3678,128.892,127.879
1/17/06,128.33,128.2,128.42,127.81,127.4594,128.804,128.261
1/18/06,127.79,127.58,128.9,127.16,127.4909,128.582,128.37
1/19/06,128.31,128.09,128.77,127.81,127.5689,128.382,128.471
1/20/06,125.97,128.28,128.31,125.97,127.4167,127.816,128.33
1/23/06,126.42,126.21,126.82,126.13,127.3217,127.364,128.128
1/24/06,126.55,126.63,127.15,126.42,127.2482,127.008,127.906
1/25/06,126.66,127.04,127.18,125.84,127.1922,126.782,127.682
1/26/06,127.36,127.25,127.67,126.76,127.2082,126.592,127.487
1/27/06,128.54,127.65,128.66,127.45,127.335,127.106,127.461
1/30/06,128.44,128.44,128.81,128.35,127.4403,127.51,127.437
1/31/06,127.5,128.32,128.54,127.49,127.446,127.7,127.354
2/1/06,128.39,127.87,128.43,127.72,127.5359,128.046,127.414
2/2/06,126.9,128.1,128.14,126.8,127.4753,127.954,127.273
2/3/06,126.27,126.61,128.39,126.14,127.3605,127.5,127.303
2/6/06,126.6,126.44,126.8,126.17,127.2881,127.132,127.321
2/7/06,125.48,126.37,126.66,125.4,127.1159,126.728,127.214
2/8/06,126.62,125.89,128.1,125.6,127.0687,126.374,127.21
2/9/06,126.41,126.89,127.6,126.37,127.0059,126.276,127.115
2/10/06,126.64,126.43,127.13,125.45,126.9711,126.35,126.925
2/13/06,126.41,126.57,126.79,125.95,126.9176,126.312,126.722
2/14/06,127.75,126.31,128.03,123.64,126.9969,126.766,126.747
2/15/06,128.2,127.66,128.32,127.24,127.1115,127.082,126.728
2/16/06,129.16,128.33,129.21,128.18,127.3066,127.632,126.954
2/17/06,128.81,129.07,129.16,128.58,127.4498,128.066,127.208
2/21/06,128.49,129.12,129.4,128.29,127.5488,128.482,127.397
2/22/06,129.27,128.77,129.65,128.65,127.7128,128.786,127.776
2/23/06,129.08,129.16,129.64,128.28,127.843,128.962,128.022
2/24/06,129.41,129.11,129.48,128.76,127.9922,129.012,128.322
2/27/06,129.46,129.4,130.04,129.28,128.132,129.142,128.604
2/28/06,128.23,129.18,129.91,128.13,128.1413,129.09,128.786
3/1/06,129.37,128.6,129.49,128.5,128.2584,129.11,128.948
3/2/06,129.36,128.84,129.42,128.61,128.3633,129.166,129.064
3/3/06,128.76,128.72,130.07,128.65,128.4011,129.036,129.024
3/6/06,128.17,129.07,129.18,127.85,128.379,128.778,128.96
3/7/06,127.97,127.91,128.06,127.4,128.3401,128.726,128.908
3/8/06,128.24,127.65,128.44,127.18,128.3306,128.5,128.805
3/9/06,127.38,128.28,128.68,127.38,128.24,128.104,128.635
3/10/06,128.59,127.7,128.84,127.44,128.2734,128.07,128.553
