timestamp,close,0,1,2,3,4,5,6,7,8,9,10,11
2/18/00,135.3125,0.21425076,0.31024033,0.96342057,0.5438339,0.5755294,0.29755375,0.5798612,0.5583856,0.45427758,0.31420463,0.7924628,0.8193413
2/22/00,134.9687,0.21514904,0.30074632,0.9648971,0.5372084,0.6435186,0.3294249,0.52425414,0.52325916,0.46677294,0.33010924,0.773673,0.83222896
2/23/00,136.5625,0.22236906,0.32732043,0.9718105,0.5019588,0.6795513,0.40598688,0.45543832,0.5175728,0.5063633,0.42596486,0.73026514,0.8060116
2/24/00,133.8125,0.19052719,0.3499615,0.9636252,0.5516957,0.6034199,0.30511618,0.57958144,0.5637492,0.42909595,0.39901575,0.7880483,0.82161766
2/25/00,133.3281,0.1899489,0.32160285,0.95918566,0.5503801,0.58446574,0.2769376,0.6007992,0.5728565,0.4337254,0.35814407,0.80650246,0.8305661
2/28/00,136.125,0.22773664,0.3289991,0.96679294,0.5116862,0.63475126,0.40697113,0.4720771,0.52348334,0.52518415,0.45188066,0.7304661,0.7753125
2/29/00,137.4375,0.21912646,0.41347024,0.9696918,0.47096616,0.5272913,0.45483813,0.5171861,0.54233605,0.54749113,0.64419645,0.66809916,0.6273136
3/1/00,138.4375,0.2629552,0.46860427,0.9713967,0.41524613,0.36253664,0.5096226,0.5979885,0.5436612,0.6297391,0.7699005,0.58654094,0.39679953
3/2/00,138.5312,0.33999112,0.4685255,0.9678756,0.42382932,0.23549108,0.5090219,0.67143184,0.56616735,0.70251226,0.7539956,0.59802943,0.29458106
3/3/00,141.125,0.50455123,0.45314777,0.9763391,0.4165773,0.2595809,0.6729113,0.54427695,0.5201797,0.81477904,0.7332653,0.52516544,0.23921205
3/6/00,139.75,0.47783673,0.41863608,0.9716716,0.44584075,0.23588037,0.5803332,0.60413647,0.5333265,0.7812094,0.6791618,0.5822624,0.28207356
3/7/00,137.0468,0.4084516,0.36687693,0.9612506,0.5093691,0.2494269,0.4234833,0.67890763,0.5496661,0.6883116,0.5336784,0.6851829,0.42700478
3/8/00,136.875,0.40757594,0.35399657,0.9649339,0.542142,0.40093797,0.4759348,0.5634757,0.53731954,0.6749084,0.42454875,0.7232501,0.59076035
3/9/00,140.875,0.45588803,0.3476844,0.9806045,0.437747,0.610595,0.7165244,0.2929737,0.436397,0.7760779,0.54689264,0.549116,0.53918356
3/10/00,140.125,0.38464597,0.40094644,0.98100936,0.42957383,0.5436869,0.6510085,0.3806601,0.47741744,0.7184959,0.6549707,0.55340266,0.5019628
3/13/00,138.5937,0.35347393,0.4202306,0.97330713,0.4604588,0.4007422,0.5423599,0.53057873,0.5133684,0.6755045,0.66924983,0.60556936,0.45460472
3/14/00,136.625,0.36302322,0.37424427,0.9665037,0.5251542,0.37941226,0.44205028,0.5991078,0.54364896,0.6313326,0.48505616,0.70912397,0.5685679
3/15/00,139.8125,0.44628868,0.3607553,0.9770846,0.47651002,0.5381634,0.65027314,0.37497926,0.47324467,0.7450929,0.5081749,0.6083596,0.55105275
3/16/00,146.3437,0.48033,0.45523682,0.9845963,0.49262908,0.61017543,0.7839002,0.25252286,0.4534619,0.7493289,0.6306937,0.5064093,0.4854068
3/17/00,146.9375,0.4400741,0.5198684,0.9834305,0.4812939,0.45716786,0.7502875,0.3437569,0.49299687,0.718406,0.7412231,0.49341467,0.35673627
3/20/00,146.1875,0.4666981,0.5227811,0.98027647,0.49463406,0.32355818,0.70064205,0.45301053,0.5179101,0.7256917,0.73642546,0.5190678,0.29094207
3/21/00,149.1875,0.5612921,0.5524969,0.98211145,0.5211552,0.30318764,0.7638399,0.4191788,0.5223226,0.7708049,0.7105251,0.512845,0.25725946
3/22/00,150.0937,0.57211953,0.56914306,0.9835941,0.5283278,0.28791693,0.76733863,0.42134905,0.5412416,0.76709086,0.6999282,0.5218868,0.25333643
3/23/00,152.6562,0.58592856,0.60154134,0.98411405,0.55903256,0.28677693,0.7861921,0.40242428,0.5407278,0.7509388,0.7028101,0.5151758,0.24604347
3/24/00,153.5625,0.5958848,0.60859627,0.9846734,0.593636,0.28943112,0.7767359,0.40574756,0.5471751,0.71864265,0.6590145,0.53810847,0.2726099
3/27/00,151.9375,0.5596563,0.5779928,0.9832761,0.58984584,0.3013231,0.74449116,0.41722864,0.5434187,0.7028782,0.5911578,0.5658467,0.31467143
3/28/00,151.0625,0.55698144,0.51545894,0.98408383,0.58994216,0.3921064,0.72412956,0.37309012,0.52628213,0.6923503,0.48302755,0.59886056,0.4320408
3/29/00,151.2187,0.55081713,0.48676407,0.98657596,0.5959516,0.5361503,0.75047296,0.27936125,0.50995123,0.68739396,0.41008216,0.61137205,0.55974865
