timestamp,close,0,1,2,3,4,5,6
1/10/06,102.59,3902.060858,-11315.67733,56881.15447,-3652.91899,8.115748946,-7479.420045,-3100.128093
1/11/06,102.43,11838.65624,-38092.79942,185863.9047,-12222.77054,-242.489643,-24807.10591,-10380.23179
1/12/06,102.83,11505.48574,-36974.11726,180476.4021,-11838.88481,-208.9086426,-24059.29926,-10050.30985
1/13/06,103.11,2775.467841,-7513.29697,38577.41319,-2402.41624,74.06408502,-4988.606032,-2033.142342
1/17/06,103.35,10240.66627,-32705.60138,159921.8988,-10439.32903,-140.5767299,-21266.84801,-8859.173636
1/18/06,103.22,2646.339943,-7075.615598,36466.85257,-2256.740281,81.11812623,-4700.316706,-1911.529024
1/19/06,103.22,7688.409463,-24093.73198,118432.8986,-7695.768683,-72.60528363,-15705.53218,-6531.900238
1/20/06,103.41,4206.330954,-12341.37951,61831.02854,-3929.435131,42.96731932,-8095.821885,-3330.968836
1/23/06,103.25,3396.04075,-9607.44907,48658.83182,-3067.875251,56.57446875,-6338.952546,-2600.759144
1/24/06,103,2448.077199,-6407.217659,33242.07491,-2063.072206,69.71917066,-4285.857055,-1749.1463
1/25/06,102.35,3113.291892,-8650.339479,44040.8418,-2815.44253,18.57808011,-5768.685011,-2392.096239
1/26/06,102.25,3040.71512,-8414.740435,42898.66495,-2736.776377,24.29729108,-5612.40281,-2323.44383
1/27/06,102.52,2571.597377,-6827.37576,35264.26026,-2215.733691,51.89907059,-4573.976863,-1877.961888
1/30/06,102.5,3063.147719,-8485.972777,43252.86455,-2746.380709,36.33931768,-5647.038353,-2329.015692
1/31/06,102.85,3056.945177,-8466.203762,43159.38973,-2720.897425,52.85286985,-5616.866077,-2305.713657
2/1/06,102.54,4693.467653,-13984.34378,69736.9231,-4500.746112,-12.15916985,-9200.56894,-3821.054245
2/2/06,102.55,6577.064332,-20343.36761,100362.1321,-6531.272585,-68.24794909,-13310.81297,-5546.060369
2/3/06,103.05,3076.717557,-8537.542546,43496.35512,-2731.593578,61.41741907,-5651.654123,-2314.813923
2/6/06,103.12,2940.550265,-8072.434585,41263.09883,-2579.698413,68.48068349,-5348.434707,-2185.857968
2/7/06,102.64,2387.573532,-6200.960279,32247.33529,-2006.261484,63.05134215,-4160.827335,-1702.854646
2/8/06,102.45,2289.24012,-5875.148172,30669.38113,-1911.722349,57.70414393,-3958.312945,-1622.878125
2/9/06,102.68,3022.724357,-8354.595267,42614.40154,-2690.461352,48.84262367,-5548.89589,-2280.696831
2/10/06,102.26,3278.173968,-9207.274737,46729.5732,-2985.334121,22.54829262,-6121.367618,-2533.160724
2/13/06,102.21,2949.498586,-8104.58777,41410.78235,-2634.249528,31.30451211,-5408.81295,-2234.641337
2/14/06,101.75,3523.827225,-10048.46391,50764.1777,-3268.13958,2.356813115,-6676.918227,-2774.496178
2/15/06,101.85,3065.950066,-8502.216607,43319.57465,-2768.637193,21.23201781,-5672.292597,-2349.314225
2/16/06,102.16,2421.682675,-6329.732904,32857.63791,-2058.542484,54.71127259,-4253.209961,-1743.970158
2/17/06,102.72,2456.668471,-6443.594096,33417.0905,-2066.776578,78.38260892,-4301.772035,-1748.177351
2/21/06,102.5,2752.142268,-7437.782858,38202.30331,-2394.793459,58.81874857,-4954.2434,-2030.241086
2/22/06,102.79,2490.068215,-6556.710631,33954.60278,-2098.666545,78.17989911,-4371.164311,-1778.411148
2/23/06,102.55,2289.066213,-5879.801664,30687.47403,-1894.050702,73.12613734,-3943.892248,-1606.859783
2/24/06,102.65,2669.494228,-7161.684342,36865.9211,-2299.314579,65.80327105,-4769.09409,-1950.284455
2/27/06,102.47,2848.316554,-7763.681636,39767.76479,-2499.959662,54.09867268,-5165.894481,-2120.587293
2/28/06,102.85,3111.852656,-8661.145636,44090.6005,-2757.937949,72.12598899,-5719.241505,-2335.090791
3/1/06,102.64,2679.691165,-7197.60794,37044.27154,-2303.691957,73.52182925,-4785.598518,-1950.996282
3/2/06,102.57,3099.413247,-8616.673344,43873.51342,-2761.008103,56.59685252,-5706.494106,-2340.7212
3/3/06,102.49,3053.890042,-8464.572714,43138.78735,-2716.19639,54.90557275,-5611.33335,-2302.636542
3/6/06,101.78,2639.604694,-7062.529903,36379.58942,-2306.163132,33.69265151,-4739.284403,-1959.490828
