timestamp,close,open,high,low,EMA20,MA5,MA10
1/10/06,54.06,53.96,54.38,53.76,51.8764,53.604,52.63
1/11/06,54.53,54.24,54.77,54.07,52.1291,53.85,53.019
1/12/06,54.43,54.21,54.6399,54.01,52.3482,54.268,53.315
1/13/06,55.44,54.55,55.56,54.51,52.6427,54.612,53.712
1/17/06,55.26,55.25,55.87,55.03,52.892,54.744,54.08
1/18/06,54.51,54.64,54.73,54.01,53.0461,54.834,54.219
1/19/06,55.59,54.96,55.71,54.95,53.2883,55.046,54.448
1/20/06,55.2,56.12,56.6,55.02,53.4704,55.2,54.734
1/23/06,55.77,55.59,55.9,55.26,53.6894,55.266,54.939
1/24/06,55.73,55.5,55.73,55.27,53.8838,55.36,55.052
1/25/06,56.14,56.22,56.53,55.74,54.0986,55.686,55.26
1/26/06,55.88,55.53,55.91,55.27,54.2683,55.744,55.395
1/27/06,55.63,55.97,56.23,55.47,54.398,55.83,55.515
1/30/06,56.68,55.97,56.7,55.9501,54.6153,56.012,55.639
1/31/06,56.7,56.57,57.05,56.53,54.8139,56.206,55.783
2/1/06,56.7,56.83,56.9,56.08,54.9935,56.318,56.002
2/2/06,56.98,57.04,57.3,56.67,55.1827,56.538,56.141
2/3/06,56.5,57.07,57.2,56.25,55.3081,56.712,56.271
2/6/06,56.72,56.76,57.1499,56.65,55.4426,56.72,56.366
2/7/06,54.6,55.9,55.92,54.33,55.3624,56.3,56.253
2/8/06,54.83,54.7,55.08,54.41,55.3117,55.926,56.122
2/9/06,56.18,55.72,56.45,55.55,55.3944,55.766,56.152
2/10/06,54.79,55.74,55.74,54.42,55.3368,55.424,56.068
2/13/06,53.72,54.64,54.9,53.55,55.1828,54.824,55.772
2/14/06,54.49,53.94,54.53,53.68,55.1168,54.802,55.551
2/15/06,53.76,54.3,54.3,53.33,54.9876,54.588,55.257
2/16/06,54.52,53.42,54.54,53.42,54.9431,54.256,55.011
2/17/06,54.96,54.67,55.2,54.6,54.9447,54.29,54.857
2/21/06,55.12,55.12,55.34,55,54.9614,54.57,54.697
2/22/06,55.34,54.97,55.35,54.86,54.9974,54.74,54.771
2/23/06,54.64,55.08,55.11,54.55,54.9634,54.916,54.752
2/24/06,55.64,55.21,55.71,55.03,55.0278,55.14,54.698
2/27/06,55.22,55.26,55.32,55.01,55.0461,55.192,54.741
2/28/06,56.07,55.43,56.07,55.3,55.1436,55.382,54.976
3/1/06,56.1,56.02,56.42,55.92,55.2347,55.534,55.137
3/2/06,56.74,56.25,56.82,55.99,55.3781,55.954,55.435
3/3/06,56.28,56.48,56.54,56.2,55.464,56.082,55.611
