timestamp,close,0,1,2,3,4,5,6
1/10/06,91.04,11975.88341,-38762.3546,188831.6708,-12404.31369,-233.5659553,-25195.06135,-10529.29267
1/11/06,90.89,6923.45612,-21718.46289,106727.841,-6961.800008,-84.72881285,-14176.75718,-5906.880461
1/12/06,91.5,10774.1802,-34713.18709,169324.1031,-11100.99647,-188.7308918,-22567.73846,-9420.186441
1/13/06,92.03,8525.549196,-27118.68587,132755.637,-8654.117405,-103.0721971,-17639.25412,-7340.085361
1/17/06,92.44,7917.80415,-25066.07776,122872.1922,-7981.837072,-71.12493534,-16297.15443,-6768.52644
1/18/06,92.57,10718.72576,-34510.2885,168368.8552,-11000.03441,-156.4522092,-22405.09869,-9333.421898
1/19/06,92.14,8521.743172,-27102.19289,132672.1668,-8648.551441,-105.5025526,-17628.48018,-7339.333219
1/20/06,92.38,14365.83856,-46822.70215,227665.8265,-14941.21888,-272.8455678,-30371.97099,-12681.98568
1/23/06,92.35,12334.3804,-39972.23454,194663.7894,-12753.73501,-212.906977,-25943.30848,-10823.67374
1/24/06,91.9,5364.840157,-16450.38304,81365.29429,-5254.322084,-17.13259132,-10748.73796,-4455.713655
1/25/06,90.9,20369.09638,-67083.33539,325241.5725,-21473.49592,-504.7700209,-43525.85181,-18236.14057
1/26/06,90.51,13054.37582,-42417.61455,206414.3112,-13587.00866,-280.2898435,-27570.11596,-11536.08089
1/27/06,90.51,18487.96313,-60748.09035,294715.6722,-19446.42452,-445.041874,-39425.69848,-16512.30874
1/30/06,90.42,5491.659612,-16897.84771,83491.95192,-5433.280684,-52.61273199,-11068.92477,-4610.167441
1/31/06,90.34,11593.95344,-37487.24267,182668.7588,-12016.00243,-239.5793886,-24386.20766,-10201.68816
2/1/06,90.04,10700.17842,-34474.95416,168152.8569,-11057.87576,-217.1106793,-22442.10211,-9388.800917
2/2/06,90.21,11300.70679,-36503.61791,177922.9674,-11699.703,-229.6545105,-23747.81024,-9933.135867
2/3/06,90.85,25677.49697,-85017.20108,411606.0062,-27184.83597,-648.3514622,-55103.4072,-23083.58364
2/6/06,91.03,12908.08537,-41916.56519,204011.954,-13404.77532,-257.0273563,-27227.05728,-11379.97891
2/7/06,90.6,5030.984673,-15335.50024,75971.47471,-4919.133322,-27.93283216,-10045.95123,-4175.342811
2/8/06,90.39,4717.879945,-14282.94245,70894.44023,-4588.924394,-24.35727348,-9370.588499,-3895.737576
2/9/06,90.8,18947.34893,-62308.34228,302215.8993,-19924.63218,-443.986289,-40415.45185,-16918.82137
2/10/06,90.3,15944.28411,-52159.33846,253347.6673,-16696.04543,-364.6595519,-33867.0953,-14177.844
2/13/06,90.31,4000.786022,-11872.78821,59279.05267,-3814.23792,2.451962139,-7806.938085,-3234.960128
2/14/06,89.99,14247.63734,-46452.86979,225839.5176,-14876.51629,-317.1168113,-30178.96257,-12631.37597
2/15/06,90.21,12325.89676,-39965.49617,194598.6562,-12793.32459,-249.3736906,-25974.9764,-10860.03998
2/16/06,90.23,7470.737566,-23582.10784,115683.7485,-7556.837697,-101.8971767,-15379.83474,-6412.234091
2/17/06,90.95,12493.67053,-40526.21527,197314.7398,-12940.22983,-225.4898575,-26309.00396,-10980.85702
2/21/06,90.8,7564.930901,-23893.03863,117193.32,-7630.232891,-82.49501339,-15557.98073,-6473.060306
2/22/06,91.42,9652.270676,-30936.59784,151124.5767,-9857.100477,-125.1381333,-20091.17907,-8362.545507
2/23/06,91.19,5159.454627,-15775.1984,78091.48544,-5021.318199,1.588276853,-10295.36541,-4257.441195
2/24/06,91.05,8436.467024,-26830.68718,131344.8705,-8561.271974,-103.4562668,-17451.09197,-7264.954362
2/27/06,90.9,7696.818981,-24335.63586,119326.5481,-7770.604786,-86.08039007,-15843.51487,-6592.969797
2/28/06,91.03,12725.0053,-41305.11478,201066.9839,-13188.42798,-232.3355689,-26812.06937,-11192.38695
3/1/06,90.48,12216.38958,-39589.81664,192798.2454,-12664.50123,-238.3276132,-25724.78881,-10750.08541
3/2/06,89.85,27591.37685,-91480.69068,442729.357,-29266.29872,-720.7168398,-59297.11298,-24853.53727
3/3/06,89.33,21170.90791,-69821.21038,338390.1824,-22356.54321,-537.4182414,-45300.92624,-18985.86786
3/6/06,88.55,14851.16032,-48504.83242,235701.8011,-15548.37361,-350.2579248,-31518.84149,-13203.7396
3/7/06,88.61,28463.52021,-94446.39069,456985.5478,-30225.65235,-757.8878145,-61223.04496,-25668.7186
3/8/06,88.58,20028.73004,-65980.74614,319876.2316,-21128.82482,-502.7227929,-42815.65518,-17942.27136
3/9/06,88.61,5046.311739,-15426.07961,76362.04412,-4969.103569,-46.79869146,-10119.98346,-4216.763053
3/10/06,88.28,18384.65511,-60438.6576,293171.4781,-19359.31872,-455.6911641,-39232.87212,-16440.54424
3/13/06,88.21,29246.49297,-97093.97592,469727.0745,-31076.34362,-787.381953,-62939.23211,-26393.31218
3/14/06,88.8,15376.61036,-50285.41547,244270.4434,-16099.09683,-351.7391646,-32653.92666,-13670.22929
3/15/06,88.32,16470.27883,-53978.009,262049.7108,-17289.79106,-395.0207997,-35051.13692,-14683.7437
3/16/06,89.12,17761.09699,-58331.62624,283026.9757,-18658.58813,-414.3591155,-37846.48263,-15843.85866
3/17/06,88.85,12043.3409,-39035.38615,190081.2529,-12497.91613,-246.8518901,-25373.6917,-10612.38549
3/20/06,88.99,9928.274847,-31894.60157,155690.6626,-10208.98251,-177.0316296,-20750.09766,-8668.080099
3/21/06,88.53,13931.04151,-45403.78157,220757.4135,-14535.20857,-305.9069783,-29493.92585,-12343.38355
3/22/06,88.72,3775.542942,-11142.0665,55722.5169,-3570.931958,14.75358743,-7323.647006,-3028.079774
3/23/06,88.44,10545.75433,-33986.29996,165759.8433,-10882.02406,-198.3679157,-22105.98064,-9237.924146
3/24/06,89.09,16208.1256,-53098.56991,257824.5754,-16955.97287,-339.0861343,-34434.17774,-14391.73991
3/27/06,88.76,8117.666602,-25791.95789,126296.4666,-8245.316339,-108.5012654,-16790.72285,-6995.754315
3/28/06,87.93,18537.90511,-60957.93289,295666.6,-19517.98662,-455.7021924,-39562.46038,-16575.92777
3/29/06,87.51,18150.01561,-59658.4942,289397.1726,-19104.46497,-445.4577667,-38722.87059,-16224.01511
3/30/06,86.9,19479.45406,-64157.50761,311053.9086,-20542.58596,-486.1256245,-41631.21373,-17444.78278
3/31/06,86.54,19761.34181,-65108.62607,315634.6212,-20854.22422,-501.082082,-42253.32532,-17709.89673
4/3/06,86.57,26077.81847,-86434.93796,418346.9101,-27661.33849,-685.389127,-56035.83679,-23490.32155
4/4/06,86.48,12790.47224,-41590.88602,202350.1292,-13332.1225,-285.0245607,-27039.04872,-11320.20841
4/5/06,86.6,10956.32181,-35403.53442,172544.1137,-11350.5828,-226.5214831,-23034.02351,-9637.279966
4/6/06,85.94,33919.29164,-112897.5648,545803.6598,-36126.95576,-931.7756999,-73156.4124,-30683.22041
4/7/06,85.1,32827.42651,-109226.3539,528102.7633,-34955.55826,-901.3736539,-70782.59963,-29688.7924
4/10/06,85.26,25698.5314,-85175.04983,412249.0504,-27264.31426,-681.1848325,-55224.50676,-23154.81797
4/11/06,85.56,20889.32687,-68941.87974,334065.8008,-22068.2459,-527.7485718,-44719.90758,-18740.07596
4/12/06,85.04,31923.12078,-106172.2665,513396.5994,-33976.72218,-870.853523,-68805.48501,-28856.18416
4/13/06,84.44,53787.93108,-179971.9409,868849.5802,-57564.74589,-1536.689351,-116530.9642,-48891.58462
4/17/06,84.75,24647.05835,-81637.70869,395197.8688,-26128.56088,-645.4734247,-52931.52754,-22189.26851
4/18/06,84.9,44839.53163,-149769.5266,723382.1629,-47900.86938,-1255.221206,-96990.28518,-40681.90031
4/19/06,84.38,30728.67969,-102162.6141,494055.5916,-32691.20035,-833.558284,-66207.54787,-27764.70343
4/20/06,84.31,23223.99435,-76840.18367,372080.3326,-24598.74747,-606.7394468,-49832.10958,-20891.36742
4/21/06,84.8,21975.80531,-72628.32272,351797.0401,-23236.63226,-554.5022308,-47094.00907,-19732.01273
4/24/06,85.14,16807.60207,-55180.6512,267766.6907,-17650.35937,-388.8982388,-35802.53207,-14986.54241
