timestamp,close,open,high,low,EMA20,MA5,MA10
1/10/06,91.04,91.63,91.68,91.03,91.284,91.686,91.868
1/11/06,90.89,91.25,91.29,90.75,91.2465,91.464,91.702
1/12/06,91.5,91.13,91.52,91,91.2706,91.386,91.661
1/13/06,92.03,91.59,92.3,91.58,91.3429,91.448,91.653
1/17/06,92.44,92,92.5,91.93,91.4474,91.58,91.707
1/18/06,92.57,92.76,92.7685,92.12,91.5543,91.886,91.786
1/19/06,92.14,92.07,92.44,91.96,91.6101,92.136,91.8
1/20/06,92.38,92.32,92.48,92.05,91.6834,92.312,91.849
1/23/06,92.35,91.8,92.5,91.73,91.7469,92.376,91.912
1/24/06,91.9,92,92.19,91.76,91.7615,92.268,91.924
1/25/06,90.9,91.51,91.57,90.79,91.6794,91.934,91.91
1/26/06,90.51,90.55,90.6,90.05,91.5681,91.608,91.872
1/27/06,90.51,90.8,90.8,90.16,91.4673,91.234,91.773
1/30/06,90.42,90.3,90.5,90.24,91.3676,90.848,91.612
1/31/06,90.34,90.35,90.73,90.2,91.2697,90.536,91.402
2/1/06,90.04,90.15,90.46,89.85,91.1526,90.364,91.149
2/2/06,90.21,90.04,90.41,89.86,91.0628,90.304,90.956
2/3/06,90.85,90,91,89.82,91.0425,90.372,90.803
2/6/06,91.03,90.98,91.2099,90.89,91.0413,90.494,90.671
2/7/06,90.6,91.12,91.12,90.5,90.9993,90.546,90.541
2/8/06,90.39,90.88,90.88,90.29,90.9413,90.616,90.49
2/9/06,90.8,90.14,90.9,90.06,90.9278,90.734,90.519
2/10/06,90.3,91.2,91.38,90.24,90.868,90.624,90.498
2/13/06,90.31,90.24,90.36,90.16,90.8149,90.48,90.487
2/14/06,89.99,89.9,90.2,89.72,90.7363,90.358,90.452
2/15/06,90.21,90.14,90.47,89.88,90.6862,90.322,90.469
2/16/06,90.23,90.2,90.3,90,90.6428,90.208,90.471
2/17/06,90.95,90.8,91.07,90.8,90.672,90.338,90.481
2/21/06,90.8,90.9,91,90.78,90.6842,90.436,90.458
