timestamp,close,open,high,low,volume,Slow K Stoch,Slow D Stock,EMA20,MA5,MA10,,WVAD,RSI,,TEDRATE,TradeWeightedUSDollarIndex,VIX close
5/16/05,116.8,115.7,116.84,115.66,49351500,39.986,36.7664,116.5697,116.462,116.878,1167.607,-31.1436,50.4495,49.7411,0.45,111.1261,15.68
5/17/05,117.58,116.43,117.7,116.16,61417200,65.1985,47.351,116.6659,116.658,116.976,1168.87,-12.1655,53.8507,53.2427,0.48,110.9735,14.57
5/18/05,118.79,118.07,119.08,118.01,78053800,86.9237,64.0361,116.8682,116.968,117.105,1169.861,-5.6751,58.5984,57.8305,0.47,110.815,13.63
5/19/05,119.29,119.02,119.41,118.7,62850100,95.4944,82.5389,117.0989,117.636,117.288,1171.706,-2.603,60.4108,59.8232,0.46,110.9036,13.32
5/20/05,119.12,119.34,119.39,118.74,46424800,94.296,92.238,117.2914,118.316,117.491,1173.499,-6.2907,59.4578,58.8467,0.38,111.2356,13.14
5/23/05,119.78,119.21,120.04,119.19,51294200,94.3209,94.7038,117.5284,118.912,117.687,1175.001,-4.9618,61.9665,60.6087,0.42,111.0037,12.95
5/24/05,119.5,119.44,119.83,119.2,50999500,86.3216,91.6461,117.7161,119.296,117.977,1177.786,-10.3053,60.2628,60.6918,0.42,110.9963,12.69
5/25/05,119.41,119.35,119.87,118.83,48483800,73.2277,84.6234,117.8775,119.42,118.194,1179.676,-12.0229,59.6947,58.1381,0.44,110.9721,12.58
5/26/05,120.05,119.79,120.21,119.62,43558900,71.8332,77.1275,118.0844,119.572,118.604,1183.502,-2.9575,62.4086,61.4153,0.43,111.3008,12.24
5/27/05,120.25,120.06,120.25,119.8,24641600,80.7002,75.2537,118.2906,119.798,119.057,1187.975,0,63.2416,61.9048,0.435,110.9381,12.15
5/31/05,119.48,120.08,120.17,119.4,44931300,78.2968,76.9434,118.4039,119.738,119.325,1190.556,-14.1284,57.9203,57.0155,0.44,111.3065,13.29
6/1/05,120.49,119.51,120.92,119.45,69884800,75.0668,78.0213,118.6026,119.936,119.616,1193.398,-7.0261,62.3905,61.8,0.44,111.5842,12.36
6/2/05,120.76,120.23,120.84,120.1,40485200,71.5581,74.9739,118.808,120.206,119.813,1195.271,-2.6144,63.5066,62.6642,0.42,111.4454,11.84
6/3/05,120.15,120.55,120.89,119.73,61053700,72.7472,73.124,118.9358,120.226,119.899,1195.765,-14.6388,59.2301,57.1059,0.41,111.4569,12.15
6/6/05,120.04,120.02,120.2,119.55,36332000,60.307,68.2041,119.041,120.184,119.991,1196.588,-18.4874,58.4655,57.8316,0.41,111.2884,12.28
6/7/05,120.13,120.39,121.25,120.01,66691800,43.075,58.7098,119.1447,120.314,120.026,1196.928,-34.5679,58.9326,57.6553,0.42,111.2032,12.39
6/8/05,119.91,120.43,120.59,119.67,50023400,33.6865,45.6895,119.2176,120.198,120.067,1196.988,-52.549,57.2381,55.7593,0.46,111.0747,12.7
6/9/05,120.48,119.74,120.58,119.44,57167700,38.8043,38.5219,119.3378,120.142,120.174,1198.08,-30.6773,60.414,59.2477,0.46,111.6458,12.08
6/10/05,120.2,120.56,120.65,119.6,36504400,40.208,37.5663,119.4199,120.152,120.189,1198.129,-43.3884,58.1301,57.0648,0.44,111.8598,11.96
6/13/05,120.58,119.94,121.08,119.81,49503300,54.1436,44.3853,119.5304,120.26,120.222,1198.333,-27.686,60.3224,58.6417,0.46,112.3866,11.65
6/14/05,120.86,120.45,121.2,120.38,34001600,61.8847,52.0788,119.6571,120.406,120.36,1199.574,-16.1157,61.9052,60.4266,0.48,112.2509,11.79
6/15/05,121.09,121.16,121.24,120.23,53891700,78.444,64.8241,119.7935,120.642,120.42,1200.01,-8.6486,63.2036,61.9543,0.52,111.8013,11.46
6/16/05,121.4,121.09,121.64,120.92,46664300,86.8613,75.73,119.9465,120.826,120.484,1200.677,-10.7143,64.9383,64.3835,0.52,111.7116,11.15
6/17/05,121.36,121.54,121.9,120.49,53764300,84.6882,83.3311,120.0811,121.058,120.605,1202.771,-21.6,64.5157,67.4496,0.48,111.2665,11.48
6/20/05,121.4,121.08,121.84,120.94,42236500,77.486,83.0118,120.2067,121.222,120.741,1204.63,-20.3252,64.7627,66.5651,0.49,111.5744,11.47
6/21/05,121.47,121.5,121.65,121.03,40060700,72.8247,78.333,120.3271,121.344,120.875,1206.265,-17.4797,65.2189,63.9502,0.49,111.3984,11.08
6/22/05,121.57,121.68,121.94,121.07,46684100,72.9314,74.414,120.4454,121.44,121.041,1208.186,-14.8,65.8982,64.1148,0.47,111.491,11.05
6/23/05,119.86,121.32,121.6,119.83,62818500,50.052,65.2694,120.3897,121.132,120.979,1208.166,-83.2,48.467,51.7261,0.46,111.6459,12.13
6/24/05,118.98,119.88,120.0078,118.84,59190900,26.8069,49.9301,120.2554,120.656,120.857,1207.512,-95.4839,42.2703,45.1776,0.39,111.6313,12.18
6/27/05,119.15,118.97,119.41,118.75,51164200,6.159,27.6727,120.1501,120.206,120.714,1206.499,-87.4608,43.7661,44.5935,0.41,111.5367,12.52
6/28/05,120.15,119.4,120.24,119.37,42617300,20.3142,17.76,120.1501,119.942,120.643,1206.265,-56.1129,51.6946,52.7305,0.44,111.8573,11.58
6/29/05,119.83,120.37,120.4,119.76,43059500,31.4404,19.3045,120.1196,119.594,120.517,1205.592,-66.1442,49.2993,51.4443,0.46,111.7997,11.77
6/30/05,119.18,120.22,120.32,118.95,62303700,35.9475,29.234,120.0302,119.458,120.295,1203.629,-86.5204,44.7621,45.5209,0.43,111.9493,12.04
7/1/05,119.53,119.45,119.8,119.21,49786600,37.076,34.8213,119.9825,119.568,120.112,1201.377,-75.5486,47.5607,47.88,0.435,112.569,11.4
7/5/05,120.49,119.25,120.65,119.19,51551100,54.6405,42.5547,120.0308,119.836,120.021,1200.266,-45.4545,54.3869,54.9989,0.44,112.885,11.68
7/6/05,119.48,120.39,120.65,119.41,54070500,56.3458,49.3541,119.9784,119.702,119.822,1198.399,-77.116,47.3965,48.2394,0.47,112.8312,12.27
7/7/05,119.95,118.29,119.95,118.26,103268900,64.1587,58.3817,119.9757,119.726,119.66,1196.798,-54.0761,50.5798,50.1626,0.46,112.8112,12.49
7/8/05,121.32,119.97,121.32,119.72,64550900,67.2959,62.6001,120.1037,120.154,119.806,1197.911,-16.8478,58.4691,58.1565,0.44,112.6654,11.45
7/11/05,121.94,121.33,122.1,121.31,49772400,88.8482,73.4343,120.2786,120.636,120.102,1200.698,-4.1667,61.467,61.7376,0.44,111.9992,11.28
7/12/05,122.26,121.89,122.63,121.64,52169900,95.7888,83.9777,120.4673,120.99,120.413,1203.85,-8.4668,62.9535,62.9843,0.45,111.4091,10.95
7/13/05,122.43,122.27,122.52,121.99,41297700,94.2633,92.9668,120.6542,121.58,120.641,1206.022,-4.5767,63.7534,63.4839,0.45,111.8949,10.84
7/14/05,122.91,122.98,123.44,122.49,64776100,90.9031,93.6517,120.8691,122.172,120.949,1208.687,-10.2317,65.9867,64.9961,0.43,111.7798,10.81
7/15/05,122.84,122.79,123.04,122.36,56138000,84.3357,89.834,121.0568,122.476,121.315,1212.346,-11.583,65.3543,65.6733,0.39,112.1222,10.33
7/18/05,122.35,122.5,122.63,122.05,56857200,65.676,80.3049,121.1799,122.558,121.597,1215.015,-21.0425,60.9508,59.7233,0.39,111.8127,10.77
7/19/05,123.02,122.71,123.11,122.41,59514500,60.77,70.2606,121.3552,122.71,121.85,1217.451,-8.1081,64.4754,63.9781,0.41,112.3162,10.45
7/20/05,123.44,122.59,123.73,122.3,69608800,64.4057,63.6172,121.5537,122.912,122.246,1221.477,-5.3016,66.5158,66.6761,0.38,112.3847,10.23
7/21/05,122.72,123.55,123.61,122.47,100793200,64.5512,63.2423,121.6648,122.874,122.523,1224.394,-18.4644,60.1391,59.933,0.36,111.6376,10.97
7/22/05,123.54,122.88,123.56,122.63,55934700,70.4365,66.4645,121.8434,123.014,122.745,1226.576,-3.4735,64.3329,63.1949,0.29,111.3957,10.52
7/25/05,123.19,123.41,123.95,122.85,57598900,60.8369,65.2749,121.9716,123.182,122.87,1227.535,-13.3568,61.3652,59.5393,0.31,111.6083,11.1
7/26/05,123.34,123.23,123.53,122.37,42852600,68.5534,66.6089,122.102,123.246,122.978,1228.43,-10.7206,62.1706,60.6618,0.35,112.0354,10.99
7/27/05,123.79,123.5,123.89,123.05,45263500,68.9477,66.1127,122.2627,123.316,123.114,1229.78,-3.7825,64.5577,63.5411,0.36,111.9782,10.36
7/28/05,124.57,123.99,124.64,123.64,48448900,83.2733,73.5915,122.4825,123.686,123.28,1231.502,-2.1021,68.2925,66.7656,0.36,111.7359,10.52
7/29/05,123.74,124.41,124.63,123.5,62448200,82.3807,78.2006,122.6022,123.726,123.37,1232.128,-30,60.9342,59.0263,0.3,111.5051,11.57
8/1/05,123.65,123.83,124.04,123.45,42941100,71.2188,78.9576,122.702,123.818,123.5,1233.55,-37.3585,60.1771,59.6441,0.31,111.117,12.08
8/2/05,124.39,123.87,124.6,123.74,46243800,67.0056,73.535,122.8628,124.028,123.637,1235.027,-9.6525,64.1243,64.0233,0.35,110.8851,11.75
8/3/05,124.72,124.25,124.74,124.12,37199000,79.7047,72.643,123.0397,124.214,123.765,1236.011,-0.7435,65.7545,64.459,0.36,110.5426,11.83
8/4/05,123.72,124.23,124.31,123.57,51044800,67.8855,71.5319,123.1045,124.044,123.865,1236.893,-37.9182,57.2631,57.0363,0.31,110.3945,12.52
8/5/05,122.88,123.45,123.98,122.67,53712900,43.1749,63.5884,123.0831,123.872,123.799,1236.167,-76.2295,51.2733,50.5855,0.29,110.7342,12.48
8/8/05,122.65,123.17,123.41,122.38,48241700,14.1719,41.7441,123.0418,123.672,123.745,1235.577,-85.6557,49.7392,48.5255,0.34,110.5822,13.21
8/9/05,123.39,123.06,123.59,122.87,47524300,21.4607,26.2692,123.075,123.472,123.75,1235.599,-56.962,54.4604,53.6252,0.35,110.6951,12.4
8/10/05,123.33,123.82,124.5,122.82,73118700,33.0162,22.883,123.0993,123.194,123.704,1234.833,-59.4937,54.0173,52.109,0.36,110.3659,12.38
8/11/05,123.82,123.27,124.03,123.01,58888000,51.8442,35.4404,123.1679,123.214,123.629,1234.242,-38.8186,57.0877,57.1434,0.35,109.979,12.42
8/12/05,123.06,123.57,123.69,122.75,54814600,48.2704,44.3769,123.1576,123.25,123.561,1233.863,-70.8861,51.3595,52.1013,0.33,109.903,12.74
8/15/05,123.82,123.22,123.87,122.83,36229300,53.7143,51.2763,123.2207,123.484,123.578,1233.715,-38.9831,56.103,54.1449,0.34,110.0346,12.26
8/16/05,122.21,123.44,123.52,122.09,72272600,32.7325,44.9058,123.1245,123.248,123.36,1231.237,-95.4717,45.8926,45.4296,0.37,110.0848,13.52
8/17/05,122.2,122.19,122.87,122.03,62513800,24.874,37.1069,123.0364,123.022,123.108,1228.757,-93.7269,45.8368,46.0093,0.4,110.405,13.3
8/18/05,122.19,122.05,122.56,121.84,53546300,10.2402,22.6156,122.9558,122.696,122.955,1227.073,-87.931,45.7769,45.3067,0.38,111.0401,13.42
8/19/05,122.47,122.63,122.82,122.2,39955800,18.9253,18.0132,122.9095,122.578,122.914,1226.402,-78.2759,47.8339,45.8107,0.37,111.3172,13.42
8/22/05,122.47,122.58,123.23,121.88,69950100,28.592,19.2525,122.8677,122.308,122.896,1226.262,-78.2759,47.8339,47.3407,0.38,110.7385,13.42
8/23/05,122.24,122.5,122.61,121.15,56763000,40.3128,29.2767,122.8079,122.314,122.781,1224.883,-67.4627,46.1655,44.5636,0.39,110.7956,13.34
8/24/05,121.15,121.94,122.73,121.09,79139600,30.9025,33.2691,122.65,122.104,122.563,1222.929,-98.2405,39.1893,39.7154,0.4,110.9341,14.17
8/25/05,121.59,121.35,121.67,121.21,35647400,26.1907,32.4687,122.5491,121.984,122.34,1220.385,-85.3372,42.9378,42.0738,0.39,110.5277,13.73
8/26/05,120.76,121.48,121.49,120.68,61962500,9.7685,22.2872,122.3787,121.642,122.11,1217.856,-97.9058,38.1593,37.8984,0.4,110.6445,13.72
8/29/05,121.69,120.41,121.78,120.38,56204000,27.4155,21.1249,122.3131,121.486,121.897,1215.697,-68.2039,45.4807,43.8275,0.41,111.0355,13.52
8/30/05,121.05,121.25,121.3,120.39,74325000,29.1309,22.1049,122.1928,121.248,121.781,1214.604,-81.6438,41.8121,41.5262,0.43,111.1494,13.65
8/31/05,122.58,121.19,122.66,120.74,103020300,60.2488,38.9317,122.2297,121.534,121.819,1214.613,-36.9628,51.8179,50.2,0.46,110.6636,12.6
9/1/05,122.49,122.51,123.15,121.14,74583200,67.0584,52.146,122.2545,121.714,121.849,1214.87,-39.5415,51.2596,51.027,0.38,110.1079,13.15
9/2/05,122.27,122.85,122.88,122.04,47658500,80.2985,69.2019,122.2559,122.016,121.829,1214.701,-39.8089,49.8456,48.5662,0.385,109.7427,13.57
9/6/05,123.7,122.66,123.8,122.65,57258600,80.4906,75.9492,122.3935,122.418,121.952,1215.867,-2.924,57.9627,57.9651,0.39,109.8359,12.93
9/7/05,123.91,123.63,124.13,123.46,41772100,86.2696,82.3529,122.5379,122.99,122.119,1217.744,-5.8667,59.0118,59.505,0.43,109.9798,12.52
9/8/05,123.5,123.66,124,123.31,39074300,89.8358,85.532,122.6295,123.174,122.354,1219.952,-16.8,56.0697,56.0153,0.44,110.0373,12.93
9/9/05,124.6,123.83,124.74,123.8,44113400,89.085,88.3968,122.8172,123.596,122.655,1222.863,-3.211,61.6011,61.1478,0.42,109.7585,11.98
9/12/05,124.35,124.45,124.67,124.27,33029700,85.0281,87.983,122.9632,124.012,123.014,1226.409,-8.945,59.7594,60.4356,0.47,110.234,11.65
9/13/05,123.66,124.13,124.42,123.52,58479400,66.8767,80.3299,123.0295,124.004,123.211,1228.301,-24.7706,54.8825,53.5956,0.52,110.3982,12.39
9/14/05,123.21,123.75,123.92,123.02,55196700,38.9539,63.6196,123.0467,123.864,123.427,1230.176,-35.0917,51.9072,50.9171,0.52,110.3769,12.91
9/15/05,123.15,123.51,123.65,122.9,73656500,16.3697,40.7334,123.0566,123.794,123.484,1230.916,-36.4679,51.5063,51.2869,0.47,110.5783,12.49
9/16/05,123.5,123.28,123.74,122.87,75436000,19.8778,25.0671,123.0988,123.574,123.585,1232.548,-28.4404,53.7505,57.4542,0.41,110.6814,11.22
9/19/05,123.09,123.47,123.55,122.64,53376100,24.6226,20.29,123.098,123.322,123.667,1233.848,-37.931,50.7856,52.6003,0.38,110.6284,12.14
9/20/05,122.05,123.21,123.61,121.87,85005000,23.0205,22.507,122.9982,123,123.502,1232.643,-67.25,44.1353,46.6388,0.62,110.6081,12.64
9/21/05,120.91,121.79,121.87,120.78,94516500,12.8178,20.1536,122.7993,122.54,123.202,1230.027,-96.7172,38.2262,40.8946,0.57,110.418,13.79
9/22/05,121.34,120.95,121.66,120.44,84605100,13.4817,16.44,122.6603,122.178,122.986,1228.322,-79.0698,41.4125,43.8496,0.57,110.6737,13.33
9/23/05,121.44,121.24,121.89,120.9,59369900,21.0701,15.7899,122.5441,121.766,122.67,1225.703,-76.7442,42.1597,44.3042,0.54,111.0181,12.96
9/26/05,121.58,122.02,122.24,121.08,70426300,31.5935,22.0485,122.4523,121.464,122.393,1223.21,-73.4884,43.2509,44.5495,0.59,111.2635,13.04
9/27/05,121.55,121.52,121.99,121.02,66156600,43.0582,31.9073,122.3663,121.364,122.182,1221.656,-74.186,43.0634,44.5727,0.63,111.4492,12.76
9/28/05,121.67,121.91,122.12,121.2,58709400,55.3207,43.3241,122.3,121.516,122.028,1220.629,-71.3953,44.107,45.578,0.59,111.4157,12.63
9/29/05,122.66,121.55,122.86,121.08,66646800,73.2653,57.2147,122.3343,121.78,121.979,1220.624,-47.5177,51.9348,53.5389,0.6,111.2295,12.24
9/30/05,123.04,122.62,123.04,121.74,47827600,86.0431,71.543,122.4015,122.1,121.933,1219.714,-34.6734,54.5651,54.293,0.54,110.9152,11.92
10/3/05,122.6,122.96,123.34,122.45,51017300,85.9665,81.7583,122.4204,122.304,121.884,1219.282,-37.931,51.0795,52.5769,0.54,111.4002,12.46
10/4/05,121.22,122.79,123.03,121.16,60784700,58.0994,76.703,122.3061,122.238,121.801,1218.595,-76.3636,42.0145,43.9135,0.6,111.4271,13.2
10/5/05,119.63,121.25,121.31,119.57,106052100,25.2965,56.4541,122.0512,121.83,121.673,1217.214,-98.5612,34.4324,34.7877,0.59,111.3478,14.55
10/6/05,119.2,119.78,120.26,118.17,141217400,9.2363,30.8774,121.7797,121.138,121.459,1214.901,-81.0662,32.713,32.7983,0.58,111.1358,14.96
10/7/05,119.61,119.7,120.05,119.13,75664400,16.4557,16.9962,121.573,120.452,121.276,1212.962,-73.5294,35.9948,36.3274,0.53,111.1102,14.59
10/10/05,118.6,119.68,119.71,118.3,52680400,18.8745,14.8555,121.2899,119.652,120.978,1210.132,-91.6828,31.871,32.7302,0.48,111.1159,15.55
10/11/05,118.43,118.99,119.39,118.32,75645600,14.9937,16.7746,121.0175,119.094,120.666,1207.053,-94.971,31.2226,31.7581,0.52,111.4233,15.63
10/12/05,117.5,118.39,119.13,117.41,100525800,6.762,13.5434,120.6825,118.668,120.249,1203.132,-98.4823,27.8808,29.043,0.49,111.407,16.22
10/13/05,117.43,117.46,118.08,116.88,99076100,9.5961,10.4506,120.3728,118.314,119.726,1198.048,-91.4861,27.641,28.7339,0.47,112.0539,16.47
10/14/05,118.67,118.12,118.81,117.56,88659200,27.9196,14.7592,120.2106,118.126,119.289,1193.824,-72.291,37.8403,37.0859,0.39,111.5932,14.87
10/17/05,119.11,118.77,119.27,118.45,68972800,56.4819,31.3325,120.1058,118.228,118.94,1190.164,-65.4799,41.0173,39.8405,0.4,111.6323,14.67
10/18/05,117.82,118.94,118.96,117.8,75020400,63.8087,49.4034,119.8881,118.106,118.6,1186.531,-85.4489,35.318,34.3526,0.41,111.967,15.33
10/19/05,119.78,117.56,119.8,117.12,116577100,75.8301,65.3735,119.8778,118.562,118.615,1186.468,-55.1084,47.2998,46.1265,0.43,111.8461,13.5
10/20/05,117.67,119.49,119.81,117.3,132117600,53.0306,64.2231,119.6675,118.61,118.462,1185.099,-87.7709,38.9376,38.5391,0.43,111.7562,16.11
10/21/05,118.13,118.29,118.78,117.51,96580800,52.4359,60.4322,119.5211,118.502,118.314,1183.468,-79.6748,41.3711,39.6054,0.37,112.1203,16.13
10/24/05,119.96,118.44,120.09,118.41,72380800,51.2052,52.2239,119.5629,118.672,118.45,1184.673,-30.474,49.9215,49.9448,0.38,111.9548,14.74
10/25/05,119.72,119.72,120.24,118.94,77057500,72.1676,58.6029,119.5779,119.052,118.579,1185.84,-15.9763,48.914,48.6575,0.42,111.4015,14.53
10/26/05,119.37,119.51,120.54,119.19,82697900,80.9484,68.107,119.5581,118.97,118.766,1187.21,-31.9672,47.4112,46.3213,0.45,111.5021,14.59
10/27/05,118.1,119.2,119.37,117.93,68294600,55.5647,69.5602,119.4192,119.056,118.833,1187.416,-66.6667,42.3294,41.1723,0.42,111.2778,16.02
10/28/05,119.8,118.43,119.95,118.1,72959900,51.6694,62.7275,119.4555,119.39,118.946,1188.6,-20.2186,50.0477,50.4458,0.37,111.4897,14.25
10/31/05,120.13,120.29,121.3,120.13,80149800,52.1338,53.1227,119.5197,119.424,119.048,1190.291,-26.4706,51.4073,53.8959,0.39,111.7759,15.32
11/1/05,120.49,120.58,120.9,120.22,66996400,70.9646,58.2559,119.6121,119.578,119.315,1192.753,-18.3258,52.9129,51.9703,0.43,111.7529,14.85
11/2/05,121.75,120.17,121.75,120.13,74690900,80.4154,67.8379,119.8157,120.054,119.512,1194.653,0,57.8369,56.677,0.44,111.6216,13.48
11/3/05,122.27,122.15,122.66,121.75,84904100,89.1373,80.1724,120.0495,120.888,119.972,1198.867,-7.0397,59.7095,58.5646,0.42,111.8482,13
11/4/05,122.11,122.4,122.46,121.55,59156400,89.9027,86.4851,120.2457,121.35,120.37,1202.922,-9.9278,58.8435,58.6395,0.43,112.3536,13.17
11/7/05,122.23,122.4,122.62,121.85,46765900,84.2374,87.7591,120.4347,121.77,120.597,1205.265,-7.7617,59.32,59.6876,0.44,112.4627,13.1
11/8/05,122.23,121.95,122.42,121.79,42157200,81.4229,85.1877,120.6057,122.118,120.848,1207.47,-8.0224,59.32,57.2196,0.43,112.466,13.08
11/9/05,122.39,122.08,122.95,121.86,57675900,75.336,80.3321,120.7756,122.246,121.15,1210.397,-10.2941,60.0356,58.1297,0.45,112.437,12.8
11/10/05,123.34,122.34,123.86,121.75,79148200,73.4977,76.7522,121.0198,122.46,121.674,1215.603,-8.769,64.076,62.4369,0.43,112.5275,11.9
11/11/05,123.76,123.35,123.84,122.43,34867900,77.5833,75.4723,121.2808,122.79,122.07,1219.234,-1.6863,65.7258,63.8956,0.41,112.525,11.63
11/14/05,123.69,123.76,124.02,123.38,45095400,86.0708,79.0506,121.5102,123.082,122.426,1221.909,-5.4187,65.1885,63.2206,0.43,112.8635,12.18
11/15/05,123.24,123.58,124.09,122.86,69593000,81.4661,81.7067,121.675,123.284,122.701,1224.534,-13.7987,61.6965,59.8513,0.46,112.7316,12.23
11/16/05,123.49,123.37,123.55,122.98,51134500,74.4989,80.6786,121.8478,123.504,122.875,1226.179,-10.0167,62.8859,60.8909,0.45,112.8356,12.26
11/17/05,124.64,123.75,124.65,123.14,55720000,79.1946,78.3865,122.1138,123.764,123.112,1228.465,-0.2212,67.8342,65.9004,0.46,112.6363,11.25
11/18/05,125.13,125.04,125.756,124.33,72438800,84.0975,79.2637,122.401,124.038,123.414,1231.278,-11.1269,69.6886,67.9847,0.47,112.7331,11.12
11/21/05,125.76,125.15,125.91,124.98,50024600,91.0052,84.7657,122.7209,124.452,123.767,1234.482,-2.5952,71.9293,70.3338,0.55,112.548,10.82
11/22/05,126.3,125.56,126.52,125.42,66439900,89.0838,88.0621,123.0618,125.064,124.174,1238.746,-4.4266,73.7224,72.445,0.53,112.5745,10.6
11/23/05,127.03,126.25,127.41,126.21,50856800,93.3227,91.1372,123.4397,125.772,124.638,1243.242,-6.4846,75.9582,73.8223,0.525,112.1642,10.96
11/25/05,127.13,126.98,127.22,126.81,15270000,91.9317,91.446,123.7912,126.27,125.017,1246.971,-4.947,76.2563,74.6449,0.52,112.3801,10.88
11/28/05,126.23,127.25,127.27,126.04,54515700,77.8167,87.6904,124.0234,126.49,125.264,1249.245,-20.8481,68.0769,65.5747,0.52,112.0298,11.84
11/29/05,126.09,126.65,126.98,126.09,51814300,58.6726,76.1403,124.2203,126.556,125.504,1251.617,-23.3216,66.8752,65.5831,0.56,112.0747,11.89
11/30/05,125.41,126.16,126.52,125.29,56076000,30.2563,55.5819,124.3336,126.378,125.721,1253.664,-35.3357,61.2225,59.3802,0.56,112.0635,12.06
12/1/05,126.69,126.02,127.03,125.98,65525600,36.6786,41.8692,124.558,126.31,126.041,1257.01,-14.4578,66.895,65.9629,0.55,112.2866,11.24
12/2/05,126.85,126.77,127.08,126.5,46724700,51.7184,39.5511,124.7763,126.254,126.262,1259.238,-12.3077,67.5343,66.1225,0.5,112.1256,11.01
12/5/05,126.58,126.64,126.73,126.18,59368100,73.854,54.0837,124.9481,126.324,126.407,1260.62,-18.2418,65.2445,63.7742,0.51,111.8463,11.6
12/6/05,126.82,127.05,127.74,126.63,57943900,71.1013,65.5579,125.1263,126.47,126.513,1261.505,-19.3277,66.3371,64.5052,0.52,111.6941,11.52
12/7/05,126.08,126.79,126.87,125.68,66829700,51.3112,65.4222,125.2172,126.604,126.491,1261.119,-36.087,60.0671,59.4278,0.63,111.9536,12.18
12/8/05,126,126.22,126.82,125.48,62609100,34.9584,52.457,125.2917,126.466,126.388,1260.142,-51.0264,59.4133,58.2346,0.63,111.6663,12.21
12/9/05,126.33,126.16,126.78,125.82,50747700,26.679,37.6495,125.3906,126.362,126.308,1259.254,-51.087,61.2852,60.2192,0.66,111.8475,11.69
12/12/05,126.45,126.71,126.86,125.96,48394200,34.5133,32.0502,125.4915,126.336,126.33,1259.551,-52.6531,61.9721,60.8212,0.66,111.3451,11.47
12/13/05,127.31,126.4,127.7,126.29,88657500,54.3211,38.5045,125.6647,126.434,126.452,1260.546,-17.551,66.5519,64.628,0.68,111.4311,11.11
12/14/05,127.81,127.19,128.09,127.14,64376600,71.5416,53.4587,125.869,126.78,126.692,1262.872,-10,68.8973,67.2293,0.66,110.9607,10.48
12/15/05,127.44,127.84,128,127.18,55909700,81.0234,68.962,126.0186,127.068,126.767,1263.499,-23.2143,65.2511,65.4715,0.66,111.196,10.73
12/16/05,126.36,127.27,128.57,126.36,46239200,58.6544,70.4065,126.0511,127.074,126.718,1263.723,-67.378,55.9443,61.963,0.61,111.0786,10.68
12/19/05,125.71,126.73,126.87,125.69,48820900,29.1286,56.2688,126.0186,126.926,126.631,1263.506,-87.1951,51.2101,55.4244,0.62,111.2464,11.38
12/20/05,125.83,125.86,126.59,125.48,46605200,9.1157,32.2996,126.0007,126.63,126.532,1263.098,-88.6731,52.0174,55.1702,0.6,111.7953,11.19
12/21/05,126.03,126.17,126.76,125.8,51806900,9.9402,16.0615,126.0035,126.274,126.527,1263.64,-82.2006,53.4013,57.3937,0.63,111.7947,10.81
12/22/05,126.69,126.31,126.69,126.08,32250600,22.7616,13.9392,126.0689,126.124,126.596,1264.868,-60.8414,57.7335,60.9047,0.62,111.5655,10.29
12/23/05,126.76,126.79,126.86,126.42,27977300,49.6814,27.4611,126.1347,126.204,126.639,1265.797,-58.5761,58.1776,61.2531,0.64,111.5976,10.27
12/27/05,125.47,126.92,127.05,125.38,44507100,45.5447,39.3292,126.0714,126.156,126.541,1265.408,-97.1787,48.1392,50.398,0.66,111.905,11.57
12/28/05,125.75,125.74,125.99,125.5,30764800,39.8771,45.0344,126.0408,126.14,126.385,1264.482,-88.4013,50.1499,51.6392,0.61,111.7792,11.35
12/29/05,125.19,125.72,125.96,125.06,33035000,11.3592,32.2603,125.9597,125.972,126.123,1262.65,-96.2963,46.2849,48.6245,0.55,111.7229,11.61
12/30/05,124.51,124.8,125.06,124.36,44646100,11.4215,20.8859,125.8217,125.536,125.83,1260.385,-96.4371,42.0473,44.0928,0.5,111.6938,12.07
1/3/06,126.7,125.1,127,124.39,73398800,33.0326,18.6044,125.9053,125.524,125.864,1260.533,-44.4181,56.0145,58.1473,0.45,111.0199,11.14
1/4/06,127.3,126.86,127.49,126.7,52244900,62.1649,35.5397,126.0381,125.89,126.023,1261.887,-30.1663,58.9346,60.5725,0.45,110.4728,11.37
1/5/06,127.38,127.17,127.59,126.88,47314500,91.4723,62.2233,126.1659,126.216,126.178,1263.273,-28.266,59.3224,60.5831,0.43,110.5089,11.31
1/6/06,128.44,128.04,128.58,127.36,62894200,94.7035,82.7803,126.3825,126.866,126.419,1265.539,-3.3175,64.1525,66.3844,0.42,110.2205,11
1/9/06,128.77,128.42,129.06,128.38,43536800,94.657,93.611,126.6099,127.718,126.627,1267.742,-6.1702,65.5249,68.3539,0.38,110.3442,11.13
1/10/06,128.9,128.39,128.98,128.26,44965400,94.5643,94.6416,126.828,128.158,126.841,1269.845,-3.4043,66.0759,67.9343,0.38,110.3124,10.86
1/11/06,129.31,129.02,129.44,128.73,49608100,93.9775,94.3996,127.0644,128.56,127.225,1273.609,-2.5591,67.8227,69.8777,0.38,110.0376,10.94
1/12/06,128.8,129.08,129.28,128.44,40525300,85.791,91.4443,127.2297,128.844,127.53,1276.398,-12.5984,63.4464,62.5006,0.37,110.2115,11.2
1/13/06,128.68,128.57,128.9,128.2,44864900,67.6208,82.4631,127.3678,128.892,127.879,1279.717,-14.9606,62.4258,63.2971,0.36,110.1404,11.23
