timestamp,close,open,high,low,volume,ATR,Boll Mid Band,Boll Upper Band,Boll Lower Band,CCI ,EMA20,MA5,MA10,MACD Value,MACD Signal,MACD Hist,MOM 6,MOM12,ROC,SlowK,SlowD,WVAD,TNX close
1/19/16,1881.33,1888.66,1901.4399,1864.6,4928350000,36.2032,1987.6995,2120.4333,1854.9657,-166.5094,1968.259,1902.492,1930.822,-43.2743,-30.8631,-12.4112,-245.3099,-138.0901,-11.5351,34.1331,30.4293,-89.4963,2.035
1/15/16,1880.33,1916.6801,1916.6801,1857.83,5468460000,36.1542,1995.7275,2120.9669,1870.4882,-188.8346,1977.4095,1910.96,1943.955,-40.8311,-27.7603,-13.0708,-243.9601,-112.3401,-11.4843,26.9689,25.3366,-89.9432,2.033
1/14/16,1921.84,1891.6801,1934.47,1878.9301,5241110000,34.0115,2005.3645,2123.0355,1887.6935,-172.8708,1987.6284,1919.3,1960.316,-37.0171,-24.4926,-12.5245,-185.5599,-89.4301,-8.8052,30.1859,22.5286,-78.8235,2.098
1/13/16,1890.28,1940.34,1950.33,1886.41,5087030000,32.3554,2011.443,2123.6611,1899.225,-198.2057,1994.5535,1923.55,1974.468,-35.8371,-21.3615,-14.4756,-218.6699,-132.75,-10.3687,18.8552,15.2559,-98.0169,2.066
1/12/16,1938.6801,1927.83,1947.38,1914.35,4887260000,29.9274,2018.026,2115.5221,1920.5299,-184.1249,2005.5296,1943.546,1993.276,-30.5962,-17.7426,-12.8536,-160.92,-89.58,-7.6643,18.5448,10.9519,-79.1754,2.102
1/11/16,1923.67,1926.12,1935.65,1901.1,4607290000,29.6887,2021.7105,2112.2557,1931.1654,-236.8038,2012.5664,1959.152,2005.058,-28.39,-14.5292,-13.8608,-152.9501,-121.14,-7.3653,8.3676,9.6889,-87.493,2.158
1/8/16,1922.03,1945.97,1960.4,1918.46,4664940000,29.3148,2028.1385,2107.4925,1948.7846,-250.3429,2021.9239,1976.95,2018.79,-23.6328,-11.064,-12.5688,-129.28,-140.1099,-6.3023,5.9433,14.2146,-97.8111,2.13
1/7/16,1943.09,1985.3199,1985.3199,1938.83,5076590000,28.3436,2034.418,2097.3738,1971.4623,-245.6972,2032.4391,2001.332,2033.016,-17.0502,-7.9218,-9.1284,-103.5901,-82.8101,-5.0614,14.7557,18.375,-97.0153,2.153
1/6/16,1990.26,2011.71,2011.71,1979.05,4336660000,26.5677,2040.443,2088.6121,1992.2739,-180.7108,2041.8442,2025.386,2042.604,-10.5447,-5.6397,-4.905,-91.0801,-12.35,-4.376,21.9448,22.3024,-89.0645,2.177
1/5/16,2016.71,2013.78,2021.9399,2004.17,3706620000,25.7145,2044.7835,2089.6115,1999.9556,-137.0753,2047.2742,2043.006,2045.693,-6.8906,-4.4134,-2.4772,-52.05,-3.87,-2.516,18.4243,31.5835,-70.5813,2.248
1/4/16,2012.66,2038.2,2038.2,1989.6801,4304880000,26.3256,2048.5325,2095.8162,2001.2489,-152.6491,2050.4914,2050.964,2044.577,-4.8196,-3.7941,-1.0255,-64.12,-45.5399,-3.0875,26.5382,51.0911,-74.9891,2.245
12/31/15,2043.9399,2060.5901,2062.54,2043.62,2655330000,24.1768,2050.3805,2094.7083,2006.0528,-43.7753,2054.4737,2060.63,2047.5,-1.6937,-3.5377,1.844,-33.48,-14.96,-1.6116,49.788,71.8909,-42.6049,2.269
12/30/15,2063.3601,2077.3401,2077.3401,2061.97,2367430000,24.5181,2052.159,2098.1341,2006.1839,16.7308,2055.5825,2064.7,2050.413,-0.8643,-3.9987,3.1345,0.25,-16.99,0.0121,76.9473,83.6334,-20.6115,2.303
12/29/15,2078.3601,2060.54,2081.5601,2060.54,2542000000,25.1433,2054.1225,2104.9423,2003.3027,39.3206,2054.7638,2059.822,2048.418,-1.7703,-4.7824,3.0121,20.7202,-12.21,1.007,88.9373,82.4119,-3.624,2.307
12/28/15,2056.5,2057.77,2057.77,2044.2,2492510000,25.1497,2054.225,2105.2478,2003.2022,-25.1366,2052.28,2048.38,2042.776,-4.4282,-5.5354,1.1072,-44.99,-32.27,-2.1409,85.0157,69.6857,-27.3689,2.225
12/24/15,2060.99,2063.52,2067.3601,2058.73,1411860000,25.7928,2055.9055,2109.2773,2002.5338,6.0246,2051.8358,2038.19,2038.363,-5.5305,-5.8122,0.2817,-41.3201,-20.8899,-1.9655,73.2825,50.6813,-30.2902,2.243
12/23/15,2064.29,2042.2,2064.73,2042.2,3484090000,27.113,2057.2995,2112.5529,2002.0462,-12.8712,2050.8722,2034.37,2037.487,-7.3142,-5.8826,-1.4316,-44.29,-17.8799,-2.1005,50.759,36.8264,-29.3796,2.264
12/22/15,2038.97,2023.15,2042.74,2020.49,3520860000,27.2171,2058.542,2115.4608,2001.6232,-87.3084,2049.4598,2036.126,2035.82,-9.8205,-5.5247,-4.2958,-85.23,-39.5701,-4.0123,28.0024,38.6423,-54.5537,2.239
12/21/15,2021.15,2010.27,2022.9,2005.9301,3760280000,27.5992,2060.923,2118.3495,2003.4966,-150.4756,2050.564,2037.014,2038.282,-10.2985,-4.4508,-5.8477,-101.7001,-49.4999,-4.7907,31.7177,52.8072,-74.8761,2.197
12/18/15,2005.55,2040.8101,2040.8101,2005.33,6683070000,28.3876,2064.324,2119.9543,2008.6937,-162.751,2053.6602,2037.172,2043.874,-8.9444,-2.9888,-5.9555,-104.4399,-55.6799,-4.9498,56.2066,62.9194,-88.9289,2.199
12/17/15,2041.89,2073.76,2076.3701,2041.66,4327390000,27.7589,2068.1085,2117.137,2019.08,-53.813,2058.7244,2038.536,2052.488,-5.4976,-1.5,-3.9976,-79.35,29,-3.7407,70.4972,54.7294,-56.1931,2.238
12/16/15,2073.0701,2046.5,2076.72,2042.4301,4635450000,27.2242,2070.193,2118.118,2022.268,-21.8151,2060.4965,2040.604,2053.261,-4.7184,-0.5005,-4.2178,-27.3699,100.3301,-1.3031,62.0543,38.4201,-28.1055,2.287
12/15/15,2043.41,2025.55,2053.8701,2025.55,4353540000,26.6807,2069.0615,2117.7243,2020.3987,-102.7222,2059.1729,2035.514,2053.905,-6.8298,0.5539,-7.3838,-52.88,53.78,-2.5226,31.6367,23.4152,-54.8239,2.268
12/14/15,2021.9399,2013.37,2022.92,1993.26,4612440000,26.2769,2069.5505,2117.3615,2021.7395,-211.1282,2060.8322,2039.55,2059.827,-6.4056,2.3999,-8.8055,-62.49,19.61,-2.9979,21.5692,21.875,-74.1646,2.225
12/11/15,2012.37,2047.27,2047.27,2008.8,4301060000,26.0166,2069.6055,2117.1993,2022.0117,-211.6481,2064.9261,2050.576,2065.674,-3.5849,4.6012,-8.1861,-81.7401,-22.96,-3.9033,17.0398,26.877,-96.2607,2.139
12/10/15,2052.23,2047.9301,2067.6499,2045.67,3715150000,24.6771,2071.2855,2112.6428,2029.9282,-105.9275,2070.4583,2066.44,2073.448,1.0419,6.6477,-5.6058,-56.6301,26.09,-2.6853,27.016,40.0925,-76.8232,2.239
12/9/15,2047.62,2061.1699,2080.3301,2036.53,4385250000,24.8846,2072.424,2112.8638,2031.9842,-119.1753,2072.3771,2065.918,2077.112,2.8738,8.0492,-5.1754,-57.58,-12.2001,-2.7351,36.5753,47.4757,-83.6286,2.208
12/8/15,2063.5901,2073.3899,2073.8501,2052.3201,4173570000,23.4296,2074.129,2113.0903,2035.1677,-82.0967,2074.9831,2072.296,2081.264,5.6395,9.343,-3.7035,-16.5598,3.28,-0.7961,56.6861,46.424,-65.6975,2.238
12/7/15,2077.0701,2090.4199,2090.4199,2066.78,4043820000,23.328,2074.8785,2113.5759,2036.1811,-8.8166,2076.1823,2080.104,2083.564,7.4615,10.2689,-2.8075,-2.21,1.7,-0.1063,49.1657,40.6775,-43.9275,2.225
12/4/15,2091.6899,2051.24,2093.8401,2051.24,4214910000,23.2063,2075.985,2116.109,2035.861,-3.2308,2076.0889,2080.772,2084.774,8.3059,10.9708,-2.6649,-1.1401,19.77,-0.0545,33.4202,40.5741,-14.821,2.275
12/3/15,2049.6201,2080.71,2085,2042.35,4306490000,21.5899,2076.397,2117.3189,2035.4751,-88.0679,2074.4467,2080.456,2083.729,7.7744,11.637,-3.8626,-46.22,-24.71,-2.2053,39.4466,52.9638,-64.3849,2.33
12/2/15,2079.51,2101.71,2104.27,2077.1101,3950640000,19.9699,2079.0315,2119.5004,2038.5626,40.0675,2077.06,2088.306,2087.125,11.2663,12.6027,-1.3364,-34.5601,12.96,-1.6348,48.8554,60.1941,-29.1706,2.178
12/1/15,2102.6299,2082.9299,2103.3701,2082.9299,3712120000,19.4168,2080.5455,2123.1804,2037.9106,78.0383,2076.8021,2090.232,2084.218,12.5161,12.9368,-0.4207,-6.9702,49.1899,-0.3304,70.5895,69.0058,-0.8814,2.155
11/30/15,2080.4099,2090.95,2093.8101,2080.4099,4275030000,19.1442,2080.6165,2123.4028,2037.8302,40.6759,2074.0834,2087.024,2079.274,11.5752,13.0419,-1.4667,-31.3201,12.8499,-1.4831,61.1375,71.1836,-21.437,2.218
11/27/15,2090.1101,2088.8201,2093.29,2084.1299,1466840000,19.5861,2080.564,2123.3538,2037.7743,57.7451,2073.4174,2088.776,2073.537,12.4683,13.4086,-0.9403,-17.2798,17.28,-0.82,75.2905,78.7826,-8.948,2.225
11/25/15,2088.8701,2089.3,2093,2086.3,2852940000,20.3881,2080.529,2123.2886,2037.7694,60.8353,2071.6603,2087.002,2069.123,12.4392,13.6437,-1.2045,-31.9199,21.8401,-1.5051,77.1227,82.7091,-15.802,2.232
11/24/15,2089.1399,2084.4199,2094.1201,2070.29,3884930000,21.441,2080.603,2123.4251,2037.7809,50.3075,2069.8488,2085.944,2067.736,12.3473,13.9448,-1.5975,-34.3401,19.73,-1.6172,83.9344,88.0071,-21.9713,2.243
