timestamp,close,open,high,low,EMA20,MA5,MA10,SlowK,SlowD,WVAD
5/2/05,1162.16,1156.85,1162.87,1154.71,1161.7591,1154.088,1153.489,53.2949,47.1508,-49.6028
5/3/05,1161.17,1162.16,1166.89,1156.71,1161.703,1155.956,1154.328,79.333,59.6927,-35.0467
5/4/05,1175.65,1161.17,1176.01,1161.17,1163.0313,1159.81,1158.143,89.3547,73.9942,-0.9031
5/5/05,1172.63,1175.65,1178.62,1166.77,1163.9455,1165.692,1159.411,87.7271,85.4716,-14.1041
5/6/05,1171.35,1172.63,1177.75,1170.5,1164.6507,1168.592,1161.334,84.4751,87.1856,-17.118
5/9/05,1178.84,1171.35,1178.87,1169.38,1166.002,1171.928,1163.008,84.7558,85.6526,-0.0703
5/10/05,1166.22,1178.84,1178.84,1162.98,1166.0228,1172.938,1164.447,65.9965,78.4091,-30.5778
5/11/05,1171.11,1166.22,1171.77,1157.71,1166.5073,1172.03,1165.92,63.9074,71.5532,-19.5565
5/12/05,1159.36,1171.11,1173.37,1157.76,1165.8266,1169.376,1167.534,33.2185,54.3742,-49.1683
5/13/05,1154.05,1159.36,1163.75,1146.1801,1164.705,1165.916,1167.254,31.7332,42.953,-62.5502
5/16/05,1165.6899,1154.05,1165.75,1153.64,1164.7988,1163.286,1167.607,30.5363,31.8294,-33.2158
5/17/05,1173.8,1165.6899,1174.35,1159.86,1165.6561,1164.802,1168.87,60.6197,40.9631,-12.7771
5/18/05,1185.5601,1173.8,1187.9,1173.8,1167.5517,1167.692,1169.861,84.0585,58.4048,-4.8039
5/19/05,1191.08,1185.5601,1191.09,1184.49,1169.7925,1174.036,1171.706,97.4723,80.7168,-0.0223
5/20/05,1189.28,1191.08,1191.22,1185.1899,1171.6484,1181.082,1173.499,96.4023,92.6444,-4.3072
5/23/05,1193.86,1189.28,1197.4399,1188.76,1173.7638,1186.716,1175.001,95.0964,96.3237,-6.9839
5/24/05,1194.0699,1193.86,1195.29,1189.87,1175.6977,1190.77,1177.786,90.352,93.9502,-6.5743
5/25/05,1190.01,1194.0699,1194.0699,1185.96,1177.0608,1191.66,1179.676,72.948,86.1322,-14.4946
5/26/05,1197.62,1190.01,1198.95,1190.01,1179.0188,1192.968,1183.502,72.9016,78.7339,-2.5203
5/27/05,1198.78,1197.62,1199.5601,1195.28,1180.9008,1194.868,1187.975,75.7417,73.8638,-1.4613
5/31/05,1191.5,1198.78,1198.78,1191.5,1181.9103,1194.396,1190.556,75.1115,74.5849,-15.0994
6/1/05,1202.22,1191.5,1205.64,1191.03,1183.8445,1196.026,1193.398,72.5405,74.4646,-5.7518
6/2/05,1204.29,1202.27,1204.67,1198.42,1185.7917,1198.882,1195.271,71.5733,73.0751,-2.2704
6/3/05,1196.02,1204.29,1205.09,1194.55,1186.7659,1198.562,1195.765,69.3798,71.1645,-18.5
6/6/05,1197.51,1196.02,1198.78,1192.75,1187.7891,1198.308,1196.588,56.6236,65.8589,-17.7588
6/7/05,1197.26,1197.51,1208.85,1197.26,1188.6911,1199.46,1196.928,37.8228,54.6087,-33.067
6/8/05,1194.67,1197.26,1201.97,1193.33,1189.2605,1197.95,1196.988,30.4132,41.6199,-58.2099
6/9/05,1200.9301,1194.67,1201.86,1191.09,1190.3719,1197.278,1198.08,34.0974,34.1112,-33.4738
6/10/05,1198.11,1200.9301,1202.79,1192.64,1191.1089,1197.696,1198.129,35.6196,33.3767,-46.92
6/13/05,1200.8199,1198.11,1206.03,1194.51,1192.0337,1198.358,1198.333,49.9063,39.8744,-35.0809
6/14/05,1203.91,1200.8199,1207.53,1200.1801,1193.1648,1199.688,1199.574,57.4312,47.6524,-21.5812
6/15/05,1206.58,1203.91,1208.08,1198.66,1194.4424,1202.07,1200.01,74.6459,60.6611,-12.049
6/16/05,1210.96,1206.55,1212.1,1205.47,1196.0155,1204.076,1200.677,87.7646,73.2806,-5.4106
6/17/05,1216.96,1210.9301,1219.55,1210.9301,1198.0102,1207.846,1202.771,91.6564,84.689,-9.0816
6/20/05,1216.1,1216.96,1219.1,1210.65,1199.7331,1210.902,1204.63,89.0942,89.505,-12.097
6/21/05,1213.61,1216.1,1217.13,1211.86,1201.0547,1212.842,1206.265,81.5686,87.4397,-20.8716
6/22/05,1213.88,1213.61,1219.59,1211.6899,1202.2761,1214.302,1208.186,71.5369,80.7332,-20.035
6/23/05,1200.73,1213.88,1216.45,1200.72,1202.1289,1212.256,1208.166,43.7264,65.6107,-66.1754
6/24/05,1191.5699,1200.73,1200.9,1191.45,1201.1233,1207.178,1207.512,20.0135,45.0923,-98.3159
6/27/05,1190.6899,1191.5699,1194.33,1188.3,1200.1296,1202.096,1206.499,2.7058,22.1486,-92.3621
6/28/05,1201.5699,1190.6899,1202.54,1190.6899,1200.2668,1199.688,1206.265,16.8246,13.1813,-57.5905
6/29/05,1199.85,1201.5699,1204.0699,1198.7,1200.2271,1196.882,1205.592,30.3592,16.6299,-63.0874
6/30/05,1191.33,1199.85,1203.27,1190.51,1199.3798,1195.002,1203.629,34.2176,27.1338,-90.3167
7/1/05,1194.4399,1191.33,1197.89,1191.33,1198.9093,1195.576,1201.377,33.0592,32.5453,-80.3774
7/5/05,1204.99,1194.4399,1206.34,1192.49,1199.4884,1198.436,1200.266,49.8732,39.05,-46.6603
7/6/05,1194.9399,1204.99,1206.11,1194.78,1199.0552,1197.11,1198.399,52.7969,45.2431,-78.7795
7/7/05,1197.87,1194.9399,1198.46,1183.55,1198.9423,1196.714,1196.798,60.7637,54.4779,-60.2664
7/8/05,1211.86,1197.87,1212.73,1197.2,1200.1726,1200.82,1197.911,62.6125,58.7244,-21.4484
7/11/05,1219.4399,1211.86,1220.03,1211.86,1202.0076,1205.82,1200.698,86.0785,69.8182,-1.6176
7/12/05,1222.21,1219.4399,1225.54,1216.6,1203.9316,1209.264,1203.85,95.8234,81.5048,-7.9306
7/13/05,1223.29,1222.21,1224.46,1219.64,1205.7753,1214.934,1206.022,95.0311,92.311,-5.3584
7/14/05,1226.5,1223.29,1233.16,1223.29,1207.7491,1220.66,1208.687,89.3968,93.4171,-13.4248
7/15/05,1227.92,1226.5,1229.53,1223.5,1209.6701,1223.872,1212.346,83.84,89.4226,-10.5624
7/18/05,1221.13,1227.92,1227.92,1221.13,1210.7615,1224.21,1215.015,61.4112,78.216,-24.2492
7/19/05,1229.35,1221.13,1230.34,1221.13,1212.5319,1225.638,1217.451,58.1912,67.8141,-7.68
7/20/05,1235.2,1229.35,1236.5601,1222.91,1214.6907,1228.02,1221.477,63.4532,61.0185,-2.5658
7/21/05,1227.04,1235.2,1235.83,1224.7,1215.8668,1228.128,1224.394,67.1022,62.9155,-17.9589
7/22/05,1233.6801,1227.04,1234.1899,1226.15,1217.5633,1229.28,1226.576,70.2742,66.9432,-5.4329
7/25/05,1229.03,1233.6801,1238.36,1228.15,1218.6554,1230.86,1227.535,55.1625,64.1796,-17.0224
7/26/05,1231.16,1229.03,1234.42,1229.03,1219.8463,1231.222,1228.43,60.1946,61.8771,-13.1362
7/27/05,1236.79,1231.16,1237.64,1230.15,1221.46,1231.54,1229.78,62.5852,59.3141,-3.8142
7/28/05,1243.72,1236.79,1245.15,1235.8101,1223.58,1234.876,1231.502,78.1262,66.9687,-4.2957
7/29/05,1234.1801,1243.72,1245.04,1234.1801,1224.5895,1234.976,1232.128,72.1504,70.9539,-38.4236
8/1/05,1235.35,1234.1801,1239.1,1233.8,1225.6143,1236.24,1233.55,55.7166,68.6644,-38.4165
8/2/05,1244.12,1235.35,1244.6899,1235.35,1227.3768,1238.832,1235.027,55.9365,61.2678,-4.2882
8/3/05,1245.04,1244.12,1245.86,1240.5699,1229.059,1240.482,1236.011,75.18,62.2777,-3.3156
8/4/05,1235.86,1245.04,1245.04,1235.15,1229.7067,1238.91,1236.893,67.805,66.3072,-40.4367
8/5/05,1226.42,1235.86,1235.86,1225.62,1229.3937,1237.358,1236.167,38.0782,60.3544,-78.6088
8/8/05,1223.13,1226.42,1232.28,1222.67,1228.7972,1234.914,1235.577,7.6724,37.8519,-98.0165
8/9/05,1231.38,1223.13,1234.11,1223.13,1229.0431,1232.366,1235.599,14.4985,20.083,-62.4408
8/10/05,1229.13,1231.38,1242.6899,1226.58,1229.0514,1229.184,1234.833,22.8068,14.9926,-72.1433
8/11/05,1237.8101,1229.13,1237.8101,1228.33,1229.8856,1229.574,1234.242,47.354,28.2198,-34.713
8/12/05,1230.39,1237.8101,1237.8101,1225.87,1229.9336,1230.368,1233.863,47.688,39.2829,-66.7098
8/15/05,1233.87,1230.4,1236.24,1226.2,1230.3085,1232.516,1233.715,56.3648,50.4689,-51.7034
8/16/05,1219.34,1233.87,1233.87,1219.05,1229.2639,1230.108,1231.237,31.5653,45.2061,-98.9186
8/17/05,1220.24,1219.34,1225.63,1218.0699,1228.4045,1228.33,1228.757,22.3759,36.7687,-92.1913
8/18/05,1219.02,1220.24,1222.64,1215.9301,1227.5107,1224.572,1227.073,8.7806,20.9073,-89.676
8/19/05,1219.71,1219.02,1225.08,1219.02,1226.7678,1222.436,1226.402,14.5755,15.244,-87.3708
8/22/05,1221.73,1219.71,1228.96,1216.47,1226.288,1220.008,1226.262,21.6877,15.0146,-80.6217
8/23/05,1217.59,1221.73,1223.04,1214.4399,1225.4596,1219.658,1224.883,24.2117,20.1583,-89.7058
8/24/05,1209.59,1217.5699,1224.15,1209.37,1223.9482,1217.528,1222.929,18.3823,21.4272,-99.3398
8/25/05,1212.37,1209.59,1213.73,1209.5699,1222.8455,1216.198,1220.385,12.7104,18.4348,-90.9964
8/26/05,1205.1,1212.4,1212.4,1204.23,1221.1555,1213.276,1217.856,6.6516,12.5814,-97.7379
8/29/05,1212.28,1205.1,1214.28,1201.53,1220.3102,1211.386,1215.697,22.1188,13.8269,-73.8824
8/30/05,1208.41,1212.28,1212.28,1201.0699,1219.1768,1209.55,1214.604,27.615,18.7951,-80.0216
8/31/05,1220.33,1208.41,1220.36,1204.4,1219.2867,1211.698,1214.613,59.7238,36.4858,-47.5777
9/1/05,1221.59,1220.33,1227.29,1216.1801,1219.506,1213.542,1214.87,69.9692,52.436,-41.6548
9/2/05,1218.02,1221.59,1224.45,1217.75,1219.3645,1216.126,1214.701,80.9168,70.2033,-48.323
9/6/05,1233.39,1218.02,1233.61,1218.02,1220.7003,1220.348,1215.867,80.7433,77.2098,-0.676
9/7/05,1236.36,1233.39,1237.0601,1230.9301,1222.1917,1225.938,1217.744,87.2753,82.9785,-1.9452
9/8/05,1231.67,1236.36,1236.36,1229.51,1223.0944,1228.206,1219.952,90.4554,86.158,-14.9764
9/9/05,1241.48,1231.67,1243.13,1231.67,1224.8454,1232.184,1222.863,88.5137,88.7481,-3.923
9/12/05,1240.5601,1241.48,1242.6,1239.15,1226.342,1236.692,1226.409,85.8166,88.2619,-6.1102
9/13/05,1231.2,1240.5699,1240.5699,1231.2,1226.8047,1236.254,1228.301,65.2239,79.8514,-28.3643
9/14/05,1227.16,1231.2,1234.74,1226.16,1226.8385,1234.414,1230.176,36.0219,62.3541,-37.9694
9/15/05,1227.73,1227.16,1231.88,1224.85,1226.9234,1233.626,1230.916,11.3518,37.5326,-36.6144
9/16/05,1237.91,1228.42,1237.95,1228.42,1227.9698,1232.912,1232.548,31.7418,26.3719,-12.4108
9/19/05,1231.02,1237.91,1237.91,1227.65,1228.2603,1231.004,1233.848,42.8608,28.6515,-28.7921
9/20/05,1221.34,1231.02,1236.49,1220.0699,1227.6012,1229.032,1232.643,39.9768,38.1932,-56.2614
9/21/05,1210.2,1221.34,1221.52,1209.89,1225.9439,1225.64,1230.027,15.8191,32.8856,-99.0676
9/22/05,1214.62,1210.2,1216.64,1205.35,1224.8655,1223.018,1228.322,12.2144,22.6701,-75.4632
9/23/05,1215.29,1214.62,1218.83,1209.8,1223.9535,1218.494,1225.703,20.0229,16.0188,-73.6896
9/26/05,1215.63,1215.29,1222.5601,1211.84,1223.1608,1215.416,1223.21,30.6588,20.9654,-72.7898
9/27/05,1215.66,1215.63,1220.17,1211.11,1222.4464,1214.28,1221.656,41.1493,30.6103,-72.7103
9/28/05,1216.89,1215.66,1220.98,1212.72,1221.9173,1215.618,1220.629,53.3244,41.7108,-69.4547
9/29/05,1227.6801,1216.89,1228.7,1211.54,1222.4661,1218.23,1220.624,73.8549,56.1095,-40.0535
9/30/05,1228.8101,1227.6801,1229.5699,1225.22,1223.0703,1220.934,1219.714,85.8471,71.0088,-33.3898
10/3/05,1226.7,1228.8101,1233.34,1225.15,1223.416,1223.148,1219.282,86.8725,82.1915,-34.5092
10/4/05,1214.47,1226.7,1229.88,1214.02,1222.564,1222.91,1218.595,59.818,77.5125,-72.0245
10/5/05,1196.39,1214.47,1214.47,1196.25,1220.0712,1218.81,1217.214,27.9827,58.2244,-99.6642
10/6/05,1191.49,1196.39,1202.14,1181.92,1217.3492,1211.572,1214.901,10.8097,32.8701,-82.9078
10/7/05,1195.9,1191.49,1199.71,1191.46,1215.3064,1204.99,1212.962,15.3922,18.0615,-74.3815
10/10/05,1187.33,1195.9,1196.52,1186.12,1212.642,1197.116,1210.132,19.0264,15.0761,-89.479
10/11/05,1184.87,1187.33,1193.1,1183.16,1209.997,1191.196,1207.053,15.8436,16.7541,-94.263
10/12/05,1177.6801,1184.87,1190.02,1173.65,1206.9192,1187.454,1203.132,11.4961,15.4554,-93.2484
10/13/05,1176.84,1177.6801,1179.5601,1168.2,1204.0545,1184.524,1198.048,16.8761,14.7386,-86.7362
10/14/05,1186.5699,1176.84,1187.13,1175.4399,1202.3893,1182.658,1193.824,35.477,21.2831,-71.7992
10/17/05,1190.1,1186.5699,1191.21,1184.48,1201.2189,1183.212,1190.164,60.0791,37.4774,-66.3801
10/18/05,1178.14,1190.1,1190.1,1178.13,1199.0209,1181.866,1186.531,65.3388,53.6316,-84.7405
10/19/05,1195.76,1178.14,1195.76,1170.55,1198.7104,1185.482,1186.468,77.0502,67.4894,-57.691
10/20/05,1177.8,1195.76,1197.3,1173.3,1196.7189,1185.674,1185.099,56.7672,66.3854,-85.2624
10/21/05,1179.59,1177.8,1186.46,1174.92,1195.0876,1184.278,1183.468,53.6323,62.4832,-81.5337
10/24/05,1199.38,1179.59,1199.39,1179.59,1195.4964,1186.134,1184.673,53.6207,54.6734,-32.6128
10/25/05,1196.54,1199.38,1201.3,1189.29,1195.5958,1189.814,1185.84,72.7599,60.0043,-16.4996
10/26/05,1191.38,1196.54,1204.01,1191.38,1195.1943,1188.938,1187.21,81.1196,69.1667,-35.2694
10/27/05,1178.9,1191.38,1192.65,1178.89,1193.6424,1189.158,1187.416,52.3584,68.746,-70.1199
10/28/05,1198.41,1178.9,1198.41,1178.9,1194.0965,1192.922,1188.6,50.0873,61.1884,-15.638
10/31/05,1207.01,1198.41,1211.4301,1198.41,1195.3264,1194.448,1190.291,59.2684,53.9047,-10.2245
11/1/05,1202.76,1207.01,1207.34,1201.66,1196.0343,1195.692,1192.753,79.1598,62.8385,-20.0556
11/2/05,1214.76,1202.76,1215.17,1201.0699,1197.8177,1200.368,1194.653,86.2141,74.8808,-0.9189
11/3/05,1219.9399,1214.76,1224.7,1214.76,1199.9246,1208.576,1198.867,87.2775,84.2171,-8.7904
11/4/05,1220.14,1219.9399,1222.52,1214.45,1201.8499,1212.922,1202.922,90.3773,87.9563,-8.4209
11/7/05,1222.8101,1220.14,1224.1801,1217.29,1203.8461,1216.082,1205.265,88.0881,88.581,-3.4901
11/8/05,1218.59,1222.8101,1222.8101,1216.08,1205.2503,1219.248,1207.47,82.9335,87.133,-11.8872
11/9/05,1220.65,1218.59,1226.59,1216.53,1206.7169,1220.426,1210.397,72.4055,81.1424,-11.4959
11/10/05,1230.96,1220.65,1232.41,1215.05,1209.0258,1222.63,1215.603,72.3802,75.9064,-2.7094
11/11/05,1234.72,1230.96,1235.7,1230.72,1211.4728,1225.546,1219.234,79.4173,74.7343,-1.725
11/14/05,1233.76,1234.72,1237.2,1231.78,1213.5954,1227.736,1221.909,90.5501,80.7825,-5.8994
11/15/05,1229.01,1233.76,1237.9399,1226.41,1215.0635,1229.82,1224.534,80.2372,83.4015,-15.1227
11/16/05,1231.21,1229.01,1232.24,1227.1801,1216.6012,1231.932,1226.179,72.0185,80.9353,-11.399
11/17/05,1242.8,1231.21,1242.96,1231.21,1219.0964,1234.3,1228.465,76.8732,76.3763,-0.359
11/18/05,1248.27,1242.8,1249.58,1240.71,1221.8748,1237.01,1231.278,87.9929,78.9615,-2.7003
11/21/05,1254.85,1248.27,1255.89,1246.9,1225.0153,1241.228,1234.482,96.6174,87.1612,-1.8972
11/22/05,1261.23,1254.85,1261.9,1251.4,1228.4643,1247.672,1238.746,96.2962,93.6355,-1.4121
11/23/05,1265.61,1261.23,1270.64,1259.51,1232.002,1254.552,1243.242,93.9285,95.614,-8.9518
11/25/05,1268.25,1265.61,1268.78,1265.54,1235.4542,1259.642,1246.971,92.4427,94.2224,-4.2994
11/28/05,1257.46,1268.25,1268.4399,1257.17,1237.55,1261.48,1249.245,74.5798,86.9836,-23.7094
11/29/05,1257.48,1257.46,1266.1801,1257.46,1239.4481,1262.006,1251.617,56.0323,74.3516,-23.6734
11/30/05,1249.48,1257.48,1260.9301,1249.39,1240.4035,1259.656,1253.664,25.5019,52.038,-38.0645
12/1/05,1264.67,1249.48,1266.17,1249.48,1242.7146,1259.468,1257.01,36.9425,39.4922,-13.4976
12/2/05,1265.08,1264.67,1266.85,1261.42,1244.8446,1258.834,1259.238,53.8631,38.7692,-12.5708
12/5/05,1262.09,1265.08,1265.08,1258.12,1246.487,1259.76,1260.62,77.9678,56.2578,-19.3309
12/6/05,1263.7,1262.09,1272.89,1262.09,1248.1264,1261.004,1261.505,71.9977,67.9429,-20.1052
12/7/05,1257.37,1263.7,1264.85,1253.02,1249.0067,1262.582,1261.119,55.7782,68.5812,-37.2361
12/8/05,1255.84,1257.37,1263.36,1250.91,1249.6575,1260.816,1260.142,39.0087,55.5949,-52.9833
12/9/05,1259.37,1255.84,1263.08,1254.24,1250.5825,1259.674,1259.254,31.5407,42.1092,-52.0201
12/12/05,1260.4301,1259.37,1263.86,1255.52,1251.5204,1259.342,1259.551,34.7436,35.0977,-53.0211
12/13/05,1267.4301,1260.4301,1272.11,1258.5601,1253.0356,1260.088,1260.546,53.2421,39.8422,-23.2339
12/14/05,1272.74,1267.4301,1275.8,1267.0699,1254.9122,1263.162,1262.872,69.6476,52.5444,-11.5867
12/15/05,1270.9399,1272.74,1275.17,1267.74,1256.4386,1266.182,1263.499,81.0294,67.973,-18.4025
12/16/05,1267.3199,1270.9399,1275.24,1267.3199,1257.4749,1267.772,1263.723,74.4495,75.0422,-32.1094
12/19/05,1259.92,1267.3199,1270.51,1259.28,1257.7078,1267.67,1263.506,47.8438,67.7742,-60.1287
12/20/05,1259.62,1259.92,1263.86,1257.21,1257.8899,1266.108,1263.098,26.3459,49.5464,-61.4742
12/21/05,1262.79,1259.62,1269.37,1259.62,1258.3566,1264.118,1263.64,17.2671,30.4856,-52.27
12/22/05,1268.12,1262.79,1268.1899,1262.5,1259.2865,1263.554,1264.868,34.8077,26.1403,-30.856
12/23/05,1268.66,1268.12,1269.76,1265.92,1260.1792,1263.822,1265.797,59.1832,37.086,-28.6863
12/27/05,1256.54,1268.66,1271.83,1256.54,1259.8326,1263.146,1265.408,48.8669,47.6193,-77.3805
12/28/05,1258.17,1256.54,1261.1,1256.54,1259.6743,1262.856,1264.482,32.2504,46.7668,-70.8316
12/29/05,1254.42,1258.17,1260.61,1254.1801,1259.1739,1261.182,1262.65,4.0068,28.3747,-98.89
12/30/05,1248.29,1254.42,1254.42,1246.59,1258.1373,1257.216,1260.385,6.252,14.1697,-94.1798
1/3/06,1268.8,1248.29,1270.22,1245.74,1259.1528,1257.244,1260.533,32.1607,14.1398,-23.2867
1/4/06,1273.46,1268.8,1275.37,1267.74,1260.5154,1260.628,1261.887,62.892,33.7682,-7.7847
1/5/06,1273.48,1273.46,1276.91,1270.3,1261.7501,1263.69,1263.273,90.312,61.7882,-11.0043
1/6/06,1285.45,1273.48,1286.09,1273.48,1264.0072,1269.896,1265.539,93.6544,82.2862,-1.5862
1/9/06,1290.15,1285.45,1290.78,1284.8199,1266.497,1278.268,1267.742,95.3369,93.1011,-1.3988
1/10/06,1289.6899,1290.15,1290.15,1283.76,1268.7059,1282.446,1269.845,97.4279,95.4731,-2.4203
1/11/06,1294.1801,1289.72,1294.9,1288.12,1271.132,1286.59,1273.609,96.9811,96.582,-1.4645
1/12/06,1286.0601,1294.1801,1294.1801,1285.04,1272.5537,1289.106,1276.398,83.6908,92.6999,-17.982
1/13/06,1287.61,1286.0601,1288.96,1282.78,1273.9876,1289.538,1279.717,65.2183,81.9634,-14.8292
1/17/06,1282.9301,1287.61,1287.61,1278.61,1274.8393,1288.094,1283.181,41.7004,63.5365,-24.349
1/18/06,1277.9301,1282.9301,1282.9301,1272.08,1275.1337,1285.742,1284.094,30.6689,45.8625,-34.5199
1/19/06,1285.04,1277.9301,1287.79,1277.9301,1276.0771,1283.914,1285.252,36.9327,36.434,-20.0569
1/20/06,1261.49,1285.04,1285.04,1260.92,1274.6879,1279,1284.053,28.7703,32.124,-67.9618
1/23/06,1263.8199,1261.49,1268.1899,1261.49,1273.6528,1274.242,1281.89,23.8225,29.8419,-63.2222
1/24/06,1266.86,1263.8199,1271.47,1263.8199,1273.0059,1271.028,1279.561,11.6437,21.4122,-82.5193
1/25/06,1264.6801,1266.86,1271.87,1259.42,1272.213,1268.378,1277.06,17.1464,17.5376,-85.1747
1/26/06,1273.83,1264.6801,1276.4399,1264.6801,1272.367,1266.136,1275.025,32.2973,20.3625,-59.3858
1/27/06,1283.72,1273.83,1286.38,1273.83,1273.4482,1270.582,1274.791,54.973,34.8056,-31.5109
1/30/06,1285.1899,1283.72,1287.9399,1283.51,1274.5665,1274.856,1274.549,78.9119,55.3941,-27.3678
1/31/06,1280.08,1285.2,1285.2,1276.85,1275.0916,1277.5,1274.264,84.3104,72.7318,-41.7702
2/1/06,1282.46,1280.08,1283.33,1277.5699,1275.7933,1281.056,1274.717,79.7461,80.9895,-33.7172
2/2/06,1270.84,1282.46,1282.46,1267.72,1275.3216,1280.458,1273.297,54.7703,72.9423,-61.3407
2/3/06,1264.03,1270.84,1270.87,1261.02,1274.2462,1276.52,1273.551,34.3506,56.289,-83.8359
2/6/06,1265.02,1264.03,1267.04,1261.62,1273.3675,1272.486,1273.671,14.3848,34.5019,-80.3647
2/7/06,1254.78,1265.02,1265.78,1253.61,1271.5973,1267.426,1272.463,10.5536,19.763,-96.5918
2/8/06,1265.65,1254.78,1266.47,1254.78,1271.0309,1264.064,1272.56,20.7376,15.2253,-64.9285
2/9/06,1263.78,1265.65,1274.5601,1262.8,1270.3403,1262.652,1271.555,31.4048,20.8987,-70.3756
2/10/06,1266.99,1263.8199,1269.89,1254.98,1270.0212,1263.244,1269.882,51.3812,34.5079,-61.0253
2/13/06,1262.86,1266.99,1266.99,1258.34,1269.3392,1262.812,1267.649,52.1876,44.9912,-73.0556
2/14/06,1275.53,1262.86,1278.21,1260.8,1269.9288,1266.962,1267.194,65.5269,56.3652,-36.1489
2/15/06,1280,1275.53,1281,1271.0601,1270.888,1269.832,1266.948,76.2904,64.6683,-23.1283
2/16/06,1289.38,1280,1289.39,1280,1272.6491,1274.952,1268.802,94.8965,78.9046,-0.028
2/17/06,1287.24,1289.38,1289.47,1284.0699,1274.0387,1279.002,1271.123,96.3214,89.1695,-6.2186
2/21/06,1283.03,1287.24,1291.92,1281.33,1274.895,1283.036,1272.924,88.0802,93.0994,-23.2054
2/22/06,1292.67,1283.03,1294.17,1283.03,1276.5879,1286.464,1276.713,85.9263,90.1093,-3.6982
2/23/06,1287.79,1292.67,1293.84,1285.14,1277.6548,1288.022,1278.927,73.3059,82.4375,-15.7298
2/24/06,1289.4301,1287.79,1292.11,1285.62,1278.7762,1288.032,1281.492,70.523,76.5851,-11.6863
2/27/06,1294.12,1289.4301,1297.5699,1289.4301,1280.2375,1289.408,1284.205,65.6054,69.8115,-7.8479
2/28/06,1280.66,1294.12,1294.12,1278.66,1280.2778,1288.934,1285.985,50.8058,62.3114,-39.5185
3/1/06,1291.24,1280.66,1291.8,1280.66,1281.3218,1288.648,1287.556,51.9529,56.1214,-14.8626
3/2/06,1289.14,1291.24,1291.24,1283.21,1282.0664,1288.918,1288.47,44.1743,48.9776,-19.7932
3/3/06,1287.23,1289.14,1297.33,1284.2,1282.5582,1288.478,1288.255,55.7554,50.6275,-26.3573
3/6/06,1278.26,1287.23,1288.23,1275.67,1282.1488,1285.306,1287.357,37.5659,45.8319,-52.5156
3/7/06,1275.88,1278.26,1278.26,1271.11,1281.5518,1284.35,1286.642,25.1565,39.4926,-81.8183
3/8/06,1278.47,1275.88,1280.33,1268.42,1281.2583,1281.796,1285.222,21.6375,28.12,-65.5233
3/9/06,1272.23,1278.47,1282.74,1272.23,1280.3984,1278.414,1283.666,22.0446,22.9462,-86.9298
3/10/06,1281.42,1272.23,1284.37,1271.11,1280.4957,1277.252,1282.865,37.8551,27.1791,-55.4029
3/13/06,1284.13,1281.58,1287.37,1281.58,1280.8419,1278.426,1281.866,53.9016,37.9337,-46.1063
3/14/06,1297.48,1284.13,1298.14,1282.67,1282.4264,1282.746,1283.548,82.1017,57.9528,-2.2208
3/15/06,1303.02,1297.48,1304.4,1294.97,1284.3877,1287.656,1284.726,92.1787,76.0607,-3.8355
3/16/06,1305.33,1303.02,1310.45,1303.02,1286.3822,1294.276,1286.345,93.5397,89.2734,-12.1818
3/17/06,1307.25,1305.33,1309.79,1305.3199,1288.3696,1299.442,1288.347,90.5853,92.1012,-7.6135
3/20/06,1305.08,1307.25,1310,1303.59,1289.9611,1303.632,1291.029,85.5236,89.8828,-12.7766
3/21/06,1297.23,1305.08,1310.88,1295.8199,1290.6534,1303.582,1293.164,61.2635,79.1241,-32.148
3/22/06,1305.04,1297.23,1305.97,1295.8101,1292.0235,1303.986,1295.821,52.0407,66.2759,-13.7541
3/23/06,1301.67,1305.04,1305.04,1298.11,1292.9422,1303.254,1298.765,38.1126,50.4722,-21.6909
3/24/06,1302.95,1301.67,1306.53,1298.89,1293.8954,1302.394,1300.918,49.1704,46.4412,-18.6765
3/27/06,1301.61,1302.95,1303.74,1299.09,1294.6301,1301.7,1302.666,41.5834,42.9555,-21.8324
3/28/06,1293.23,1301.61,1306.24,1291.84,1294.4967,1300.9,1302.241,31.7758,40.8432,-44.3802
3/29/06,1302.89,1293.23,1305.6,1293.23,1295.2961,1300.47,1302.228,41.0567,38.1387,-20.0905
3/30/06,1300.25,1302.89,1310.15,1296.72,1295.7679,1300.186,1301.72,43.5382,38.7903,-36.2798
3/31/06,1294.87,1300.25,1303,1294.87,1295.6824,1298.57,1300.482,45.9003,43.4984,-56.753
4/3/06,1297.8101,1302.88,1309.1899,1296.65,1295.885,1297.81,1299.755,31.6951,40.3779,-68.6445
4/4/06,1305.9301,1297.8101,1307.55,1294.71,1296.8417,1300.35,1300.625,41.4044,39.6666,-25.9976
4/5/06,1311.5601,1305.9301,1312.8101,1304.8199,1298.2434,1302.084,1301.277,66.9196,46.673,-5.9609
4/6/06,1309.04,1311.5601,1311.99,1302.4399,1299.2717,1303.842,1302.014,82.4415,63.5885,-17.9781
4/7/06,1295.5,1309.04,1314.0699,1294.1801,1298.9125,1303.968,1301.269,59.6338,69.665,-83.5356
4/10/06,1296.62,1295.51,1300.74,1293.17,1298.6941,1303.73,1300.77,34.1049,58.7267,-78.4974
4/11/06,1286.5699,1296.6,1300.71,1282.96,1297.5395,1299.858,1300.104,11.5824,35.107,-88.3961
