0,1,2,3,
0.69148159,0.636258704,1321.917171,1278.38,
0.677215815,0.638313525,1310.670176,1280,
0.672456682,0.644541407,1306.918123,1284.91,
0.671883345,0.614873349,1306.46611,1261.52,
0.657089412,0.616623752,1294.802722,1262.9,
0.663921773,0.603191441,1300.189287,1252.3101,
0.649971783,0.630322556,1289.191254,1273.7,
0.655683398,0.59352592,1293.694234,1244.6899,
0.637215674,0.604561194,1279.134465,1253.39,
0.635560334,0.586930326,1277.829412,1239.49,
0.618698299,0.572736843,1264.535552,1228.3,
0.610993147,0.555752863,1258.460887,1214.91,
0.595354795,0.59437588,1246.131767,1245.36,
0.609467208,0.613351133,1257.257852,1260.3199,
0.624599636,0.613808014,1269.188107,1260.6801,
0.635794461,0.61294537,1278.013995,1260,
0.643744528,0.634508302,1284.281749,1277,
0.650673091,0.641091211,1289.744159,1282.1899,
0.655293643,0.603483048,1293.386956,1252.54,
0.637422264,0.610104136,1279.297338,1257.76,
0.645666003,0.580436079,1285.79662,1234.37,
0.628804684,0.617004275,1272.503325,1263.2,
0.647225976,0.643716942,1287.026487,1284.26,
0.664524019,0.622306219,1300.664091,1267.38,
0.662992001,0.613338703,1299.456263,1260.3101,
0.666167676,0.599005568,1301.959934,1249.01,
0.654394269,0.644503355,1292.677898,1284.88,
0.700085461,0.649970066,1328.700377,1289.1899,
0.695390522,0.620644478,1324.998934,1266.0699,
0.68570751,0.659013813,1317.364943,1296.3199,
0.713554323,0.670429483,1339.319092,1305.3199,
0.711522996,0.650477556,1337.717615,1289.59,
0.71283251,0.645708342,1338.750023,1285.83,
0.70946449,0.654714164,1336.09471,1292.9301,
0.719440699,0.661398546,1343.959852,1298.2,
0.726067543,0.636537754,1349.18439,1278.6,
0.712049544,0.621430891,1338.13274,1266.6899,
0.700616062,0.631388019,1329.118697,1274.54,
0.702076793,0.635421555,1330.270323,1277.72,
0.70763123,0.6537881,1334.649386,1292.2,
0.723052025,0.621621279,1346.806986,1266.84,
0.698309958,0.627544743,1327.300588,1271.51,
0.700570226,0.640419082,1329.08256,1281.66,
0.705835223,0.664544325,1333.233432,1300.6801,
0.727087557,0.641903119,1349.988559,1282.83,
0.714337885,0.635243978,1339.936845,1277.58,
0.704659939,0.631946118,1332.306849,1274.98,
0.689411104,0.583556362,1320.28482,1236.83,
0.65926379,0.590507363,1296.516979,1242.3101,
0.655572414,0.622826266,1293.606736,1267.79,
0.661310434,0.567929578,1298.130533,1224.51,
0.625619888,0.577480688,1269.992464,1232.04,
0.616605103,0.599056305,1262.885297,1249.05,
0.618639171,0.602417585,1264.488936,1251.7,
0.623794198,0.527581527,1268.553108,1192.7,
0.582974017,0.554091249,1236.370885,1213.6,
0.573831797,0.481525641,1229.16325,1156.39,
0.533668995,0.545098238,1197.499299,1206.51,
0.543160379,0.606704803,1204.982211,1255.08,
0.567616761,0.545833915,1224.263378,1207.09,
0.572494566,0.52189906,1228.108991,1188.22,
0.566165209,0.518918302,1223.118989,1185.87,
0.563727796,0.548485014,1221.197357,1209.1801,
0.571939409,0.553672675,1227.67131,1213.27,
0.579890668,0.418143305,1233.940004,1106.42,
0.52924192,0.494171666,1194.009037,1166.36,
0.5421682,0.487449232,1204.199987,1161.0601,
0.534636021,0.42811299,1198.261692,1114.28,
0.510007322,0.409023453,1178.844672,1099.23,
0.487363011,0.355319068,1160.992124,1056.89,
0.4636648,0.278377453,1142.308692,996.23,
0.430996507,0.264057129,1116.553336,984.94,
0.399283916,0.168901178,1091.551446,909.92,
0.368864,0.155329215,1067.568689,899.22,
0.327966392,0.287408516,1035.325424,1003.35,
0.362852722,0.280635219,1062.829458,998.01,
0.382052451,0.16626289,1077.966332,907.84,
0.363990068,0.215210746,1063.72613,946.43,
0.342392802,0.207752508,1046.699061,940.55,
0.336101979,0.264640597,1041.739439,985.4,
0.362231344,0.226144421,1062.339569,955.05,
0.367781818,0.1522343,1066.715507,896.78,
0.339713246,0.16660536,1044.586526,908.11,
0.316061735,0.126853461,1025.939911,876.77,
0.290314555,0.091528305,1005.641092,848.92,
0.271214098,0.207701772,990.5824825,940.51,
0.30246979,0.194484963,1015.224158,930.09,
0.319371939,0.224926749,1028.549643,954.09,
0.344814897,0.243521607,1048.608616,968.75,
0.353654802,0.240414008,1055.577909,966.3,
0.382632077,0.290452695,1078.423303,1005.75,
0.399173766,0.223252451,1091.464606,952.77,
0.374305606,0.162508403,1071.858797,904.88,
0.327298284,0.19562653,1034.798694,930.99,
0.320047319,0.180684687,1029.082106,919.21,
0.314919472,0.154986745,1025.039362,898.95,
0.298169762,0.095815523,1011.834059,852.3,
0.251582384,0.170638897,975.1050358,911.29,
0.246779919,0.122439402,971.3188201,873.29,
0.241534233,0.093849491,967.183174,850.75,
0.232823104,0.104466064,960.3154067,859.12,
0.214103311,0.03782392,945.5569096,806.58,
0.176705033,-0.030847677,916.0724806,752.44,
0.120814666,0.029515849,872.0090746,800.03,
0.100663088,0.095194003,856.1217722,851.81,
0.148898646,0.102271718,894.1502037,857.39,
0.199640289,0.14069179,934.1544074,887.68,
0.2354801,0.15154936,962.410156,896.24,
0.26686874,0.050038686,987.1566462,816.21,
0.228597045,0.09138878,956.9836243,848.81,
0.215515718,0.119204962,946.6704368,870.74,
0.224782571,0.086835196,953.9763313,845.22,
0.226718932,0.125965575,955.5029391,876.07,
0.251730114,0.168622129,975.2215048,909.7,
0.273228317,0.141947513,992.1704732,888.67,
0.280250371,0.155354583,997.7065896,899.24,
0.288782984,0.122819924,1004.433617,873.59,
0.281809449,0.130607948,998.9357517,879.73,
0.272131801,0.116452517,991.3059903,868.57,
0.264161885,0.173036188,985.0225883,913.18,
0.297645211,0.161924936,1011.420508,904.42,
0.30887863,0.137647611,1020.276823,885.28,
0.301437676,0.140945471,1014.410449,887.88,
0.292084157,0.120333845,1007.036229,871.63,
0.28157559,0.109590431,998.7513797,863.16,
0.277747631,0.115919786,995.7334549,868.15,
0.293876141,0.121817882,1008.449011,872.8,
0.299118668,0.117530664,1012.582167,869.42,
0.292979181,0.144446277,1007.741856,890.64,
0.30855462,0.160440899,1020.021377,903.25,
0.321375191,0.19665394,1030.128987,931.8,
0.334001511,0.191136367,1040.083452,927.45,
0.322612643,0.200332323,1031.104582,934.7,
0.31718421,0.164753485,1026.824859,906.65,
0.292779386,0.168660181,1007.58434,909.73,
0.278342128,0.144078438,996.2021501,890.35,
0.257212132,0.118596126,979.5434729,870.26,
0.230470777,0.12053679,958.4608555,871.79,
0.211153001,0.083537336,943.2309141,842.62,
0.189585418,0.084957952,926.2272473,843.74,
0.165134668,0.093050394,906.9505212,850.12,
0.152971864,0.036098885,897.3614877,805.22,
0.127313435,0.080518525,877.1326391,840.24,
0.117605895,0.06435901,869.4793114,827.5,
0.111179233,0.070003425,864.4125952,831.95,
0.108764865,0.075863469,862.5091315,836.57,
0.110388361,0.087456716,863.7890799,845.71,
0.122023575,0.123454128,872.9621663,874.09,
0.145565882,0.086733723,891.522686,845.14,
0.145300925,0.06230419,891.3137961,825.88,
0.129374132,0.06174609,878.7572716,825.44,
0.120174266,0.07832418,871.5041899,838.51,
0.132712737,0.070358579,881.3893945,832.23,
0.142838299,0.087634293,889.3722868,845.85,
0.15638496,0.116490569,900.0523385,868.6,
0.181271613,0.118126815,919.6727267,869.89,
0.198058158,0.063927751,932.9070713,827.16,
0.167684346,0.072273875,908.9606619,833.74,
0.149778873,0.074113066,894.8441655,835.19,
0.145607129,0.063521861,891.5552042,826.84,
0.151119947,0.01574094,895.9014554,789.17,
0.138112754,0.014789635,885.6467138,788.42,
0.12580952,0.002765129,875.9469679,778.94,
0.117174141,-0.008511016,869.1389211,770.05,
0.104270309,-0.042402872,858.9656691,743.33,
0.089918479,-0.004591636,847.6508299,773.14,
0.090331152,-0.015043316,847.976177,764.9,
0.091174349,-0.030352998,848.6409452,752.83,
0.084270008,-0.052854552,843.1976315,735.09,
0.06271296,-0.096322886,826.2022705,700.82,
0.042574674,-0.102018037,810.3254471,696.33,
0.035223655,-0.081038572,804.5299777,712.87,
0.045066021,-0.119496696,812.2896006,682.55,
0.054117624,-0.118443917,819.4257934,683.38,
0.060430143,-0.127132511,824.4025205,676.53,
0.06356363,-0.072502188,826.8729302,719.6,
0.07509391,-0.07026979,835.9632878,721.36,
0.094310977,-0.03300397,851.1138308,750.74,
0.11868909,-0.025634521,870.3332917,756.55,
0.134278283,-0.029008486,882.6236552,753.89,
0.135474131,0.001725035,883.5664498,778.12,
0.153018594,0.022311293,897.3983292,794.35,
0.157841593,0.009234009,901.2007335,784.04,
0.157121569,-0.010426312,900.6330737,768.54,
0.15740405,0.058549703,900.8557792,822.92,
0.176375046,0.037240452,915.8123228,806.12,
0.188885316,0.047083296,925.6752945,813.88,
0.19566521,0.071157676,931.0204953,832.86,
0.20592162,0.049696216,939.1065461,815.94,
0.210440516,0.013660752,942.6691988,787.53,
0.19630447,0.026776088,931.5244813,797.87,
0.190616488,0.043531755,927.0401333,811.08,
0.195656672,0.073085656,931.0137637,834.38,
0.202856719,0.083385127,936.6902091,842.5,
0.214073032,0.074480904,945.5330378,835.48,
0.211349681,0.049201537,943.385975,815.55,
0.199186638,0.061390936,933.7967535,825.16,
0.194232911,0.10121894,929.8912846,856.56,
0.199758425,0.103971385,934.247545,858.73,
0.203647435,0.082116719,937.3136011,841.5,
0.192104116,0.095511105,928.2129641,852.06,
0.192698151,0.112304824,928.6812952,865.3,
0.193122566,0.117758977,929.0158996,869.6,
0.190844268,0.070561524,927.2197121,832.39,
0.169742972,0.092999658,910.5836614,850.08,
0.161825031,0.084716955,904.3412362,843.55,
0.147947431,0.095333528,893.4002748,851.92,
0.150131404,0.113484443,895.1220979,866.23,
0.161242887,0.102423927,903.88228,857.51,
0.164385244,0.099443169,906.3596827,855.16,
0.158487603,0.122883345,901.7100414,873.64,
0.164574519,0.121830566,906.5089049,872.81,
0.161127448,0.127804767,903.7912688,877.52,
0.166881651,0.165501846,908.3278246,907.24,
0.175073355,0.161138523,914.7860827,903.8,
0.177960843,0.181090577,917.0625489,919.53,
0.177214503,0.165692107,916.4741422,907.39,
0.163640141,0.193394132,905.7722511,929.23,
0.17143032,0.168038661,911.9139496,909.24,
0.172731191,0.166909778,912.9395436,908.35,
0.172994554,0.135922576,913.1471765,883.92,
0.156230062,0.147528507,899.9302188,893.07,
0.15797779,0.134603432,901.3081096,882.88,
0.158207387,0.168634813,901.4891216,909.71,
0.176261008,0.166630728,915.7224159,908.13,
0.179734424,0.160719948,918.4608223,903.47,
0.172258258,0.141516255,912.5666879,888.33,
0.154528022,0.139829272,898.5883471,887,
0.149251521,0.169421226,894.4284064,910.33,
0.171854764,0.147515823,912.2485776,893.06,
0.170532137,0.164981798,911.2058316,906.83,
0.181090921,0.180595898,919.5302713,919.14,
0.196668863,0.210695214,931.8117651,942.87,
0.20693776,0.213067137,939.9076607,944.74,
0.212303236,0.196603204,944.1377483,931.76,
0.207278877,0.210175167,940.1765942,942.46,
0.216255873,0.207169041,947.2539681,940.09,
0.218515843,0.205964053,949.0357056,939.14,
0.222156465,0.210137115,951.9059355,942.43,
0.228068888,0.205976737,956.5672308,939.15,
0.224852502,0.213257398,954.0314643,944.89,
0.22527194,0.214931696,954.362145,946.21,
0.228953749,0.186405206,957.2648461,923.72,
0.214079648,0.171501414,945.5382539,911.97,
0.197432011,0.16990322,932.4134234,910.71,
0.177713662,0.179619224,916.8676743,918.37,
0.180960953,0.18324687,919.4278059,921.23,
0.185010135,0.147490455,922.6201405,893.04,
0.169718847,0.150103375,910.5646415,895.1,
0.159444675,0.157510877,902.4645872,900.94,
0.160906151,0.182016515,903.6168003,920.26,
0.177862108,0.18029148,916.9847071,918.9,
0.180968851,0.190857317,919.4340323,927.23,
0.192903966,0.180824211,928.8435575,919.32,
0.188753754,0.185910527,925.571572,923.33,
0.19646275,0.151777673,931.6492678,896.42,
0.17662026,0.154695011,916.0056467,898.72,
0.165492117,0.132256878,907.2323304,881.03,
0.146862119,0.130392319,892.5446263,879.56,
0.136530161,0.134349751,884.3990136,882.68,
0.138936758,0.129846903,886.2963507,879.13,
0.14133285,0.157650401,888.1854055,901.05,
0.157727242,0.163726075,901.1105799,905.84,
0.17058,0.197770139,911.243566,932.68,
0.190373927,0.207993506,926.8489006,940.74,
0.196761504,0.207536879,931.884802,940.38,
0.199415192,0.221172262,933.9769432,951.13,
0.207800508,0.225548269,940.5878421,954.58,
0.21281153,0.224901381,944.5384819,954.07,
0.219854504,0.253085402,950.0910923,976.29,
0.225911081,0.256852573,954.866037,979.26,
0.238144368,0.260556324,964.5106382,982.18,
0.246999741,0.2573092,971.4921255,979.62,
0.248555064,0.251639417,972.7183271,975.15,
0.248931587,0.266352947,973.0151737,986.75,
0.248148173,0.267278885,972.3975382,987.48,
0.252825052,0.286495262,976.0847424,1002.63,
0.261025935,0.290325854,982.5502372,1005.65,
0.266478807,0.286609419,986.8492264,1002.72,
0.263202101,0.279455599,984.2659044,997.08,
0.259027988,0.296452263,980.9750752,1010.48,
0.261820465,0.292165045,983.1766367,1007.1,
0.267073214,0.275992846,987.3178512,994.35,
0.2621665,0.290528799,983.449447,1005.81,
0.270115942,0.299306181,989.7167073,1012.73,
0.282023162,0.288347138,999.1042404,1004.09,
0.284682691,0.257448725,1001.200987,979.73,
0.271045059,0.270056698,990.449214,989.67,
0.272535443,0.278669187,991.6242181,996.46,
0.282090217,0.292507515,999.1571061,1007.37,
0.300028384,0.316302845,1013.299377,1026.13,
0.314455241,0.31559241,1024.673367,1025.5699,
0.313640356,0.318674768,1024.03092,1028,
0.316566944,0.318826976,1026.338213,1028.12,
0.320786804,0.322454623,1029.665108,1030.98,
0.324328482,0.319854514,1032.457332,1028.9301,
0.325362027,0.309313918,1033.272168,1020.62,
0.322724193,0.280673271,1031.192527,998.04,
0.301444739,0.276500209,1014.416018,994.75,
0.2902942,0.287268991,1005.625044,1003.24,
0.296171576,0.303961237,1010.258709,1016.4,
0.312506884,0.315364223,1023.137303,1025.39,
0.325145304,0.325486117,1033.101306,1033.37,
0.33396858,0.339146869,1040.057489,1044.14,
0.341567963,0.337358414,1046.048767,1042.73,
0.341249794,0.345742589,1045.797925,1049.34,
0.345640033,0.349915651,1049.259146,1052.63,
0.343232512,0.370375068,1047.361081,1068.76,
0.346003711,0.366227375,1049.545866,1065.49,
0.343770146,0.369791601,1047.784946,1068.3,
0.350235403,0.365174596,1052.882089,1064.66,
0.355010867,0.374053451,1056.647018,1071.66,
0.361573219,0.360367331,1061.82071,1060.87,
0.355970532,0.347569097,1057.403607,1050.78,
0.347709179,0.339451287,1050.89044,1044.38,
0.33992672,0.363043671,1044.754827,1062.98,
0.355142802,0.360037545,1056.751034,1060.61,
0.3582609,0.355560065,1059.209311,1057.08,
0.352176875,0.321021322,1054.412726,1029.85,
0.329509944,0.31513591,1036.542345,1025.21,
0.31952104,0.334479128,1028.667193,1040.46,
0.32985884,0.352566623,1036.81741,1054.72,
0.345415235,0.356194269,1049.081917,1057.58,
0.356565297,0.366214691,1057.872514,1065.48,
0.363215983,0.373837821,1063.115849,1071.49,
0.370729417,0.379799211,1069.039365,1076.1899,
0.377048463,0.375993988,1074.021237,1073.1899,
0.377001047,0.399878233,1073.983856,1092.02,
0.380816638,0.405636931,1076.99203,1096.5601,
0.384547234,0.39437347,1079.933193,1087.6801,
0.384120077,0.407349155,1079.596427,1097.91,
0.392056525,0.398660688,1085.853444,1091.0601,
0.38959977,0.386407742,1083.916563,1081.4,
0.38337943,0.401007116,1079.012508,1092.91,
0.387396902,0.384124608,1082.179843,1079.6,
0.381124198,0.36807925,1077.234507,1066.95,
0.364652872,0.363589087,1064.248678,1063.41,
0.349982053,0.337231573,1052.682351,1042.63,
0.334058374,0.367013788,1040.128282,1066.11,
0.34516719,0.3290629,1048.886361,1036.1899,
0.330174267,0.337548675,1037.066091,1042.88,
0.324074805,0.340757747,1032.257335,1045.41,
0.321520954,0.342140311,1030.243905,1046.5,
0.322071046,0.36767336,1030.677592,1066.63,
0.337226421,0.371060008,1042.625938,1069.3,
0.346725225,0.401222745,1050.1147,1093.08,
0.367013186,0.401133957,1066.109526,1093.01,
0.37613973,0.408110199,1073.304802,1098.51,
0.382631302,0.393815244,1078.422692,1087.24,
0.381229788,0.401730108,1077.317753,1093.48,
0.389362156,0.421796319,1083.72923,1109.3,
0.398664892,0.423089968,1091.063414,1110.3199,
0.408299834,0.422430523,1098.659506,1109.8,
0.412835836,0.403531247,1102.235645,1094.9,
0.406764269,0.399066452,1097.448882,1091.38,
0.403458565,0.417914991,1094.842698,1106.24,
0.411841542,0.417166631,1101.451753,1105.65,
0.417174369,0.423483301,1105.656101,1110.63,
0.4262923,0.399205977,1112.844587,1091.49,
0.413162172,0.404457185,1102.492925,1095.63,
0.403861493,0.42123822,1095.160362,1108.86,
0.41552636,0.421720215,1104.356827,1109.24,
0.420321792,0.409898654,1108.137498,1099.92,
0.408937871,0.417585205,1099.162528,1105.98,
0.405049831,0.414122452,1096.097236,1103.25,
0.403478265,0.399776633,1094.858229,1091.9399,
0.391127408,0.404863075,1085.120937,1095.95,
0.392517835,0.412980885,1086.217136,1102.35,
0.401581675,0.418130621,1093.362977,1106.41,
0.411172926,0.42789736,1100.924623,1114.11,
0.420548171,0.420058727,1108.315972,1107.9301,
0.414061785,0.421644237,1103.20217,1109.1801,
0.412939787,0.405027968,1102.317599,1096.08,
0.386791259,0.413133094,1081.702361,1102.47,
0.385785729,0.427821256,1080.909611,1114.05,
0.40945819,0.432856835,1099.572743,1118.02,
0.426959246,0.436116643,1113.3704,1120.59,
0.437556863,0.443587565,1121.725455,1126.48,
0.449240178,0.445236495,1130.936464,1127.78,
0.450619847,0.44323241,1132.024181,1126.2,
0.452921122,0.44351146,1133.838484,1126.42,
0.455044568,0.429153084,1135.512587,1115.1,
0.446447492,0.451844899,1128.734738,1132.99,
0.457034081,0.456322379,1137.081099,1136.52,
0.466161877,0.457108791,1144.277362,1137.14,
0.464868248,0.46287992,1143.257478,1141.6899,
0.462405443,0.467053108,1141.315827,1144.98,
0.463393688,0.469589924,1142.09495,1146.98,
0.463627547,0.455941856,1142.279322,1136.22,
0.450816482,0.467941121,1132.179206,1145.6801,
0.45879364,0.471467167,1138.468318,1148.46,
0.463894278,0.455700859,1142.48961,1136.03,
0.452023089,0.473712249,1133.130483,1150.23,
0.461974055,0.458250358,1140.975725,1138.04,
0.449693859,0.430903487,1131.294141,1116.48,
0.420785189,0.399548447,1108.502835,1091.76,
0.401512444,0.405915854,1093.308396,1096.78,
0.399026036,0.400068494,1091.348137,1092.17,
0.395136088,0.406829107,1088.281341,1097.5,
0.395349175,0.390377859,1088.449336,1084.53,
0.386489719,0.376856632,1081.46463,1073.87,
0.375950903,0.396288512,1073.155932,1089.1899,
0.381278366,0.414211114,1077.356051,1103.3199,
0.390666097,0.406550058,1084.757245,1097.28,
0.392063528,0.363208564,1085.858965,1063.11,
0.369163185,0.367115133,1067.804564,1066.1899,
0.357911825,0.355128807,1058.934104,1056.74,
0.356189758,0.372607466,1057.576443,1070.52,
0.362776965,0.369575971,1062.769731,1068.13,
0.3692514,0.382691308,1067.874111,1078.47,
0.381239295,0.378936821,1077.325248,1075.51,
0.382822126,0.403493195,1078.573136,1094.87,
0.397829443,0.409378607,1090.404755,1099.51,
0.403425038,0.418561879,1094.816266,1106.75,
0.411468983,0.421631426,1101.158031,1109.17,
0.414482921,0.420160073,1103.53419,1108.01,
0.41777125,0.403150725,1106.126676,1094.6,
0.407996714,0.416646584,1098.420529,1105.24,
0.414705127,0.413729119,1103.709375,1102.9399,
0.413885713,0.415695278,1103.063357,1104.49,
0.420108318,0.429926813,1107.969197,1115.71,
0.429715872,0.4332248,1115.543696,1118.3101,
0.431497574,0.433833509,1116.948372,1118.79,
0.434394896,0.439135453,1119.232592,1122.97,
0.439069539,0.459087507,1122.918034,1138.7,
0.445852757,0.458833826,1128.265855,1138.5,
0.450265676,0.461307221,1131.744956,1140.45,
0.447887778,0.467852205,1129.870246,1145.61,
0.448900282,0.473724933,1130.668494,1150.24,
0.453447312,0.473407831,1134.253326,1149.99,
0.453738838,0.474067403,1134.483163,1150.51,
0.457058698,0.485419653,1137.100507,1159.46,
0.461048543,0.493981405,1140.246061,1166.21,
0.462247461,0.49349941,1141.191276,1165.83,
0.466121554,0.485977752,1144.245572,1159.9,
0.461024195,0.493474169,1140.226865,1165.8101,
0.468007237,0.504077931,1145.732225,1174.17,
0.474217594,0.495896701,1150.628409,1167.72,
0.472564757,0.493372569,1149.325329,1165.73,
0.465126246,0.4944634,1143.460881,1166.59,
0.467444569,0.502872944,1145.288624,1173.22,
0.476056725,0.502936364,1152.078361,1173.27,
0.48198396,0.498065805,1156.751334,1169.4301,
0.480225474,0.509062774,1155.364961,1178.1,
0.490162998,0.520909575,1163.199606,1187.4399,
0.49744013,0.523446391,1168.936824,1189.4399,
0.500532866,0.514580347,1171.375106,1182.45,
0.493204057,0.519641167,1165.597147,1186.4399,
0.496513397,0.529699768,1168.206197,1194.37,
0.504375756,0.532376108,1174.404802,1196.48,
0.507430017,0.533416203,1176.812751,1197.3,
0.508676171,0.550349446,1177.795207,1210.65,
0.512139559,0.551643222,1180.525707,1211.67,
0.513186216,0.526858534,1181.350881,1192.13,
0.492789984,0.533695252,1165.270695,1197.52,
0.496074438,0.545935387,1167.860126,1207.17,
0.509399414,0.544375119,1178.365404,1205.9399,
0.514361084,0.547837999,1182.277135,1208.67,
0.518152773,0.55875899,1185.266465,1217.28,
0.527674735,0.552125217,1192.773484,1212.05,
0.524824142,0.516178541,1190.526106,1183.71,
0.496911556,0.525881861,1168.520101,1191.36,
0.496278256,0.545440708,1168.020814,1206.78,
0.514467657,0.519958269,1182.361156,1186.6899,
0.502884388,0.539707505,1173.229023,1202.26,
0.522692502,0.503354939,1188.845541,1173.6,
0.501099825,0.493550147,1171.822091,1165.87,
0.491319299,0.445705806,1164.111222,1128.15,
