0,,
0.97099155,_0.975178,
0.971502,0.969004,
0.9718037,0.984456,
0.97260636,0.984413,
0.9735808,0.998522,
0.97455657,1.00454,
0.97525066,1.00691,
0.9757659,1.00644,
0.9763897,1.00487,
0.97705996,1.01395,
0.9777933,1.0135,
0.97823757,1.01762,
0.97857237,1.01647,
0.9790182,1.01426,
0.97968084,1.00985,
0.9805844,1.01897,
0.98153466,1.01217,
0.98224413,1.00563,
0.9825532,1.0074,
0.9828408,0.986344,
0.9828561,0.992122,
0.98284787,0.967179,
0.98268956,0.964407,
0.9825645,0.982589,
0.9829462,0.973714,
0.98345655,0.993367,
0.98399854,0.98848,
0.9843886,1.00632,
0.9844293,0.999081,
0.98425055,1.0124,
0.9841707,1.00979,
0.9840181,1.00066,
0.9838277,0.979124,
0.983612,0.975658,
0.98328775,0.979102,
0.98314744,0.996938,
0.9833458,0.983961,
0.9837141,0.978162,
0.98371017,0.983303,
0.98339766,0.992963,
0.9830329,0.98993,
0.98286754,0.993869,
0.98300433,1.00043,
0.9832651,1.00813,
0.98372644,1.00132,
0.9843256,1.00373,
0.9847586,1.01136,
0.9849248,1.0102,
0.98489547,0.993359,
0.9847582,1.00695,
0.98481363,1.00475,
0.9850875,1.0123,
0.9853645,1.01581,
0.9855975,1.01918,
0.9857051,1.01298,
0.9856513,1.01711,
0.98549974,1.01151,
0.9852278,0.996422,
0.98444647,1.01253,
0.9837868,1.01692,
0.9838791,0.999215,
0.98397404,0.992631,
0.9831151,0.998183,
0.98196924,1.01805,
0.9818257,1.01044,
0.98213434,1.00605,
0.9820468,1.00559,
0.9815866,1.02159,
0.98121685,1.02274,
0.981071,1.02732,
0.98125476,1.02635,
0.98163986,1.02495,
0.9820041,1.02846,
0.982411,1.0251,
0.9828679,1.00964,
0.98338103,1.02327,
0.9838995,1.02137,
0.98431873,1.01189,
0.9845437,1.01496,
0.984725,1.01346,
0.9847243,1.01662,
0.984495,1.00373,
0.9839182,1.0016,
0.98308605,0.992016,
0.981963,0.992631,
0.9807106,1.01035,
0.9803023,1.01293,
0.9806596,1.0025,
0.98071194,0.995658,0.094309945
0.97984767,1.00405,
0.97908705,1.00698,
0.978843,1.02169,
0.9790004,1.01373,
0.97906053,1.02283,
0.9790072,1.02378,
0.9793111,1.01274,
0.9797416,1.0083,
0.9799333,1.00772,
0.97969764,0.976712,
0.97793597,0.98058,
0.9761726,0.9907,
0.9762315,0.990248,
0.9770768,0.984576,
0.97745514,0.993473,
0.9769611,0.968961,
0.97576606,0.972236,
0.9748863,0.990135,
0.9747765,1.00639,
0.97557044,1.013,
0.97673255,1.0119,
0.9776103,1.02385,
0.9783458,1.02551,
0.9791026,1.02667,
0.9799678,1.02025,
0.9808017,1.01668,
0.98146534,1.00819,
0.9819562,0.992277,
0.98239124,0.983784,
0.9825874,1.0019,
0.9826303,1.01273,
0.9829845,1.01277,
0.9835346,1.00938,
0.9840505,1.00528,
0.98429626,1.00194,
0.98426914,1.00656,
0.9842943,0.995043,
0.9841784,0.990806,
0.9837237,1.00962,
0.9835757,0.995403,
0.98368543,0.996803,
0.9832795,0.994922,
0.98277074,1.00069,
0.9825427,1.00839,
0.98247397,1.00449,
0.982643,0.992249,
0.98228073,0.961218,
0.9790311,0.915363,
0.9700463,0.860428,
0.9547544,0.842324,
0.93693346,0.893879,
0.9240797,0.927223,
0.92545205,0.928078,
0.933639,0.916275,
0.93672144,0.875025,
0.9269759,0.899784,
0.91321623,0.901389,
0.90451545,0.880237,
0.898578,0.914316,
0.9003473,0.894961,
0.90802103,0.902209,
0.9174108,0.908404,
0.9237551,0.902733,
0.925152,0.920455,
0.926144,0.932633,
0.93095875,0.929019,
0.9371297,0.906269,
0.93991697,0.912591,
0.9408413,0.895456,
0.9402643,0.892641,
0.9411038,0.88803,
0.94173354,0.887394,
0.94368196,0.852338,
0.9412725,0.853979,
0.93782216,0.879395,
0.93808895,0.882075,
0.93920803,0.901552,
0.939593,0.926791,
0.9431526,0.921749,
0.94766164,0.933,
0.9513372,0.945447,
0.9543823,0.94648,
0.957315,0.948297,
0.9596823,0.938559,
0.9620161,0.931876,
0.9639521,0.952823,
0.9658699,0.959365,
0.96764076,0.959754,
0.9696953,0.95771,
0.9717046,0.949344,
0.97299707,0.973084,
0.9743395,0.989095,
0.97554255,0.986288,
0.9765636,0.982546,
0.97792214,0.999844,
0.9793828,0.99918,
0.9804073,0.992072,
0.98111606,1.00953,
0.98187244,1.01359,
0.98256403,1.0083,
0.9831226,1.00662,
0.98375255,1.0061,
0.9844921,0.991521,
0.985145,0.993741,
0.98565453,0.988989,
0.98607814,0.968459,
0.98608106,0.952243,
0.9853579,0.973565,
0.9848322,0.97162,
0.9850234,0.995057,
0.9854381,0.993402,
0.9857478,0.99901,
0.9858271,0.997185,
0.98575103,0.998989,
0.9856593,0.998798,
0.98564845,0.999675,
0.98571235,0.992815,
0.98587716,1.00853,
0.98601127,0.992178,
0.9860567,0.97104,
0.9856653,1.00079,
0.9851883,0.990453,
0.9849762,0.98092,
0.98432994,0.969626,
0.98297507,0.972886,
0.9818562,0.944697,
0.979937,0.951465,
0.9777311,0.966649,
0.97719294,0.987624,
0.9777334,0.965574,
0.9778712,0.939874,
0.9758656,0.950907,
0.9731794,0.963509,
0.97173727,0.981415,
0.9718755,0.979081,
0.9727566,0.975906,
0.9729789,0.991365,
0.9728465,0.980757,
0.97313136,0.967024,
0.9739787,0.944903,
0.97337216,0.947767,
0.9720879,0.929061,
0.97014034,0.895703,
0.96636516,0.88081,
0.96120554,0.881969,
0.95493567,0.892584,
0.94963056,0.858356,
0.9422898,0.880675,
0.93428236,0.85132,
0.9224444,0.852027,
0.9096213,0.836469,
0.89433295,0.8433,
0.8794811,0.87011,
0.869897,0.849021,
0.8644366,0.867797,
0.86798614,0.853172,
0.8728601,0.860534,
0.8758636,0.893688,
0.8821564,0.893079,
0.89292145,0.867373,
0.89778703,0.874091,
0.89979106,0.876156,
0.9051833,0.851122,
0.9069429,0.832303,
0.9019676,0.831433,
0.89463973,0.831186,
0.8919775,0.815076,
0.8882241,0.840323,
0.89092505,0.862104,
0.9021982,0.884197,
0.91393125,0.877839,
0.9207068,0.877804,
0.9252028,0.897407,
0.9318188,0.880272,
0.93664896,0.886304,
0.94140214,0.901792,
0.94735837,0.899211,
0.95195174,0.888023,
0.95576954,0.920639,
0.9602769,0.926367,
0.96422905,0.931282,
0.96671706,0.935942,
0.9681641,0.937194,
0.9692968,0.921282,
0.9700704,0.928354,
0.97097355,0.928573,
0.9723625,0.951642,
0.9737219,0.949839,
0.97404087,0.947215,
0.9743709,0.955199,
0.97535264,0.964654,
0.9758545,0.971012,
0.9758175,0.972441,
0.9747269,0.971168,
0.9743521,0.961911,
0.9750248,0.961366,
0.97573245,0.962151,
0.97630054,0.974852,
0.97684836,0.981175,
0.97703636,0.978197,
0.9768658,0.987419,
0.97698796,0.982716,
0.9770005,0.967893,
0.976644,0.983091,
0.9765562,0.965588,
0.9760541,0.969612,
0.97562736,0.965645,
0.97557896,0.979597,
0.97580385,0.994236,
0.9762989,0.994491,
0.976397,0.993041,
0.9763177,1.00267,
0.9764987,1.00723,
0.9766742,1.00837,
0.9766566,1.00064,
0.97653455,1.00071,
0.9764873,0.998034,
0.9766635,1.0008,
0.97705775,1.00324,
0.9774995,0.989562,
0.9772924,0.982129,
0.9755093,0.993536,
0.97413653,0.980764,
0.9727453,0.972101,
0.97043496,0.971755,
0.968849,0.976359,
0.96835726,0.977455,
0.9687885,0.99563,
0.96974444,0.981535,
0.96988446,0.981288,
0.96913755,0.968912,
0.96801805,0.983091,
0.9681082,0.969336,
0.96792024,0.969633,
0.9669881,0.964266,
0.9656788,0.97295,
0.9659236,0.969923,
0.96687174,0.989739,
0.96827203,0.999979,
0.969808,0.999668,
0.9705235,1.006,
0.9712314,1.00452,
0.9723355,1.0062,
0.97333395,1.01039,
0.9742673,1.00605,
0.9749834,1.01332,
0.9754666,1.01525,
0.9760032,1.02019,
0.9766853,1.01762,
0.9773467,1.00389,
0.9777408,0.99186,
0.9775104,0.989215,
0.97654885,0.986514,
0.97579896,0.991104,
0.97529435,0.986316,
0.97480935,0.994823,
0.97479737,0.998819,
0.9751142,0.996379,
0.9751834,1.01609,
0.9753089,0.962406,
0.97224337,0.936331,
0.9659034,0.961472,
0.96321297,0.985998,
0.9653875,1.00586,
0.96879405,1.00876,
0.97070205,0.998571,
0.9708963,1.00648,
0.9708776,1.00518,
0.971665,1.02781,
0.97328854,1.03295,
0.9747596,1.04354,
0.9758003,1.04375,
0.9763874,1.05175,
0.97707635,1.05033,
0.97819823,1.05397,
0.9795108,1.05177,
0.98080426,1.05831,
0.9819652,1.05276,
0.9829248,1.05973,
0.98375165,1.0551,
0.9845556,1.05559,
0.9852697,1.05375,
0.98582166,1.05621,
0.98619723,1.05872,
0.986499,1.05677,
0.9867478,1.047,
0.9862738,1.05178,
0.9855168,1.05211,
0.9853966,1.06527,
0.9858162,1.06387,
0.986372,1.06447,
0.9866276,1.06005,
0.9866183,1.06734,
0.9865128,1.06611,
0.98646843,1.07042,
0.9864819,1.06194,
0.98642844,1.06481,
0.98617214,1.06821,
0.9859399,1.06598,
0.9857671,1.06511,
0.9856388,1.06812,
0.98567516,1.06002,
0.9854118,1.05792,
0.9845535,1.05549,
0.9837777,1.06351,
0.9837089,1.0605,
0.9840003,1.05684,
0.98391134,1.05678,
0.9833804,1.06323,
0.9832647,1.06783,
0.98359346,1.0676,
0.9837894,1.06416,
0.9837993,1.02634,
0.981019,1.04842,
0.97816724,1.02578,
0.97710496,1.02489,
0.97680426,1.04009,
0.9772829,1.03436,
0.9775809,1.03433,
0.9777056,1.03479,
0.977862,1.05131,
0.977937,1.06125,
0.9780857,1.05242,
0.9782223,1.03927,
0.9779586,1.04905,
0.97803754,1.05714,
0.9787171,1.04283,
,,
,,
0.803787983,,
