timestamp,open,0,1,2,3,4,5,6
5/12/03,108.95,1834.497365,-4233.291874,22917.01977,-1319.763396,141.7064314,-2842.664166,-1109.615424
5/13/03,109.58,957.5759821,-1270.157456,8646.824389,-379.0537789,162.6077947,-932.3074134,-312.0567199
5/14/03,109.35,826.8885128,-833.6250954,6537.386827,-245.0971317,161.4005652,-654.5263998,-198.9616306
5/15/03,109.02,1067.76869,-1651.32371,10471.5261,-505.1096523,155.368213,-1181.722143,-419.052438
5/16/03,109.1,918.9384989,-1144.082599,8035.822227,-346.8040756,157.565452,-857.7137975,-284.0734637
5/19/03,108.4,679.8940118,-350.1008126,4185.324013,-131.6702573,129.6658539,-377.7081319,-106.3642486
5/20/03,106.75,535.0013226,117.3302501,1911.484,26.92401958,141.7607239,-65.05456987,30.80623833
5/21/03,106.84,521.6970819,163.4660915,1691.720526,39.9964067,141.2527275,-36.90437963,42.3726975
5/22/03,107.15,595.7237088,-75.80627306,2859.792989,-27.94753328,147.1509265,-185.1512894,-14.35253342
5/23/03,108.85,583.5269984,-10.50790583,2579.477792,9.320317586,163.3879467,-130.3024328,18.75741684
5/27/03,109.46,2046.701347,-4918.777914,26260.4923,-1542.313494,135.6027581,-3291.465448,-1297.85755
5/28/03,113.11,1194.196919,-1998.26601,12245.36973,-611.1788269,161.7773798,-1408.499092,-508.4183152
5/29/03,113.5,1031.216059,-1444.037377,9579.309773,-434.4574382,166.0070996,-1050.660711,-359.3199056
5/30/03,114,1146.993254,-1822.554924,11418.1253,-553.2028251,165.142637,-1294.51742,-460.1548566
6/2/03,115.4,1559.197237,-3181.156179,18002.01082,-994.2205744,149.3165111,-2181.775717,-835.2704803
6/3/03,116,924.7708939,-1047.241332,7713.962822,-320.0987327,161.507689,-808.029537,-263.3656375
6/4/03,115,917.1340768,-1024.331042,7604.615734,-303.3826098,170.6260021,-784.3385257,-247.1434641
6/5/03,116.92,1416.322357,-2687.782959,15644.98217,-836.3708204,156.2639741,-1863.01825,-699.5767743
6/6/03,117.25,1604.015457,-3299.495829,18618.37255,-1033.106837,151.0620672,-2261.425967,-866.9280242
6/9/03,117.86,865.8936867,-813.2069103,6634.884553,-246.6153951,165.9837261,-660.1033556,-200.1830253
6/10/03,116.74,908.7321172,-966.320651,7363.716128,-288.683609,170.1888691,-752.311994,-234.9295299
6/11/03,117.85,1023.967559,-1344.077287,9197.853942,-410.8486739,166.3955349,-998.9383321,-338.6392919
6/12/03,118.2,1226.076187,-2014.794672,12443.63175,-620.1938288,165.2882859,-1429.03856,-516.2502416
6/13/03,118.61,1766.994624,-3835.137237,21216.58322,-1203.047115,147.795759,-2607.581159,-1012.13864
6/16/03,119.2,791.3492469,-528.7202792,5306.81859,-145.0485217,178.8355114,-469.538174,-114.1424116
6/17/03,121.36,1149.537243,-1695.3903,10979.42275,-518.4176716,170.6239574,-1228.13257,-431.1894022
6/18/03,122.27,818.2870871,-567.1369682,5556.319052,-164.4877654,175.4041723,-505.2648404,-131.7192667
6/19/03,123.15,920.1735879,-899.666284,7172.342729,-274.3950329,170.2890322,-724.4450256,-225.1247778
6/20/03,122.5,1055.334789,-1365.975768,9406.668666,-423.1403456,166.0559789,-1024.807694,-351.0306687
6/23/03,121.75,1109.311757,-1562.901084,10329.72838,-519.7899541,133.9666848,-1180.692321,-437.3029731
6/24/03,118.65,832.3017803,-675.3181624,5993.899312,-245.5524148,131.3418494,-610.9979204,-204.60095
6/25/03,118.57,2415.786562,-6007.549537,31698.10053,-1943.761387,91.00808876,-4054.944965,-1644.195503
6/26/03,119.82,879.2291217,-806.3691366,6669.630174,-269.9715763,149.1844401,-682.6298082,-220.7321047
6/27/03,120.7,1182.517422,-1819.410014,11558.05204,-602.9318075,131.7327773,-1347.081637,-505.7423481
6/30/03,120.32,1009.327945,-1240.796671,8760.067319,-419.0835398,134.4419856,-973.3332529,-351.2169945
7/1/03,120.35,1747.994769,-3728.488222,20750.38455,-1201.9945,122.5398296,-2571.583402,-1015.481656
7/2/03,122.55,2587.289635,-6521.324549,34258.49361,-2072.512753,119.4758949,-4361.154407,-1752.240576
7/3/03,124.4,713.5884186,-177.3263308,3726.122846,-45.29204909,176.9683334,-260.5866083,-31.22013641
7/7/03,125.7,1568.342541,-3026.169047,17493.76772,-952.4129878,156.7327711,-2102.729223,-801.1740344
7/8/03,127.72,1164.053935,-1637.089449,10833.68262,-510.8950982,168.6111588,-1208.627606,-426.6221983
7/9/03,127.75,1394.212413,-2416.215335,14582.64664,-763.2805232,158.3117285,-1715.198543,-641.7564546
7/10/03,126.84,3476.256651,-9458.998885,48480.76773,-3034.26373,76.40880868,-6286.016184,-2573.201376
7/11/03,125.3,905.9030339,-800.9733349,6762.30568,-259.192219,161.3548376,-678.3438917,-213.8063812
7/14/03,127.75,1783.786468,-3717.959784,20875.79772,-1184.317058,145.8035981,-2561.963902,-997.0304078
7/15/03,129.2,4625.145199,-13293.07796,67009.33357,-4260.276525,46.42332304,-8769.308145,-3612.123401
7/16/03,126.7,2046.490549,-4625.524219,25216.05485,-1487.44022,124.1843945,-3158.566523,-1257.110834
7/17/03,126.25,1192.523886,-1759.245976,11383.71777,-599.5639083,124.1201543,-1328.836866,-506.5431661
7/18/03,123.95,887.673302,-755.6965879,6523.508021,-264.8332799,144.66833,-665.1489352,-219.4562967
7/21/03,124.89,4472.074131,-12844.65137,64759.66162,-4144.325359,23.21389741,-8497.829357,-3515.529541
7/22/03,124.04,2395.556493,-5838.659398,31012.00021,-1902.407454,88.36687769,-3964.755391,-1610.985325
7/23/03,124.8,2179.432279,-5103.899025,27473.86943,-1684.720179,79.50016408,-3505.904712,-1428.701327
7/24/03,125.25,1897.96652,-4138.853132,22845.01962,-1370.050668,94.08989766,-2877.509408,-1161.450891
7/25/03,125.92,909.6333792,-794.8515614,6754.22392,-278.5906472,144.4048185,-695.3364335,-232.1547625
7/28/03,127.8,2443.268381,-5944.65636,31591.3166,-1917.443555,105.1363449,-4021.361234,-1624.500602
7/29/03,127.95,2010.52316,-4484.726395,24553.54434,-1459.318304,109.6634198,-3084.782855,-1237.832689
7/30/03,126.73,624.5761577,171.5784058,2096.214297,19.1819342,141.6553737,-80.36350108,16.73988053
7/31/03,126.8,1145.648342,-1584.328475,10562.19861,-534.1728149,134.3037698,-1208.697892,-450.8079546
8/1/03,126.95,1333.388358,-2214.348174,13605.31837,-731.8471134,133.3716369,-1612.805652,-616.8696809
8/4/03,127.15,1246.608111,-1922.145251,12198.66813,-639.0943111,135.9900814,-1424.163885,-537.6216692
8/5/03,126.42,1053.151075,-1279.05689,9084.000973,-452.4798582,124.6053217,-1024.308465,-381.2663001
8/6/03,125.03,1197.563731,-1786.570077,11501.63111,-622.6689917,111.8565348,-1358.200035,-526.4060347
8/7/03,125.4,1046.513969,-1268.828693,9022.751155,-445.8143676,127.5439776,-1014.070831,-374.1013272
8/8/03,126.45,799.549452,-421.3935792,4960.814768,-164.3726858,145.0860626,-457.8434639,-134.1690669
8/11/03,127,1747.040192,-3609.229583,20327.14828,-1175.34833,122.9337011,-2513.143215,-993.2805051
8/12/03,127.03,1862.643857,-3998.796608,22201.93799,-1294.625739,122.5545933,-2760.729746,-1095.722951
8/13/03,128.87,1859.984748,-3959.716878,22053.26267,-1271.24754,134.1521029,-2728.080601,-1074.968158
8/14/03,129.18,1277.395087,-1980.483904,12537.05796,-632.5205399,157.9108992,-1443.710052,-532.0681229
8/15/03,129.5,620.9519255,231.3455065,1874.175767,58.62248518,163.2400181,-27.17114781,52.43281355
8/18/03,130.7,2732.184257,-6863.814236,36092.26727,-2194.397905,114.9541207,-4604.774697,-1858.615434
8/19/03,133,1380.70251,-2275.170775,14025.82399,-729.4454784,156.8217478,-1641.136197,-614.2695101
8/20/03,132.6,2618.533359,-6455.61749,34156.83476,-2065.013209,119.0238011,-4343.716382,-1749.324834
8/21/03,134.01,2549.824557,-6190.205514,32921.59383,-1978.283912,125.4297625,-4173.21168,-1675.129251
8/22/03,136.9,2419.342087,-5710.067484,30658.52254,-1829.872747,128.1001745,-3870.454571,-1549.478389
8/25/03,135.87,1278.077936,-1876.306488,12169.25297,-611.6177294,155.5468097,-1395.564889,-515.574597
8/26/03,134.45,2737.107456,-6825.839679,35975.70699,-2206.291217,98.6967697,-4605.425636,-1871.087209
8/27/03,134.56,1716.6598,-3377.823805,19378.75462,-1095.690586,138.8663057,-2368.168886,-925.1368793
8/28/03,135.37,1368.55787,-2185.543281,13661.08316,-710.7217497,154.7293201,-1595.197847,-596.96013
8/29/03,136.7,1330.106314,-2030.116716,12945.19109,-656.852046,161.0220923,-1493.114703,-551.3343783
9/2/03,138,3280.233295,-8585.284317,44550.9073,-2748.533154,106.043024,-5731.371194,-2328.400073
9/3/03,140.75,2212.77757,-4941.943074,27050.92475,-1589.051802,136.4126651,-3383.199763,-1344.988128
9/4/03,140.06,1419.655038,-2272.710471,14184.57133,-733.0276082,162.0638854,-1653.728332,-618.2116681
