timestamp,close,0,1,2,3,4,5,6
2/18/00,135.3125,156727.2708,-526572.1037,2539538.677,-168271.6373,-4530.594305,-340455.2689,-143100.8186
2/22/00,134.9687,273013.7529,-919006.9857,4429769.909,-293689.9556,-8054.59637,-594234.2511,-249624.9077
2/23/00,136.5625,201702.6021,-678354.6136,3270623.476,-216768.8858,-5884.004557,-438602.0896,-184288.3095
2/24/00,133.8125,288943.5243,-972753.6107,4688660.865,-310872.9478,-8542.355287,-629000.2421,-264218.319
2/25/00,133.3281,175817.4291,-591032.3403,2849970.622,-188876.0872,-5115.296315,-382145.7148,-160597.3125
2/28/00,136.125,222924.6652,-749986.3065,3615629.855,-239661.2011,-6528.05364,-484925.7648,-203729.9443
2/29/00,137.4375,137360.3145,-461226.0715,2224771.347,-147363.3982,-3924.233763,-298180.9325,-125335.1746
3/1/00,138.4375,114551.0734,-384237.2377,1853957.941,-122747.6206,-3223.958677,-248385.8771,-104428.1243
3/2/00,138.5312,126706.843,-425249.8874,2051512.79,-135852.7004,-3590.87783,-274906.2435,-115560.6334
3/3/00,141.125,212532.7387,-714827.7103,3446397.621,-228385.6238,-6175.732826,-462160.9657,-194154.0812
3/6/00,139.75,199198.6397,-669841.2884,3229695.327,-214017.304,-5780.240331,-433074.6572,-181952.4687
3/7/00,137.0468,333558.1645,-1123252.661,5413644.438,-358950.5018,-9874.699844,-726309.8782,-305056.0662
3/8/00,136.875,196551.0526,-660967.1154,3186873.308,-211196.7151,-5716.571428,-427344.5475,-179556.5547
3/9/00,140.875,91860.70712,-307658.7724,1485123.692,-98249.83323,-2512.760295,-198839.3991,-83618.60698
3/10/00,140.125,132096.6873,-443409.8319,2139032.876,-141646.1396,-3740.306082,-286639.6394,-120479.7221
3/13/00,138.5937,175509.0366,-589941.3705,2844788.781,-188484.8892,-5066.556352,-381403.018,-160265.2832
3/14/00,136.625,137720.5717,-462423.6155,2230563.886,-147744.613,-3933.290295,-298951.3425,-125663.5538
3/15/00,139.8125,171531.309,-576511.7143,2780114.949,-184184.6214,-4937.288197,-372710.8843,-156611.0308
3/16/00,146.3437,425527.2772,-1433497.083,6908168.816,-458072.4982,-12624.24378,-926919.6576,-389241.2822
3/17/00,146.9375,171101.1339,-574919.7975,2772629.673,-183667.2708,-4906.374734,-371682.8449,-156173.1021
