Close Price,0,1,2,3,4,5,6
908.13,196694.2957,417415.3614,-1962151.26,31009558.05,39002999.09,39370515.29,39849306.17
903.47,159239.5654,309502.5538,-1448158.703,24188462.91,30436161.14,30719179.42,31085260.85
888.33,100470.5888,185356.2199,-858691.9719,14806002.46,18634291.36,18806302.52,19027954.48
887,168393.7094,361651.9431,-1697889.266,26615258.7,33473758.48,33789813.58,34202016.27
910.33,155236.9886,324114.7703,-1518846.968,24223813.27,30470066.9,30756545.93,31129346.09
893.06,129299.8693,259664.2456,-1212174.141,19797596.78,24906900.79,25139744.72,25441826.21
906.83,134799.2711,272884.9584,-1275085.986,20723878.72,26071301.05,26315310.8,26632081.69
919.14,137699.7892,276970.6703,-1294129.768,21121555.21,26572426.57,26820877.75,27143237.76
942.87,202563.0877,434126.4709,-2041194.862,32059790.95,40322000.29,40702523.34,41198666.83
944.74,208690.4749,452926.93,-2130571.179,33204427.69,41759102.78,42153945.37,42669284.09
931.76,144204.1132,299931.5464,-1403107.611,22417162.45,28197844.26,28462847.33,28807649.23
942.46,195351.0284,426106.0482,-2003346.839,31115839.62,39131324.44,39501634.44,39985181.49
940.09,165086.0643,351964.1149,-1650517.755,25980293.13,32676152.98,32984360.82,33386133.71
939.14,105539.6395,212423.7065,-987060.9374,16068821.63,20215131.41,20404261.67,20649789.95
942.43,124988.462,260910.7778,-1217697.473,19389940.92,24389270.4,24618668.52,24917304.16
939.15,54839.95892,78421.12462,-349136.5294,7184603.432,9052283.979,9132754.181,9234334.681
944.89,103443.4533,197405.4301,-915102.18,15423293.66,19407990.55,19588087.19,19820846.87
946.21,40214.65613,50448.99594,-216327.5825,4931424.036,6216731.587,6270933.076,6338619.494
923.72,60533.5762,99117.86624,-448046.2845,8350436.163,10514798.46,10610205.19,10732039.97
911.97,31292.91849,24468.95285,-93112.46681,3311113.53,4181933.728,4216015.611,4256816.77
910.71,88331.46705,160027.9464,-737970.7625,12866290.63,16194208.71,16343322.07,16535220.59
918.37,78886.68641,144741.5123,-665501.8097,11491084.69,14462230.92,14595693.41,14767679.88
921.23,120573.8283,237854.78,-1107959.616,18295598.85,23019088.25,23233720.75,23511801.99
893.04,16664.69359,-11171.72339,76128.07751,842463.5072,1078909.547,1083158.321,1084673.416
895.1,30925.23296,22549.23246,-84504.37444,3231947.854,4082938.001,4115924.245,4155168.841
900.94,56460.94996,89829.62458,-404638.3224,7696799.592,9693003.934,9780577.066,9892124.976
920.26,127241.4782,262120.0272,-1223948.103,19662101.83,24733316.88,24965458.51,25267288.96
918.9,134518.4882,268838.2639,-1255290.463,20569316.26,25878429.79,26120164.43,26433647.06
927.23,115846.7919,240607.9002,-1121612.624,17909523.11,22527602.89,22739355.38,23014910.48
919.32,131887.4964,276267.2363,-1291102.197,20524327.82,25815869.25,26058790.85,26375065.8
923.33,107997.2467,224019.3883,-1042823.608,16655786.18,20950560.1,21147477.26,21403735.06
896.42,27879.66562,25910.77132,-100611.4582,3022545.642,3815005.423,3846813.746,3885480.552
898.72,-485.6783713,-51669.06675,268487.0124,-2016152.761,-2514888.858,-2545031.998,-2588665.699
881.03,-49936.61967,-173526.6791,848063.3911,-10420042.66,-13077884.62,-13209748.11,-13387403.35
879.56,-27983.48184,-129295.8029,637838.248,-6969948.937,-8737117.504,-8828452.104,-8953589.994
882.68,-63206.83433,-203152.8658,988697.0468,-12582430.83,-15797142.84,-15954804.66,-16166175.2
879.13,-52025.26181,-171295.2449,836898.969,-10554790.51,-13250409.54,-13382995.81,-13560954.24
901.05,-13288.37159,-81256.70396,409042.1096,-4133164.053,-5176642.041,-5232167.149,-5309070.743
905.84,-53.48831851,-45228.61696,237751.4388,-1789911.149,-2232858.316,-2259587.305,-2298251.011
932.68,61833.4772,97162.96034,-438792.9707,8426900.58,10613150.22,10708839.37,10830579.16
940.74,75806.07863,134911.4026,-618215.6025,10891908.69,13710004.51,13835950.25,13997850.94
940.38,66116.24887,108598.7461,-492849.8335,9171996.447,11549251.42,11654077.77,11787945.01
951.13,137571.368,288008.2726,-1346339.083,21412862.19,26933586.14,27186991.31,27516902.98
954.58,183974.5117,398313.1714,-1870785.859,29180853.42,36699056.88,37045982.56,37498758.64
954.07,189306.5255,417997.0372,-1964672.37,30277075.11,38074097.5,38435105.12,38907011.37
976.29,216852.6328,475164.6688,-2235893.341,34641689.65,43564645.92,43977155.94,44515986.44
979.26,225567.0414,509224.0036,-2398245.981,36484694.47,45875712.36,46312097.22,46883498.44
982.18,292587.1128,673241.0347,-3178383.407,47843127.38,60152833.72,60726560.95,61478806.19
979.62,279801.7526,633354.5116,-2988284.676,45425954.76,57118252.23,57661680.81,58373270.39
975.15,252729.2117,569443.1199,-2684446.252,40907077,51437189.15,51926269.62,52566497.11
986.75,244011.1261,539587.5037,-2541895.248,39177539.22,49266880.81,49733992.04,50344542.5
987.48,246115.1644,553398.684,-2607868.154,39783773.72,50025149.15,50500674.97,51123067.75
1002.63,264463.319,594232.1861,-2801729.094,42770662.27,53781288.05,54292428.52,54961361.51
1005.65,306229.3622,696400.7645,-3287605.929,49845921.62,62674632.14,63271320.66,64052896.81
1002.72,284490.8067,627927.5635,-2961236.88,45716854,57491146.2,58036006.99,58747984.18
997.08,292544.3836,652565.8216,-3078704.995,47226742.59,59386898.09,59950628.39,60687885.06
1010.48,308527.8006,691336.2795,-3262991.109,49922987.4,62776108.1,63372399.49,64152506.28
1007.1,339420.5209,781408.4967,-3692051.513,55579884.63,69880371.27,70546867.79,71420691.04
